game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,arm,q_ref_mean,q_best,regret
3883,1,14,AllGrid,3,50,10,43,0,"Draw(CW,TEE)",1014,53.0391,A1,-0.29,-0.075,0.21499999999999997
9222,7,5,AllGrid,3,50,10,43,22,"Draw(CW,L6)",31729,1121.91,A1,0.965,1.315,0.35
7881,2,15,AllGrid,3,50,10,43,37,"Hit(CCW,2,MIDDLE)",129,9.04163,A1,-1.01,1.72,2.73
6406,1,10,AllGrid,3,50,10,43,10,"Draw(CW,L0)",16410,723.811,A1,-1.015,-0.385,0.6299999999999999
8452,5,15,AllGrid,3,50,10,43,34,"Hit(CW,0,WEAK)",153,12.9301,A1,1.32,1.935,0.615
1028,6,15,AllGrid,3,50,10,43,0,"Draw(CW,TEE)",151,13.0376,A1,0.77,1.0,0.22999999999999998
2596,1,14,AllGrid,3,50,10,43,35,"Hit(CCW,1,WEAK)",6163,509.949,A1,1.58,1.97,0.3899999999999999
4748,1,3,AllGrid,3,50,10,43,16,"Draw(CW,L3)",40143,1471.87,A1,0.885,0.985,0.09999999999999998
9206,3,13,AllGrid,3,50,10,43,1,"Draw(CCW,TEE)",4888,277.542,A1,0.59,1.73,1.1400000000000001
5859,1,6,AllGrid,3,50,10,43,32,"Hit(CW,1,TOUCH)",31252,1288.52,A1,-0.26,-0.015,0.245
