game_id,end,shot_num,candidate_idx,label,shot_type,q_ref_mean,q_ref_sd,n_rollouts,resampled,score_hist,q_immediate_mean
5392,3,13,0,"Draw(CW,TEE)",1,-1.855,1.50465,200,1,"-5:5;-4:21;-3:40;-2:59;-1:51;1:21;2:3",-2.66
5392,3,13,1,"Draw(CCW,TEE)",1,-2.165,1.65764,200,1,"-5:16;-4:28;-3:33;-2:61;-1:45;1:12;2:4;5:1",-1.72
5392,3,13,2,"Draw(CW,S0)",1,-2.385,1.47539,200,1,"-5:17;-4:26;-3:49;-2:60;-1:35;1:12;2:1",-4.12
5392,3,13,3,"Draw(CCW,S0)",1,-2.4,1.51658,200,1,"-5:12;-4:43;-3:36;-2:60;-1:36;1:11;2:1;3:1",-2.165
5392,3,13,4,"Draw(CW,S2)",1,-2.78,1.9803,200,1,"-6:8;-5:36;-4:42;-3:31;-2:34;-1:25;1:22;2:2",-1.07
5392,3,13,5,"Draw(CCW,S2)",1,-3.09,1.82261,200,1,"-6:7;-5:52;-4:39;-3:25;-2:32;-1:33;1:12",-1
5392,3,13,6,"Draw(CW,S4)",1,-2.265,1.44041,200,1,"-6:1;-5:15;-4:20;-3:45;-2:62;-1:45;1:12",-3.525
5392,3,13,7,"Draw(CCW,S4)",1,-2.21,1.50529,200,1,"-6:1;-5:9;-4:32;-3:41;-2:56;-1:45;1:15;2:1",-1.74
5392,3,13,8,"Draw(CW,S6)",1,-2.79,1.89101,200,1,"-6:5;-5:40;-4:46;-3:20;-2:29;-1:43;1:17",-1
5392,3,13,9,"Draw(CCW,S6)",1,-2.54,1.85968,200,1,"-6:6;-5:26;-4:48;-3:18;-2:28;-1:57;1:17",-1
5392,3,13,10,"Draw(CW,L0)",1,-2.88,1.5413,200,1,"-6:4;-5:27;-4:42;-3:42;-2:59;-1:16;1:9;2:1",-4.59
5392,3,13,11,"Draw(CCW,L0)",1,-2.38,1.84543,200,1,"-6:2;-5:15;-4:45;-3:45;-2:37;-1:32;1:20;2:2;3:1;5:1",-1.815
5392,3,13,12,"Draw(CW,L1)",1,-2.715,1.86381,200,1,"-6:5;-5:30;-4:46;-3:39;-2:23;-1:37;1:19;2:1",-1.095
5392,3,13,13,"Draw(CCW,L1)",1,-2.74,1.93969,200,1,"-6:4;-5:44;-4:39;-3:21;-2:35;-1:36;1:21",-1
5392,3,13,14,"Draw(CW,L2)",1,-3,1.76068,200,1,"-6:7;-5:37;-4:52;-3:29;-2:25;-1:39;1:11",-1
5392,3,13,15,"Draw(CCW,L2)",1,-2.895,1.77594,200,1,"-6:5;-5:35;-4:51;-3:30;-2:29;-1:36;1:14",-1
5392,3,13,16,"Draw(CW,L3)",1,-2.93,2.08209,200,1,"-6:9;-5:49;-4:44;-3:22;-2:19;-1:32;1:25",-1
5392,3,13,17,"Draw(CCW,L3)",1,-2.845,1.90813,200,1,"-6:4;-5:44;-4:47;-3:15;-2:37;-1:37;1:15;4:1",-1
5392,3,13,18,"Draw(CW,L4)",1,-2.64,2.02247,200,1,"-6:4;-5:44;-4:38;-3:21;-2:26;-1:42;1:25",-1
5392,3,13,19,"Draw(CCW,L4)",1,-2.79,2.04105,200,1,"-6:12;-5:43;-4:32;-3:24;-2:21;-1:49;1:18;2:1",-1
5392,3,13,20,"Draw(CW,L5)",1,-2.84,1.98857,200,1,"-6:8;-5:40;-4:48;-3:17;-2:31;-1:37;1:18;4:1",-1
5392,3,13,21,"Draw(CCW,L5)",1,-2.94,2.05825,200,1,"-6:9;-5:50;-4:41;-3:21;-2:26;-1:29;1:24",-1
5392,3,13,22,"Draw(CW,L6)",1,-2.805,1.969,200,1,"-6:7;-5:43;-4:43;-3:19;-2:25;-1:44;1:19",-1
5392,3,13,23,"Draw(CCW,L6)",1,-3.045,1.77002,200,1,"-6:7;-5:41;-4:50;-3:28;-2:26;-1:37;1:11",-1
5392,3,13,24,"Draw(CW,L7)",1,-2.845,1.89762,200,1,"-6:7;-5:37;-4:47;-3:26;-2:31;-1:33;1:19",-1
5392,3,13,25,"Draw(CCW,L7)",1,-2.79,1.80994,200,1,"-7:1;-6:10;-5:33;-4:34;-3:27;-2:32;-1:54;1:9",-1.1
5392,3,13,26,"PreGuard(CW,G3)",2,-3.27,1.79084,200,1,"-6:10;-5:49;-4:53;-3:23;-2:25;-1:29;1:11",-1
5392,3,13,27,"PreGuard(CCW,G3)",2,-2.88,1.89093,200,1,"-6:6;-5:44;-4:46;-3:13;-2:38;-1:37;1:16",-1
5392,3,13,28,"PreGuard(CW,G4)",2,-3.045,1.87962,200,1,"-6:6;-5:56;-4:38;-3:18;-2:31;-1:38;1:13",-1
