game_id,end,shot_num,candidate_idx,label,shot_type,q_ref_mean,q_ref_sd,n_rollouts,resampled,score_hist
7977,6,14,0,"Draw(CW,TEE)",1,-2.515,1.42119,200,1,-5:1;-4:87;-3:10;-2:20;-1:81;1:1
7977,6,14,1,"Draw(CCW,TEE)",1,-2.7,1.51658,200,1,-6:1;-5:12;-4:81;-3:12;-2:28;-1:62;1:4
7977,6,14,2,"Draw(CW,S0)",1,-3.12,1.39126,200,1,-7:1;-6:2;-5:2;-4:125;-3:9;-2:7;-1:54
7977,6,14,3,"Draw(CCW,S0)",1,-2.53,1.60907,200,1,-6:1;-5:7;-4:81;-3:18;-2:12;-1:72;1:9
7977,6,14,4,"Draw(CW,S2)",1,-3.13,1.30885,200,1,-7:1;-5:3;-4:120;-3:19;-2:10;-1:47
7977,6,14,5,"Draw(CCW,S2)",1,-3.295,1.228,200,1,-5:3;-4:141;-3:7;-2:10;-1:39
7977,6,14,6,"Draw(CW,S4)",1,-2.865,1.51881,200,1,-6:2;-5:5;-4:108;-3:9;-2:7;-1:66;1:3
7977,6,14,7,"Draw(CCW,S4)",1,-2.445,1.59905,200,1,-7:1;-5:7;-4:73;-3:17;-2:20;-1:73;1:9
7977,6,14,8,"Draw(CW,S6)",1,-3.125,1.35254,200,1,-6:1;-5:3;-4:129;-3:7;-2:7;-1:53
7977,6,14,9,"Draw(CCW,S6)",1,-2.99,1.22061,200,1,-5:5;-4:99;-3:16;-2:51;-1:28;1:1
7977,6,14,10,"Draw(CW,L0)",1,-3.275,1.24875,200,1,-6:2;-5:3;-4:132;-3:12;-2:13;-1:38
7977,6,14,11,"Draw(CCW,L0)",1,-3.33,1.36788,200,1,-6:3;-5:11;-4:126;-3:14;-2:7;-1:36;1:3
7977,6,14,12,"Draw(CW,L1)",1,-2.62,1.22703,200,1,-5:2;-4:56;-3:65;-2:22;-1:53;1:2
7977,6,14,13,"Draw(CCW,L1)",1,-3.185,1.32694,200,1,-5:7;-4:129;-3:6;-2:10;-1:48
7977,6,14,14,"Draw(CW,L2)",1,-3.275,1.25275,200,1,-6:1;-5:1;-4:140;-3:11;-2:4;-1:43
7977,6,14,15,"Draw(CCW,L2)",1,-3.28,1.24161,200,1,-5:5;-4:134;-3:14;-2:6;-1:41
7977,6,14,16,"Draw(CW,L3)",1,-3.085,1.34081,200,1,-5:2;-4:129;-3:7;-2:8;-1:54
7977,6,14,17,"Draw(CCW,L3)",1,-3.255,1.25299,200,1,-5:3;-4:138;-3:8;-2:9;-1:42
7977,6,14,18,"Draw(CW,L4)",1,-3.705,0.893294,200,1,-6:2;-5:3;-4:164;-3:11;-2:5;-1:15
7977,6,14,19,"Draw(CCW,L4)",1,-3.73,0.834925,200,1,-6:1;-4:176;-3:4;-2:5;-1:14
7977,6,14,20,"Draw(CW,L5)",1,-3.255,1.24899,200,1,-5:1;-4:142;-3:7;-2:7;-1:43
7977,6,14,21,"Draw(CCW,L5)",1,-3.36,1.20433,200,1,-6:3;-5:1;-4:138;-3:16;-2:7;-1:35
7977,6,14,22,"Draw(CW,L6)",1,-3.18,1.30675,200,1,-5:5;-4:129;-3:11;-2:7;-1:48
7977,6,14,23,"Draw(CCW,L6)",1,-3.195,1.2716,200,1,-5:3;-4:131;-3:13;-2:8;-1:45
7977,6,14,24,"Draw(CW,L7)",1,-3.225,1.27058,200,1,-5:2;-4:138;-3:8;-2:7;-1:45
7977,6,14,25,"Draw(CCW,L7)",1,-2.25,1.01858,200,1,-4:43;-3:6;-2:109;-1:42
7977,6,14,26,"PreGuard(CW,G3)",2,-3.215,1.31483,200,1,-6:1;-5:3;-4:135;-3:9;-2:3;-1:49
7977,6,14,27,"PreGuard(CCW,G3)",2,-3.265,1.27858,200,1,-6:1;-5:1;-4:143;-3:5;-2:5;-1:45
7977,6,14,28,"PreGuard(CW,G4)",2,-3.65,0.942072,200,1,-4:174;-3:4;-1:22
7977,6,14,29,"PreGuard(CCW,G4)",2,-3.585,1.02116,200,1,-4:171;-3:1;-2:2;-1:26
7977,6,14,30,"PreGuard(CW,G5)",2,-3.15,1.34815,200,1,-6:1;-5:5;-4:127;-3:8;-2:8;-1:51
7977,6,14,31,"PreGuard(CCW,G5)",2,-3.275,1.31885,200,1,-6:3;-5:2;-4:139;-3:5;-2:5;-1:46
7977,6,14,32,"Hit(CW,1,TOUCH)",3,-3.41,1.2377,200,1,-6:5;-5:2;-4:142;-3:5;-2:13;-1:33
7977,6,14,33,"Hit(CCW,1,TOUCH)",3,-3.81,1.18908,200,1,-6:1;-5:46;-4:117;-3:10;-2:4;-1:21;1:1
7977,6,14,34,"Hit(CW,1,WEAK)",3,-2.045,1.53394,200,1,-5:5;-4:40;-3:21;-2:73;-1:38;1:23
7977,6,14,35,"Hit(CCW,1,WEAK)",3,-2.625,1.5344,200,1,-5:15;-4:58;-3:43;-2:25;-1:49;1:10
7977,6,14,36,"Hit(CW,1,MIDDLE)",3,-2.385,1.53192,200,1,-5:8;-4:49;-3:45;-2:32;-1:56;1:9;5:1
7977,6,14,37,"Hit(CCW,1,MIDDLE)",3,-1.635,1.47369,200,1,-5:1;-4:17;-3:47;-2:37;-1:69;1:28;2:1
7977,6,14,38,"Hit(CW,1,STRONG)",3,-2.44,1.48876,200,1,-6:2;-5:8;-4:46;-3:46;-2:38;-1:49;1:11
7977,6,14,39,"Hit(CCW,1,STRONG)",3,-1.79,1.50197,200,1,-5:3;-4:22;-3:47;-2:37;-1:66;1:24;2:1
7977,6,14,40,"Freeze(CW,1)",4,-3.435,1.1295,200,1,-6:1;-5:1;-4:151;-3:8;-2:9;-1:30
7977,6,14,41,"Freeze(CCW,1)",4,-3.705,1.04306,200,1,-5:22;-4:143;-3:9;-2:6;-1:20
7977,6,14,42,"Hit(CW,3,TOUCH)",3,-3.26,1.30476,200,1,-6:3;-5:3;-4:133;-3:8;-2:10;-1:43
7977,6,14,43,"Hit(CCW,3,TOUCH)",3,-3.045,1.59153,200,1,-6:2;-5:26;-4:89;-3:12;-2:12;-1:55;1:4
7977,6,14,44,"Hit(CW,3,WEAK)",3,-2.43,1.75645,200,1,-7:2;-6:2;-5:22;-4:42;-3:20;-2:38;-1:60;1:14
7977,6,14,45,"Hit(CCW,3,WEAK)",3,-3.38,1.29445,200,1,-7:1;-6:2;-5:18;-4:94;-3:53;-2:12;-1:14;1:6
7977,6,14,46,"Hit(CW,3,MIDDLE)",3,-3.235,1.42119,200,1,-7:2;-6:3;-5:14;-4:88;-3:40;-2:32;-1:17;1:3;5:1
7977,6,14,47,"Hit(CCW,3,MIDDLE)",3,-2.305,1.60685,200,1,-5:10;-4:47;-3:46;-2:22;-1:58;1:17
7977,6,14,48,"Hit(CW,3,STRONG)",3,-3.36,1.38939,200,1,-7:5;-6:4;-5:15;-4:83;-3:51;-2:17;-1:22;1:3
7977,6,14,49,"Hit(CCW,3,STRONG)",3,-2.185,1.48687,200,1,-5:8;-4:31;-3:54;-2:35;-1:57;1:14;2:1
7977,6,14,50,"Freeze(CW,3)",4,-3.39,1.18655,200,1,-5:6;-4:144;-3:5;-2:12;-1:33
7977,6,14,51,"Freeze(CCW,3)",4,-2.9,1.48324,200,1,-7:2;-5:11;-4:91;-3:16;-2:23;-1:55;1:2
7977,6,14,52,"Hit(CW,5,TOUCH)",3,-2.98,1.40698,200,1,-6:1;-5:16;-4:90;-3:16;-2:25;-1:52
7977,6,14,53,"Hit(CCW,5,TOUCH)",3,-2.88,1.10254,200,1,-5:5;-4:56;-3:86;-2:18;-1:34;1:1
7977,6,14,54,"Hit(CW,5,WEAK)",3,-3.07,1.24302,200,1,-6:4;-5:7;-4:70;-3:71;-2:20;-1:26;1:1;3:1
7977,6,14,55,"Hit(CCW,5,WEAK)",3,-2.335,1.31255,200,1,-5:2;-4:41;-3:48;-2:59;-1:42;1:6;2:1;3:1
7977,6,14,56,"Hit(CW,5,MIDDLE)",3,-1.965,1.02165,200,1,-4:6;-3:53;-2:89;-1:42;1:10
7977,6,14,57,"Hit(CCW,5,MIDDLE)",3,-3.16,1.22654,200,1,-6:5;-5:11;-4:78;-3:48;-2:35;-1:22;1:1
7977,6,14,58,"Hit(CW,5,STRONG)",3,-1.94,1.23142,200,1,-5:1;-4:18;-3:44;-2:70;-1:53;1:14
7977,6,14,59,"Hit(CCW,5,STRONG)",3,-3.17,1.3788,200,1,-7:2;-6:5;-5:9;-4:82;-3:46;-2:35;-1:15;1:6
7977,6,14,60,"Freeze(CW,5)",4,-3.115,1.30835,200,1,-5:7;-4:116;-3:11;-2:29;-1:35;1:2
7977,6,14,61,"Freeze(CCW,5)",4,-3.1,1.30384,200,1,-6:1;-5:4;-4:110;-3:31;-2:11;-1:41;1:2
7977,6,14,62,"Hit(CW,7,TOUCH)",3,-3.315,1.21481,200,1,-5:3;-4:141;-3:8;-2:14;-1:33;1:1
7977,6,14,63,"Hit(CCW,7,TOUCH)",3,-3.635,0.965285,200,1,-6:1;-5:4;-4:159;-3:13;-2:3;-1:20
7977,6,14,64,"Hit(CW,7,WEAK)",3,-2.4,1.55563,200,1,-7:1;-5:4;-4:61;-3:31;-2:43;-1:45;1:15
7977,6,14,65,"Hit(CCW,7,WEAK)",3,-2.385,1.52865,200,1,-5:12;-4:48;-3:26;-2:62;-1:38;1:13;2:1
7977,6,14,66,"Hit(CW,7,MIDDLE)",3,-2.315,1.58927,200,1,-6:1;-5:12;-4:38;-3:44;-2:43;-1:45;1:16;2:1
7977,6,14,67,"Hit(CCW,7,MIDDLE)",3,-2.275,1.51637,200,1,-5:4;-4:41;-3:61;-2:32;-1:43;1:19
7977,6,14,68,"Hit(CW,7,STRONG)",3,-2.07,1.46462,200,1,-5:6;-4:34;-3:36;-2:48;-1:60;1:16
7977,6,14,69,"Hit(CCW,7,STRONG)",3,-2.335,1.45009,200,1,-6:1;-5:3;-4:37;-3:71;-2:27;-1:46;1:15
7977,6,14,70,"Freeze(CW,7)",4,-3.415,1.14576,200,1,-6:1;-5:3;-4:144;-3:10;-2:16;-1:25;1:1
7977,6,14,71,"Freeze(CCW,7)",4,-3.535,1.07646,200,1,-6:1;-5:5;-4:152;-3:9;-2:8;-1:25
7977,6,14,72,"Hit(CW,9,TOUCH)",3,-2.335,1.49759,200,1,-5:4;-4:76;-3:8;-2:13;-1:96;1:3
7977,6,14,73,"Hit(CCW,9,TOUCH)",3,-2.575,1.55704,200,1,-7:1;-6:1;-5:8;-4:77;-3:14;-2:23;-1:71;1:5
7977,6,14,74,"Hit(CW,9,WEAK)",3,-3.045,1.48087,200,1,-7:1;-6:4;-5:17;-4:70;-3:48;-2:21;-1:33;1:6
7977,6,14,75,"Hit(CCW,9,WEAK)",3,-3.92,1.17201,200,1,-7:2;-6:15;-5:29;-4:104;-3:32;-2:5;-1:13
7977,6,14,76,"Hit(CW,9,MIDDLE)",3,-3.695,1.59122,200,1,-7:9;-6:13;-5:24;-4:84;-3:37;-2:6;-1:23;1:4
7977,6,14,77,"Hit(CCW,9,MIDDLE)",3,-2.485,1.53616,200,1,-6:1;-5:15;-4:42;-3:49;-2:30;-1:52;1:11
7977,6,14,78,"Hit(CW,9,STRONG)",3,-3.74,1.43611,200,1,-7:5;-6:11;-5:29;-4:88;-3:45;-2:3;-1:14;1:5
7977,6,14,79,"Hit(CCW,9,STRONG)",3,-2.485,1.4628,200,1,-6:1;-5:8;-4:45;-3:57;-2:35;-1:42;1:12
7977,6,14,80,"Freeze(CW,9)",4,-2.545,1.33715,200,1,-5:1;-4:82;-3:11;-2:37;-1:69
7977,6,14,81,"Freeze(CCW,9)",4,-3.04,1.37782,200,1,-6:3;-5:7;-4:103;-3:15;-2:30;-1:40;1:2
7977,6,14,82,"Hit(CW,11,TOUCH)",3,-3.775,0.997184,200,1,-6:3;-5:14;-4:156;-3:7;-2:4;-1:15;1:1
7977,6,14,83,"Hit(CCW,11,TOUCH)",3,-3.485,1.1224,200,1,-5:4;-4:152;-3:12;-2:3;-1:28;1:1
7977,6,14,84,"Hit(CW,11,WEAK)",3,-2.83,1.69443,200,1,-7:1;-6:3;-5:34;-4:44;-3:40;-2:9;-1:63;1:6
7977,6,14,85,"Hit(CCW,11,WEAK)",3,-3.43,1.49168,200,1,-8:2;-6:8;-5:22;-4:96;-3:22;-2:16;-1:32;1:2
7977,6,14,86,"Hit(CW,11,MIDDLE)",3,-3.095,1.56396,200,1,-7:2;-6:4;-5:15;-4:81;-3:44;-2:14;-1:31;1:9
7977,6,14,87,"Hit(CCW,11,MIDDLE)",3,-2.69,1.7216,200,1,-7:1;-6:6;-5:26;-4:30;-3:56;-2:20;-1:49;1:12
7977,6,14,88,"Hit(CW,11,STRONG)",3,-3.185,1.60959,200,1,-7:3;-6:8;-5:23;-4:63;-3:45;-2:22;-1:29;1:7
7977,6,14,89,"Hit(CCW,11,STRONG)",3,-2.69,1.89576,200,1,-7:1;-6:7;-5:22;-4:52;-3:40;-2:15;-1:42;1:21
7977,6,14,90,"Freeze(CW,11)",4,-3.63,1.00155,200,1,-5:7;-4:161;-3:4;-2:7;-1:21
7977,6,14,91,"Freeze(CCW,11)",4,-3.55,1.06184,200,1,-5:6;-4:153;-3:10;-2:9;-1:21;1:1
7977,6,14,92,"Hit(CW,13,TOUCH)",3,-3.735,0.809182,200,1,-6:1;-5:2;-4:170;-3:8;-2:8;-1:11
7977,6,14,93,"Hit(CCW,13,TOUCH)",3,-3.71,0.863655,200,1,-5:5;-4:167;-3:7;-2:7;-1:14
7977,6,14,94,"Hit(CW,13,WEAK)",3,-3.42,1.55035,200,1,-7:3;-6:7;-5:33;-4:77;-3:31;-2:12;-1:34;1:3
7977,6,14,95,"Hit(CCW,13,WEAK)",3,-3.14,1.64633,200,1,-7:3;-6:7;-5:27;-4:60;-3:43;-2:11;-1:44;1:5
7977,6,14,96,"Hit(CW,13,MIDDLE)",3,-2.575,1.77042,200,1,-7:1;-6:8;-5:24;-4:34;-3:36;-2:17;-1:71;1:9
7977,6,14,97,"Hit(CCW,13,MIDDLE)",3,-3.835,1.26798,200,1,-7:4;-6:9;-5:37;-4:91;-3:36;-2:5;-1:18
7977,6,14,98,"Hit(CW,13,STRONG)",3,-2.785,1.93359,200,1,-7:6;-6:7;-5:27;-4:35;-3:42;-2:19;-1:49;1:15
7977,6,14,99,"Hit(CCW,13,STRONG)",3,-3.79,1.62969,200,1,-8:1;-7:5;-6:18;-5:36;-4:75;-3:30;-2:14;-1:15;1:6
7977,6,14,100,"Freeze(CW,13)",4,-3.705,1.02371,200,1,-6:3;-5:11;-4:154;-3:8;-2:4;-1:20
7977,6,14,101,"Freeze(CCW,13)",4,-3.63,0.986458,200,1,-6:2;-5:5;-4:154;-3:14;-2:6;-1:19
7977,6,14,102,"PostGuard(CW,0,0)",7,-3.63,0.991514,200,1,-5:9;-4:155;-3:8;-2:9;-1:19
7977,6,14,103,"PostGuard(CCW,0,0)",7,-3.525,1.03893,200,1,-5:3;-4:156;-3:7;-2:11;-1:23
7977,6,14,104,"PostGuard(CW,0,1)",7,-3.435,1.18143,200,1,-6:2;-5:2;-4:151;-3:4;-2:8;-1:33
7977,6,14,105,"PostGuard(CCW,0,1)",7,-3.775,0.757875,200,1,-5:1;-4:180;-3:4;-2:3;-1:12
7977,6,14,106,"PostGuard(CW,0,2)",7,-3.455,1.12159,200,1,-6:1;-5:2;-4:150;-3:11;-2:6;-1:30
7977,6,14,107,"PostGuard(CCW,0,2)",7,-3.34,1.19348,200,1,-4:151;-3:3;-2:9;-1:37
7977,6,14,108,"PostGuard(CW,2,0)",7,-3.335,1.29722,200,1,-6:3;-5:10;-4:126;-3:12;-2:10;-1:39
7977,6,14,109,"PostGuard(CCW,2,0)",7,-3.475,1.11327,200,1,-5:3;-4:155;-3:6;-2:6;-1:30
7977,6,14,110,"PostGuard(CW,2,1)",7,-3.155,1.32324,200,1,-6:1;-5:4;-4:126;-3:12;-2:8;-1:49
7977,6,14,111,"PostGuard(CCW,2,1)",7,-3.17,1.35687,200,1,-6:3;-5:3;-4:127;-3:9;-2:8;-1:50
7977,6,14,112,"PostGuard(CW,2,2)",7,-3.205,1.33902,200,1,-6:2;-5:1;-4:138;-3:5;-2:3;-1:51
7977,6,14,113,"PostGuard(CCW,2,2)",7,-3.07,1.36934,200,1,-6:1;-5:3;-4:124;-3:9;-2:7;-1:56
7977,6,14,114,"PostGuard(CW,4,0)",7,-3.605,1.04832,200,1,-6:3;-5:4;-4:155;-3:9;-2:7;-1:22
7977,6,14,115,"PostGuard(CCW,4,0)",7,-3.645,1.00944,200,1,-6:1;-5:6;-4:161;-3:8;-2:1;-1:23
7977,6,14,116,"PostGuard(CW,4,1)",7,-3.475,1.14864,200,1,-6:1;-5:4;-4:152;-3:7;-2:4;-1:32
7977,6,14,117,"PostGuard(CCW,4,1)",7,-3.54,1.06226,200,1,-5:2;-4:162;-3:6;-2:2;-1:28
7977,6,14,118,"PostGuard(CW,4,2)",7,-3.35,1.17792,200,1,-6:1;-5:2;-4:141;-3:11;-2:12;-1:33
7977,6,14,119,"PostGuard(CCW,4,2)",7,-3.475,1.09972,200,1,-6:1;-5:3;-4:150;-3:8;-2:12;-1:26
7977,6,14,120,"PostGuard(CW,6,0)",7,-3.595,1.05403,200,1,-6:2;-5:9;-4:146;-3:13;-2:9;-1:21
7977,6,14,121,"PostGuard(CCW,6,0)",7,-3.355,1.26451,200,1,-6:2;-5:7;-4:136;-3:9;-2:7;-1:39
7977,6,14,122,"PostGuard(CW,6,1)",7,-3.755,0.784203,200,1,-4:181;-3:2;-2:4;-1:13
7977,6,14,123,"PostGuard(CCW,6,1)",7,-3.755,0.777801,200,1,-5:2;-4:175;-3:7;-2:4;-1:12
7977,6,14,124,"PostGuard(CW,6,2)",7,-3.785,0.754172,200,1,-5:3;-4:176;-3:8;-2:1;-1:12
7977,6,14,125,"PostGuard(CCW,6,2)",7,-3.735,0.845444,200,1,-5:3;-4:175;-3:3;-2:4;-1:15
7977,6,14,126,"PostGuard(CW,8,0)",7,-3.57,1.00255,200,1,-5:2;-4:161;-3:9;-2:5;-1:23
7977,6,14,127,"PostGuard(CCW,8,0)",7,-3.635,1.03042,200,1,-6:1;-5:6;-4:162;-3:5;-2:2;-1:24
7977,6,14,128,"PostGuard(CW,8,1)",7,-3.525,1.06742,200,1,-6:2;-5:2;-4:152;-3:11;-2:9;-1:24
7977,6,14,129,"PostGuard(CCW,8,1)",7,-3.58,0.986712,200,1,-5:1;-4:164;-3:7;-2:6;-1:22
7977,6,14,130,"PostGuard(CW,8,2)",7,-3.535,1.07646,200,1,-6:1;-5:5;-4:152;-3:9;-2:8;-1:25
7977,6,14,131,"PostGuard(CCW,8,2)",7,-3.55,1.08972,200,1,-6:2;-5:4;-4:154;-3:8;-2:6;-1:26
7977,6,14,132,"PostGuard(CW,10,0)",7,-3.06,1.33282,200,1,-4:130;-3:6;-2:10;-1:54
7977,6,14,133,"PostGuard(CCW,10,0)",7,-3.355,1.24055,200,1,-6:2;-4:149;-3:6;-2:2;-1:41
7977,6,14,134,"PostGuard(CW,10,1)",7,-3.105,1.33191,200,1,-6:1;-5:2;-4:127;-3:7;-2:13;-1:50
7977,6,14,135,"PostGuard(CCW,10,1)",7,-3.205,1.2973,200,1,-6:3;-5:1;-4:127;-3:17;-2:7;-1:45
7977,6,14,136,"PostGuard(CW,10,2)",7,-3.46,1.19097,200,1,-6:3;-5:6;-4:141;-3:12;-2:6;-1:32
7977,6,14,137,"PostGuard(CCW,10,2)",7,-3.405,1.17089,200,1,-5:4;-4:148;-3:7;-2:7;-1:34
7977,6,14,138,"PostGuard(CW,12,0)",7,-3.26,1.29707,200,1,-6:3;-5:2;-4:135;-3:6;-2:12;-1:42
7977,6,14,139,"PostGuard(CCW,12,0)",7,-3.23,1.29503,200,1,-6:1;-5:4;-4:133;-3:9;-2:8;-1:45
7977,6,14,140,"PostGuard(CW,12,1)",7,-3.52,1.11786,200,1,-6:3;-5:4;-4:147;-3:13;-2:6;-1:27
7977,6,14,141,"PostGuard(CCW,12,1)",7,-3.415,1.2541,200,1,-6:3;-5:6;-4:143;-3:4;-2:7;-1:37
7977,6,14,142,"PostGuard(CW,12,2)",7,-3.485,1.0999,200,1,-6:1;-5:3;-4:150;-3:12;-2:6;-1:28
7977,6,14,143,"PostGuard(CCW,12,2)",7,-3.53,1.04838,200,1,-5:2;-4:159;-3:8;-2:5;-1:26
7977,6,14,144,Pass,0,-3.205,1.33153,200,1,-5:7;-4:131;-3:8;-2:4;-1:50
3926,6,11,0,"Draw(CW,TEE)",1,-0.95,1.61478,200,1,-5:1;-4:3;-3:14;-2:52;-1:96;1:17;2:6;3:8;5:2;6:1
3926,6,11,1,"Draw(CCW,TEE)",1,-1.235,1.46962,200,1,-6:1;-5:2;-4:7;-3:10;-2:67;-1:84;1:20;2:5;3:1;4:3
3926,6,11,2,"Draw(CW,S0)",1,-1.06,1.66024,200,1,-5:1;-4:9;-3:19;-2:40;-1:97;1:23;2:1;3:5;4:2;5:3
3926,6,11,3,"Draw(CCW,S0)",1,-0.915,1.51914,200,1,-4:5;-3:12;-2:62;-1:72;1:34;2:11;3:3;4:1
3926,6,11,4,"Draw(CW,S2)",1,-0.805,1.48895,200,1,-4:3;-3:14;-2:43;-1:92;1:33;2:8;3:6;4:1
3926,6,11,5,"Draw(CCW,S2)",1,-0.895,1.46764,200,1,-5:2;-4:1;-3:11;-2:48;-1:100;1:20;2:11;3:6;4:1
3926,6,11,6,"Draw(CW,S4)",1,-1.28,1.48378,200,1,-5:4;-4:7;-3:19;-2:49;-1:95;1:17;2:5;3:1;4:3
3926,6,11,7,"Draw(CCW,S4)",1,-1.235,1.77476,200,1,-6:1;-5:4;-4:10;-3:15;-2:60;-1:79;1:16;2:6;3:4;4:3;5:1;6:1
3926,6,11,8,"Draw(CW,S6)",1,-0.99,1.47983,200,1,-5:2;-4:1;-3:17;-2:44;-1:102;1:21;2:7;3:4;4:1;6:1
3926,6,11,9,"Draw(CCW,S6)",1,-0.675,1.67313,200,1,-6:1;-5:1;-4:2;-3:7;-2:42;-1:101;1:21;2:11;3:9;4:5
3926,6,11,10,"Draw(CW,L0)",1,-0.93,1.81524,200,1,-5:3;-4:9;-3:14;-2:47;-1:81;1:27;2:10;3:5;4:2;5:1;7:1
3926,6,11,11,"Draw(CCW,L0)",1,-0.94,1.83205,200,1,-4:10;-3:18;-2:61;-1:60;1:32;2:9;3:5;4:3;5:1;6:1
3926,6,11,12,"Draw(CW,L1)",1,-0.865,1.62996,200,1,-5:1;-4:4;-3:16;-2:47;-1:87;1:25;2:11;3:7;4:1;5:1
3926,6,11,13,"Draw(CCW,L1)",1,-1.28,1.6005,200,1,-7:1;-6:1;-5:2;-4:7;-3:18;-2:53;-1:92;1:16;2:5;3:1;4:2;5:2
3926,6,11,14,"Draw(CW,L2)",1,-1.07,1.38748,200,1,-4:6;-3:8;-2:52;-1:110;1:12;2:4;3:4;4:4
3926,6,11,15,"Draw(CCW,L2)",1,-0.905,1.59874,200,1,-5:1;-4:8;-3:9;-2:39;-1:107;1:19;2:7;3:7;4:2;6:1
3926,6,11,16,"Draw(CW,L3)",1,-1.09,1.43941,200,1,-5:2;-4:6;-3:13;-2:46;-1:102;1:19;2:8;3:3;5:1
3926,6,11,17,"Draw(CCW,L3)",1,-1.2,1.42478,200,1,-5:2;-4:6;-3:17;-2:49;-1:101;1:12;2:9;3:2;4:2
3926,6,11,18,"Draw(CW,L4)",1,-0.985,1.44733,200,1,-7:1;-6:1;-4:4;-3:13;-2:31;-1:118;1:19;2:9;3:2;4:2
3926,6,11,19,"Draw(CCW,L4)",1,-0.865,1.60523,200,1,-6:1;-5:1;-4:2;-3:17;-2:36;-1:104;1:18;2:10;3:9;4:2
3926,6,11,20,"Draw(CW,L5)",1,-1.14,1.50346,200,1,-7:1;-6:1;-5:1;-4:4;-3:14;-2:45;-1:109;1:13;2:6;3:4;5:2
3926,6,11,21,"Draw(CCW,L5)",1,-1.035,1.58233,200,1,-5:3;-4:5;-3:15;-2:45;-1:97;1:22;2:6;3:4;4:1;5:2
3926,6,11,22,"Draw(CW,L6)",1,-1.02,1.60922,200,1,-6:1;-5:2;-4:3;-3:12;-2:49;-1:104;1:13;2:7;3:4;4:2;5:3
3926,6,11,23,"Draw(CCW,L6)",1,-0.85,1.69337,200,1,-5:1;-4:4;-3:12;-2:49;-1:95;1:19;2:8;3:6;4:4;5:1;6:1
3926,6,11,24,"Draw(CW,L7)",1,-1.12,1.41266,200,1,-6:2;-4:1;-3:18;-2:51;-1:99;1:17;2:7;3:4;4:1
3926,6,11,25,"Draw(CCW,L7)",1,-0.71,1.46147,200,1,-5:1;-4:2;-3:10;-2:38;-1:98;1:31;2:16;3:4
3926,6,11,26,"PreGuard(CW,G3)",2,-0.77,1.54178,200,1,-4:5;-3:13;-2:31;-1:108;1:23;2:9;3:10;4:1
3926,6,11,27,"PreGuard(CCW,G3)",2,-1.08,1.52761,200,1,-6:1;-5:1;-4:5;-3:14;-2:48;-1:102;1:14;2:8;3:4;4:2;5:1
3926,6,11,28,"PreGuard(CW,G4)",2,-1.095,1.18995,200,1,-5:2;-4:2;-3:8;-2:40;-1:129;1:13;2:2;3:2;4:1;5:1
3926,6,11,29,"PreGuard(CCW,G4)",2,-1.2,1.18322,200,1,-4:6;-3:15;-2:41;-1:118;1:14;2:4;3:1;4:1
3926,6,11,30,"PreGuard(CW,G5)",2,-0.9,1.64621,200,1,-7:1;-6:1;-5:1;-4:1;-3:15;-2:48;-1:89;1:26;2:12;3:4;4:1;6:1
3926,6,11,31,"PreGuard(CCW,G5)",2,-1.065,1.44595,200,1,-6:1;-5:1;-4:6;-3:9;-2:51;-1:100;1:19;2:8;3:4;4:1
3926,6,11,32,"Hit(CW,0,TOUCH)",3,-1.225,1.62308,200,1,-5:1;-4:8;-3:23;-2:72;-1:57;1:22;2:12;3:4;4:1
3926,6,11,33,"Hit(CCW,0,TOUCH)",3,-1.115,1.55621,200,1,-5:2;-4:5;-3:16;-2:66;-1:72;1:28;2:5;3:3;4:3
3926,6,11,34,"Hit(CW,0,WEAK)",3,-0.81,2.00846,200,1,-6:3;-5:4;-4:11;-3:20;-2:28;-1:67;1:40;2:19;3:7;4:1
3926,6,11,35,"Hit(CCW,0,WEAK)",3,-0.595,1.94961,200,1,-7:1;-6:1;-5:2;-4:4;-3:12;-2:42;-1:75;1:33;2:16;3:7;4:6;5:1
3926,6,11,36,"Hit(CW,0,MIDDLE)",3,0.245,1.87483,200,1,-5:2;-4:2;-3:5;-2:20;-1:66;1:54;2:28;3:16;4:6;6:1
3926,6,11,37,"Hit(CCW,0,MIDDLE)",3,-1.43,2.04086,200,1,-7:1;-6:6;-5:7;-4:15;-3:28;-2:44;-1:43;1:46;2:9;3:1
3926,6,11,38,"Hit(CW,0,STRONG)",3,0.12,1.94566,200,1,-5:1;-4:2;-3:6;-2:28;-1:70;1:42;2:29;3:10;4:9;5:3
3926,6,11,39,"Hit(CCW,0,STRONG)",3,-1.615,2.01166,200,1,-7:1;-6:2;-5:13;-4:21;-3:30;-2:43;-1:37;0:1;1:46;2:6
3926,6,11,40,"Freeze(CW,0)",4,-1.12,1.60487,200,1,-5:1;-4:11;-3:13;-2:60;-1:77;1:24;2:8;3:3;4:3
3926,6,11,41,"Freeze(CCW,0)",4,-0.875,1.73763,200,1,-4:3;-3:13;-2:74;-1:63;1:27;2:8;3:8;4:1;5:2;6:1
3926,6,11,42,"Hit(CW,2,TOUCH)",3,-1.21,1.41276,200,1,-4:3;-3:23;-2:58;-1:91;1:14;2:4;3:4;4:3
3926,6,11,43,"Hit(CCW,2,TOUCH)",3,-0.335,1.74149,200,1,-5:1;-4:1;-3:12;-2:27;-1:91;1:32;2:22;3:9;4:5
