game_id,end,shot_num,candidate_idx,label,shot_type,q_ref_mean,q_ref_sd,n_rollouts,resampled,score_hist
8452,5,15,93,"Hit(CCW,12,MIDDLE)",3,-1.465,1.0192,200,1,-3:4;-2:132;-1:42;1:19;2:3
8452,5,15,94,"Hit(CW,12,STRONG)",3,0.3,1.26095,200,1,-3:2;-2:40;-1:6;1:152
8452,5,15,95,"Hit(CCW,12,STRONG)",3,-1.48,0.921737,200,1,-3:3;-2:128;-1:50;1:19
8452,5,15,96,"Peel(CW,12)",5,-0.92,1.3688,200,1,-3:7;-2:96;-1:34;1:63
8452,5,15,97,"Peel(CCW,12)",5,-1.51,0.969484,200,1,-3:3;-2:140;-1:35;1:22
8452,5,15,98,"PostGuard(CW,1,0)",7,1.01,0.0994987,200,1,1:198;2:2
8452,5,15,99,"PostGuard(CCW,1,0)",7,1,0,200,1,1:200
8452,5,15,100,"PostGuard(CW,1,1)",7,1,0,200,1,1:200
8452,5,15,101,"PostGuard(CCW,1,1)",7,1,0,200,1,1:200
8452,5,15,102,"PostGuard(CW,1,2)",7,1,0,200,1,1:200
8452,5,15,103,"PostGuard(CCW,1,2)",7,1,0,200,1,1:200
8452,5,15,104,"PostGuard(CW,3,0)",7,1,0,200,1,1:200
8452,5,15,105,"PostGuard(CCW,3,0)",7,1,0,200,1,1:200
8452,5,15,106,"PostGuard(CW,3,1)",7,1,0,200,1,1:200
8452,5,15,107,"PostGuard(CCW,3,1)",7,1,0,200,1,1:200
8452,5,15,108,"PostGuard(CW,3,2)",7,1,0,200,1,1:200
8452,5,15,109,"PostGuard(CCW,3,2)",7,1,0,200,1,1:200
8452,5,15,110,"PostGuard(CW,5,0)",7,1,0,200,1,1:200
8452,5,15,111,"PostGuard(CCW,5,0)",7,1,0,200,1,1:200
8452,5,15,112,"PostGuard(CW,5,1)",7,1,0,200,1,1:200
8452,5,15,113,"PostGuard(CCW,5,1)",7,1,0,200,1,1:200
8452,5,15,114,"PostGuard(CW,5,2)",7,1,0,200,1,1:200
8452,5,15,115,"PostGuard(CCW,5,2)",7,1,0,200,1,1:200
8452,5,15,116,"PostGuard(CW,7,0)",7,1,0,200,1,1:200
8452,5,15,117,"PostGuard(CCW,7,0)",7,1,0,200,1,1:200
8452,5,15,118,"PostGuard(CW,7,1)",7,1,0,200,1,1:200
8452,5,15,119,"PostGuard(CCW,7,1)",7,1,0,200,1,1:200
8452,5,15,120,"PostGuard(CW,7,2)",7,1,0,200,1,1:200
8452,5,15,121,"PostGuard(CCW,7,2)",7,1,0,200,1,1:200
8452,5,15,122,"PostGuard(CW,9,0)",7,1,0,200,1,1:200
8452,5,15,123,"PostGuard(CCW,9,0)",7,1,0,200,1,1:200
8452,5,15,124,"PostGuard(CW,9,1)",7,1,0,200,1,1:200
8452,5,15,125,"PostGuard(CCW,9,1)",7,1,0,200,1,1:200
8452,5,15,126,"PostGuard(CW,9,2)",7,1,0,200,1,1:200
8452,5,15,127,"PostGuard(CCW,9,2)",7,1,0,200,1,1:200
8452,5,15,128,"PostGuard(CW,11,0)",7,1,0,200,1,1:200
8452,5,15,129,"PostGuard(CCW,11,0)",7,1,0,200,1,1:200
8452,5,15,130,"PostGuard(CW,11,1)",7,1,0,200,1,1:200
8452,5,15,131,"PostGuard(CCW,11,1)",7,1,0,200,1,1:200
8452,5,15,132,"PostGuard(CW,11,2)",7,1,0,200,1,1:200
8452,5,15,133,"PostGuard(CCW,11,2)",7,1,0,200,1,1:200
8452,5,15,134,"PostGuard(CW,13,0)",7,1,0,200,1,1:200
8452,5,15,135,"PostGuard(CCW,13,0)",7,1,0,200,1,1:200
8452,5,15,136,"PostGuard(CW,13,1)",7,1,0,200,1,1:200
8452,5,15,137,"PostGuard(CCW,13,1)",7,1,0,200,1,1:200
8452,5,15,138,"PostGuard(CW,13,2)",7,1,0,200,1,1:200
8452,5,15,139,"PostGuard(CCW,13,2)",7,1,0,200,1,1:200
8452,5,15,140,"PostGuard(CW,15,0)",7,1,0,200,1,1:200
8452,5,15,141,"PostGuard(CCW,15,0)",7,1,0,200,1,1:200
8452,5,15,142,"PostGuard(CW,15,1)",7,1,0,200,1,1:200
8452,5,15,143,"PostGuard(CCW,15,1)",7,1,0,200,1,1:200
8452,5,15,144,"PostGuard(CW,15,2)",7,1,0,200,1,1:200
8452,5,15,145,"PostGuard(CCW,15,2)",7,1,0,200,1,1:200
8452,5,15,146,"ComeAround(CW,12,0)",6,1,0,200,1,1:200
8452,5,15,147,"ComeAround(CCW,12,0)",6,1,0,200,1,1:200
8452,5,15,148,"ComeAround(CW,12,1)",6,1.265,0.441333,200,1,1:147;2:53
8452,5,15,149,"ComeAround(CCW,12,1)",6,1,0,200,1,1:200
8452,5,15,150,"ComeAround(CW,12,2)",6,1.36,0.48,200,1,1:128;2:72
8452,5,15,151,"ComeAround(CCW,12,2)",6,1,0,200,1,1:200
8452,5,15,152,Pass,0,1,0,200,1,1:200
1028,6,15,0,"Draw(CW,TEE)",1,0.77,0.668655,200,1,-3:1;-1:21;1:178
1028,6,15,1,"Draw(CCW,TEE)",1,1,0,200,1,1:200
1028,6,15,2,"Draw(CW,S0)",1,-0.045,1.41879,200,1,-4:6;-3:13;-2:3;-1:59;1:119
1028,6,15,3,"Draw(CCW,S0)",1,1,0,200,1,1:200
1028,6,15,4,"Draw(CW,S2)",1,1,0,200,1,1:200
1028,6,15,5,"Draw(CCW,S2)",1,1,0,200,1,1:200
1028,6,15,6,"Draw(CW,S4)",1,0.53,0.979337,200,1,-3:6;-1:35;1:159
1028,6,15,7,"Draw(CCW,S4)",1,1,0,200,1,1:200
1028,6,15,8,"Draw(CW,S6)",1,0.64,0.768375,200,1,-1:36;1:164
1028,6,15,9,"Draw(CCW,S6)",1,0.65,1.12583,200,1,-4:6;-3:6;-1:8;1:180
1028,6,15,10,"Draw(CW,L0)",1,-2.36,1.75511,200,1,-4:85;-3:21;-2:29;-1:38;1:27
1028,6,15,11,"Draw(CCW,L0)",1,1,0,200,1,1:200
1028,6,15,12,"Draw(CW,L1)",1,1,0,200,1,1:200
1028,6,15,13,"Draw(CCW,L1)",1,1,0,200,1,1:200
1028,6,15,14,"Draw(CW,L2)",1,1,0,200,1,1:200
1028,6,15,15,"Draw(CCW,L2)",1,1,0,200,1,1:200
1028,6,15,16,"Draw(CW,L3)",1,1,0,200,1,1:200
1028,6,15,17,"Draw(CCW,L3)",1,1,0,200,1,1:200
1028,6,15,18,"Draw(CW,L4)",1,1,0,200,1,1:200
1028,6,15,19,"Draw(CCW,L4)",1,1,0,200,1,1:200
1028,6,15,20,"Draw(CW,L5)",1,1,0,200,1,1:200
1028,6,15,21,"Draw(CCW,L5)",1,1,0,200,1,1:200
1028,6,15,22,"Draw(CW,L6)",1,1,0,200,1,1:200
1028,6,15,23,"Draw(CCW,L6)",1,1,0,200,1,1:200
1028,6,15,24,"Draw(CW,L7)",1,1,0,200,1,1:200
1028,6,15,25,"Draw(CCW,L7)",1,0.875,0.706665,200,1,-4:3;-3:1;-1:3;1:193
1028,6,15,26,"PreGuard(CW,G3)",2,1,0,200,1,1:200
1028,6,15,27,"PreGuard(CCW,G3)",2,1,0,200,1,1:200
1028,6,15,28,"PreGuard(CW,G4)",2,1,0,200,1,1:200
1028,6,15,29,"PreGuard(CCW,G4)",2,1,0,200,1,1:200
1028,6,15,30,"PreGuard(CW,G5)",2,1,0,200,1,1:200
1028,6,15,31,"PreGuard(CCW,G5)",2,1,0,200,1,1:200
1028,6,15,32,"Hit(CW,0,TOUCH)",3,-0.15,1.47902,200,1,-4:8;-3:13;-2:6;-1:60;1:113
1028,6,15,33,"Hit(CCW,0,TOUCH)",3,1,0,200,1,1:200
1028,6,15,34,"Hit(CW,0,WEAK)",3,-1.045,1.45016,200,1,-5:5;-4:17;-3:8;-1:131;1:39
1028,6,15,35,"Hit(CCW,0,WEAK)",3,-0.725,1.91033,200,1,-4:37;-3:10;-1:60;1:93
1028,6,15,36,"Hit(CW,0,MIDDLE)",3,-2.115,2.28293,200,1,-5:19;-4:73;-3:21;-2:6;-1:21;1:60
1028,6,15,37,"Hit(CCW,0,MIDDLE)",3,-3.49,1.28448,200,1,-6:5;-5:20;-4:99;-3:48;-2:14;-1:7;1:7
1028,6,15,38,"Hit(CW,0,STRONG)",3,-2.465,2.20426,200,1,-5:27;-4:80;-3:14;-2:9;-1:24;1:46
1028,6,15,39,"Hit(CCW,0,STRONG)",3,-3.555,1.1777,200,1,-6:4;-5:23;-4:98;-3:49;-2:17;-1:4;1:5
1028,6,15,40,"Freeze(CW,0)",4,0.31,1.18486,200,1,-4:2;-3:8;-2:2;-1:45;1:143
1028,6,15,41,"Freeze(CCW,0)",4,1,0,200,1,1:200
1028,6,15,42,"Hit(CW,2,TOUCH)",3,-2.13,1.60097,200,1,-4:53;-3:52;-2:3;-1:72;1:20
1028,6,15,43,"Hit(CCW,2,TOUCH)",3,1,0,200,1,1:200
1028,6,15,44,"Hit(CW,2,WEAK)",3,-3.86,1.44928,200,1,-6:19;-5:42;-4:97;-3:9;-1:33
1028,6,15,45,"Hit(CCW,2,WEAK)",3,-1.22,2.38361,200,1,-5:19;-4:44;-3:14;-2:2;-1:24;1:97
1028,6,15,46,"Hit(CW,2,MIDDLE)",3,-2.83,1.89766,200,1,-5:5;-4:119;-3:26;-2:3;-1:14;1:33
1028,6,15,47,"Hit(CCW,2,MIDDLE)",3,-3.315,0.718175,200,1,-6:2;-5:18;-4:27;-3:147;-2:6
1028,6,15,48,"Hit(CW,2,STRONG)",3,-2.99,1.69997,200,1,-5:4;-4:126;-3:18;-2:12;-1:18;1:22
1028,6,15,49,"Hit(CCW,2,STRONG)",3,-3.235,0.685401,200,1,-6:2;-5:16;-4:16;-3:159;-2:7
1028,6,15,50,"Freeze(CW,2)",4,-0.765,1.59993,200,1,-4:11;-3:30;-2:8;-1:77;1:74
1028,6,15,51,"Freeze(CCW,2)",4,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,52,"Hit(CW,4,TOUCH)",3,0.875,0.706665,200,1,-4:3;-3:1;-1:3;1:193
1028,6,15,53,"Hit(CCW,4,TOUCH)",3,-3.82,0.56356,200,1,-4:176;-3:17;-2:2;-1:5
1028,6,15,54,"Hit(CW,4,WEAK)",3,-1.49,2.55341,200,1,-6:4;-5:7;-4:80;-3:5;-1:4;1:100
1028,6,15,55,"Hit(CCW,4,WEAK)",3,-4.335,1.37214,200,1,-6:7;-5:108;-4:73;-2:1;-1:1;1:10
1028,6,15,56,"Hit(CW,4,MIDDLE)",3,-3.72,0.788416,200,1,-5:39;-4:68;-3:92;-1:1
1028,6,15,57,"Hit(CCW,4,MIDDLE)",3,-1.31,2.32463,200,1,-5:12;-4:49;-3:24;-2:3;-1:20;1:92
1028,6,15,58,"Hit(CW,4,STRONG)",3,-3.8,0.793725,200,1,-5:47;-4:66;-3:87
1028,6,15,59,"Hit(CCW,4,STRONG)",3,-0.865,2.19699,200,1,-5:3;-4:46;-3:18;-2:3;-1:22;1:108
1028,6,15,60,"Freeze(CW,4)",4,0.87,0.532071,200,1,-3:1;-1:11;1:188
1028,6,15,61,"Freeze(CCW,4)",4,-3.26,1.02587,200,1,-4:103;-3:72;-2:5;-1:17;1:3
1028,6,15,62,"Hit(CW,6,TOUCH)",3,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,63,"Hit(CCW,6,TOUCH)",3,1,0,200,1,1:200
1028,6,15,64,"Hit(CW,6,WEAK)",3,-1.175,1.9402,200,1,-4:43;-3:23;-1:64;1:70
1028,6,15,65,"Hit(CCW,6,WEAK)",3,-1.38,2.03362,200,1,-4:56;-3:21;-1:56;1:67
1028,6,15,66,"Hit(CW,6,MIDDLE)",3,-0.995,2.03346,200,1,-5:13;-4:22;-3:9;-2:37;-1:32;1:87
1028,6,15,67,"Hit(CCW,6,MIDDLE)",3,-2.14,2.0001,200,1,-5:5;-4:59;-3:62;-2:5;-1:20;1:49
1028,6,15,68,"Hit(CW,6,STRONG)",3,-1.545,2.11848,200,1,-5:19;-4:35;-3:7;-2:46;-1:27;1:66
1028,6,15,69,"Hit(CCW,6,STRONG)",3,-1.65,2.09702,200,1,-5:2;-4:52;-3:48;-2:4;-1:27;1:67
1028,6,15,70,"Freeze(CW,6)",4,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,71,"Freeze(CCW,6)",4,1,0,200,1,1:200
1028,6,15,72,"Hit(CW,8,TOUCH)",3,-1.205,1.65619,200,1,-4:20;-3:42;-2:1;-1:85;1:52
1028,6,15,73,"Hit(CCW,8,TOUCH)",3,0.88,0.474974,200,1,-1:12;1:188
1028,6,15,74,"Hit(CW,8,WEAK)",3,-4.125,1.19138,200,1,-6:9;-5:69;-4:100;-3:2;-1:20
1028,6,15,75,"Hit(CCW,8,WEAK)",3,-3.115,2.20947,200,1,-5:66;-4:65;-3:19;-2:2;-1:10;1:38
1028,6,15,76,"Hit(CW,8,MIDDLE)",3,-3.25,1.5025,200,1,-5:6;-4:130;-3:30;-2:10;-1:7;1:17
1028,6,15,77,"Hit(CCW,8,MIDDLE)",3,-3.07,0.393827,200,1,-5:4;-4:11;-3:180;-2:5
1028,6,15,78,"Hit(CW,8,STRONG)",3,-3.35,1.45516,200,1,-6:3;-5:9;-4:124;-3:31;-2:13;-1:6;1:14
1028,6,15,79,"Hit(CCW,8,STRONG)",3,-3.055,0.248948,200,1,-5:1;-4:9;-3:190
1028,6,15,80,"Freeze(CW,8)",4,0.575,0.913441,200,1,-3:3;-2:3;-1:32;1:162
1028,6,15,81,"Freeze(CCW,8)",4,1,0,200,1,1:200
1028,6,15,82,"Hit(CW,10,TOUCH)",3,0.93,0.36756,200,1,-1:7;1:193
1028,6,15,83,"Hit(CCW,10,TOUCH)",3,0.72,0.922822,200,1,-4:1;-3:7;-2:1;-1:10;1:181
1028,6,15,84,"Hit(CW,10,WEAK)",3,0.795,0.912675,200,1,-5:2;-4:3;-1:7;1:188
1028,6,15,85,"Hit(CCW,10,WEAK)",3,0.685,1.16438,200,1,-4:11;-1:4;1:185
1028,6,15,86,"Hit(CW,10,MIDDLE)",3,-2.29,2.08468,200,1,-5:15;-4:70;-3:37;-2:4;-1:29;1:45
1028,6,15,87,"Hit(CCW,10,MIDDLE)",3,-0.145,2.00349,200,1,-5:15;-4:12;-3:8;-2:1;-1:22;1:142
1028,6,15,88,"Hit(CW,10,STRONG)",3,-2.64,2.04705,200,1,-5:22;-4:82;-3:32;-2:6;-1:20;1:38
1028,6,15,89,"Hit(CCW,10,STRONG)",3,-0.04,1.98706,200,1,-5:15;-4:13;-3:4;-2:1;-1:17;1:150
1028,6,15,90,"Freeze(CW,10)",4,1,0,200,1,1:200
1028,6,15,91,"Freeze(CCW,10)",4,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,92,"Hit(CW,12,TOUCH)",3,-1.41,1.53033,200,1,-4:15;-3:48;-2:19;-1:79;1:39
1028,6,15,93,"Hit(CCW,12,TOUCH)",3,-0.375,1.17234,200,1,-3:11;-2:5;-1:108;1:76
1028,6,15,94,"Hit(CW,12,WEAK)",3,-4.335,0.568133,200,1,-6:10;-5:47;-4:143
1028,6,15,95,"Hit(CCW,12,WEAK)",3,-4.71,0.453762,200,1,-5:142;-4:58
1028,6,15,96,"Hit(CW,12,MIDDLE)",3,-3.42,0.79599,200,1,-6:1;-5:23;-4:48;-3:115;-2:13
1028,6,15,97,"Hit(CCW,12,MIDDLE)",3,-3.675,0.699553,200,1,-5:27;-4:81;-3:92
1028,6,15,98,"Hit(CW,12,STRONG)",3,-3.41,0.7429,200,1,-5:21;-4:50;-3:119;-2:10
1028,6,15,99,"Hit(CCW,12,STRONG)",3,-3.695,0.729366,200,1,-5:32;-4:75;-3:93
1028,6,15,100,"Freeze(CW,12)",4,0.795,0.61885,200,1,-2:1;-1:19;1:180
1028,6,15,101,"Freeze(CCW,12)",4,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,102,"PostGuard(CW,1,0)",7,0.99,0.141067,200,1,-1:1;1:199
1028,6,15,103,"PostGuard(CCW,1,0)",7,1,0,200,1,1:200
1028,6,15,104,"PostGuard(CW,1,1)",7,1,0,200,1,1:200
1028,6,15,105,"PostGuard(CCW,1,1)",7,1,0,200,1,1:200
1028,6,15,106,"PostGuard(CW,1,2)",7,1,0,200,1,1:200
1028,6,15,107,"PostGuard(CCW,1,2)",7,1,0,200,1,1:200
1028,6,15,108,"PostGuard(CW,3,0)",7,1,0,200,1,1:200
1028,6,15,109,"PostGuard(CCW,3,0)",7,1,0,200,1,1:200
1028,6,15,110,"PostGuard(CW,3,1)",7,1,0,200,1,1:200
1028,6,15,111,"PostGuard(CCW,3,1)",7,1,0,200,1,1:200
1028,6,15,112,"PostGuard(CW,3,2)",7,1,0,200,1,1:200
1028,6,15,113,"PostGuard(CCW,3,2)",7,1,0,200,1,1:200
1028,6,15,114,"PostGuard(CW,5,0)",7,1,0,200,1,1:200
1028,6,15,115,"PostGuard(CCW,5,0)",7,1,0,200,1,1:200
1028,6,15,116,"PostGuard(CW,5,1)",7,1,0,200,1,1:200
1028,6,15,117,"PostGuard(CCW,5,1)",7,1,0,200,1,1:200
1028,6,15,118,"PostGuard(CW,5,2)",7,1,0,200,1,1:200
1028,6,15,119,"PostGuard(CCW,5,2)",7,1,0,200,1,1:200
1028,6,15,120,"PostGuard(CW,7,0)",7,1,0,200,1,1:200
1028,6,15,121,"PostGuard(CCW,7,0)",7,1,0,200,1,1:200
1028,6,15,122,"PostGuard(CW,7,1)",7,1,0,200,1,1:200
1028,6,15,123,"PostGuard(CCW,7,1)",7,1,0,200,1,1:200
1028,6,15,124,"PostGuard(CW,7,2)",7,1,0,200,1,1:200
1028,6,15,125,"PostGuard(CCW,7,2)",7,1,0,200,1,1:200
1028,6,15,126,"PostGuard(CW,9,0)",7,1,0,200,1,1:200
1028,6,15,127,"PostGuard(CCW,9,0)",7,1,0,200,1,1:200
1028,6,15,128,"PostGuard(CW,9,1)",7,1,0,200,1,1:200
1028,6,15,129,"PostGuard(CCW,9,1)",7,1,0,200,1,1:200
1028,6,15,130,"PostGuard(CW,9,2)",7,1,0,200,1,1:200
1028,6,15,131,"PostGuard(CCW,9,2)",7,1,0,200,1,1:200
1028,6,15,132,"PostGuard(CW,11,0)",7,1,0,200,1,1:200
1028,6,15,133,"PostGuard(CCW,11,0)",7,1,0,200,1,1:200
1028,6,15,134,"PostGuard(CW,11,1)",7,1,0,200,1,1:200
1028,6,15,135,"PostGuard(CCW,11,1)",7,1,0,200,1,1:200
1028,6,15,136,"PostGuard(CW,11,2)",7,1,0,200,1,1:200
1028,6,15,137,"PostGuard(CCW,11,2)",7,1,0,200,1,1:200
1028,6,15,138,"PostGuard(CW,13,0)",7,1,0,200,1,1:200
1028,6,15,139,"PostGuard(CCW,13,0)",7,1,0,200,1,1:200
1028,6,15,140,"PostGuard(CW,13,1)",7,1,0,200,1,1:200
1028,6,15,141,"PostGuard(CCW,13,1)",7,1,0,200,1,1:200
1028,6,15,142,"PostGuard(CW,13,2)",7,1,0,200,1,1:200
1028,6,15,143,"PostGuard(CCW,13,2)",7,1,0,200,1,1:200
1028,6,15,144,"PostGuard(CW,15,0)",7,1,0,200,1,1:200
1028,6,15,145,"PostGuard(CCW,15,0)",7,1,0,200,1,1:200
1028,6,15,146,"PostGuard(CW,15,1)",7,1,0,200,1,1:200
1028,6,15,147,"PostGuard(CCW,15,1)",7,1,0,200,1,1:200
1028,6,15,148,"PostGuard(CW,15,2)",7,1,0,200,1,1:200
1028,6,15,149,"PostGuard(CCW,15,2)",7,1,0,200,1,1:200
1028,6,15,150,Pass,0,1,0,200,1,1:200
2596,1,14,0,"Draw(CW,TEE)",1,0.88,1.10707,200,1,-2:3;-1:34;1:121;2:35;3:4;4:2;5:1
2596,1,14,1,"Draw(CCW,TEE)",1,1.4,0.953939,200,1,-2:2;-1:16;1:70;2:107;3:4;4:1
2596,1,14,2,"Draw(CW,S0)",1,0.78,1.04,200,1,-2:4;-1:35;1:129;2:26;3:6
2596,1,14,3,"Draw(CCW,S0)",1,1.6,0.781025,200,1,-2:1;-1:8;1:59;2:125;3:7
2596,1,14,4,"Draw(CW,S2)",1,0.725,1.17447,200,1,-2:2;-1:52;1:95;2:48;3:2;4:1
2596,1,14,5,"Draw(CCW,S2)",1,1.435,0.834131,200,1,-1:7;1:110;2:71;3:6;4:6
2596,1,14,6,"Draw(CW,S4)",1,0.91,1.02074,200,1,-2:4;-1:26;1:135;2:25;3:9;4:1
2596,1,14,7,"Draw(CCW,S4)",1,1.605,0.842007,200,1,-2:1;-1:7;1:69;2:112;3:8;4:2;5:1
2596,1,14,8,"Draw(CW,S6)",1,1.48,0.685274,200,1,-1:3;1:106;2:82;3:7;4:2
2596,1,14,9,"Draw(CCW,S6)",1,1.46,0.72,200,1,-1:4;1:107;2:82;3:3;4:4
2596,1,14,10,"Draw(CW,L0)",1,0.995,1.28257,200,1,-2:4;-1:40;1:86;2:49;3:21
2596,1,14,11,"Draw(CCW,L0)",1,1.365,1.07786,200,1,-2:1;-1:22;1:75;2:87;3:12;4:3
2596,1,14,12,"Draw(CW,L1)",1,0.92,1.15048,200,1,-2:5;-1:35;1:96;2:60;3:3;4:1
2596,1,14,13,"Draw(CCW,L1)",1,1.585,0.763397,200,1,-1:3;1:96;2:82;3:16;4:3
2596,1,14,14,"Draw(CW,L2)",1,1.565,0.738766,200,1,-1:2;1:102;2:78;3:15;4:3
2596,1,14,15,"Draw(CCW,L2)",1,1.52,0.663023,200,1,-1:2;1:103;2:82;3:13
2596,1,14,16,"Draw(CW,L3)",1,1.57,0.784283,200,1,-1:3;1:99;2:82;3:10;4:6
2596,1,14,17,"Draw(CCW,L3)",1,1.505,0.692802,200,1,-1:2;1:107;2:80;3:8;4:3
2596,1,14,18,"Draw(CW,L4)",1,1.655,0.629265,200,1,-1:2;1:72;2:119;3:5;4:2
2596,1,14,19,"Draw(CCW,L4)",1,1.665,0.559263,200,1,-1:1;1:70;2:123;3:6
2596,1,14,20,"Draw(CW,L5)",1,1.535,0.713285,200,1,-1:3;1:99;2:85;3:11;4:2
2596,1,14,21,"Draw(CCW,L5)",1,1.55,0.668954,200,1,-1:1;1:102;2:84;3:11;4:2
2596,1,14,22,"Draw(CW,L6)",1,1.51,0.692748,200,1,-1:2;1:107;2:78;3:11;4:2
2596,1,14,23,"Draw(CCW,L6)",1,1.52,0.574108,200,1,-1:1;1:98;2:96;3:5
2596,1,14,24,"Draw(CW,L7)",1,1.545,0.719705,200,1,-1:2;1:102;2:83;3:9;4:4
2596,1,14,25,"Draw(CCW,L7)",1,1.44,0.58,200,1,1:118;2:78;3:3;5:1
2596,1,14,26,"PreGuard(CW,G3)",2,1.51,0.774532,200,1,-1:4;1:105;2:76;3:11;4:4
2596,1,14,27,"PreGuard(CCW,G3)",2,1.51,0.640234,200,1,-1:2;1:102;2:86;3:10
2596,1,14,28,"PreGuard(CW,G4)",2,1.575,0.523808,200,1,1:88;2:109;3:3
2596,1,14,29,"PreGuard(CCW,G4)",2,1.575,0.560692,200,1,-1:2;1:80;2:117;3:1
2596,1,14,30,"PreGuard(CW,G5)",2,1.6,0.734847,200,1,-1:3;1:88;2:96;3:9;4:4
2596,1,14,31,"PreGuard(CCW,G5)",2,1.67,0.813081,200,1,-1:5;1:77;2:95;3:20;4:3
2596,1,14,32,"Hit(CW,1,TOUCH)",3,0.85,1.11692,200,1,-2:4;-1:36;1:114;2:40;3:4;4:2
2596,1,14,33,"Hit(CCW,1,TOUCH)",3,1.48,1.01961,200,1,-2:1;-1:15;1:75;2:95;3:10;4:2;5:2
2596,1,14,34,"Hit(CW,1,WEAK)",3,1.125,1.27255,200,1,-1:40;1:81;2:57;3:19;4:2;5:1
2596,1,14,35,"Hit(CCW,1,WEAK)",3,1.58,1.11964,200,1,-1:17;1:80;2:59;3:41;4:3
2596,1,14,36,"Hit(CW,1,MIDDLE)",3,1.9,1.10454,200,1,-2:1;-1:9;1:62;2:62;3:59;4:7
2596,1,14,37,"Hit(CCW,1,MIDDLE)",3,1.32,1.32575,200,1,-4:1;-3:1;-2:2;-1:24;1:81;2:64;3:18;4:9
2596,1,14,38,"Hit(CW,1,STRONG)",3,1.84,1.21425,200,1,-1:17;1:51;2:72;3:52;4:7;6:1
2596,1,14,39,"Hit(CCW,1,STRONG)",3,1.265,1.35084,200,1,-3:1;-2:4;-1:28;1:79;2:59;3:21;4:8
2596,1,14,40,"Freeze(CW,1)",4,0.845,1.10044,200,1,-2:4;-1:36;1:114;2:39;3:7
2596,1,14,41,"Freeze(CCW,1)",4,1.46,0.926499,200,1,-1:15;1:78;2:93;3:13;4:1
2596,1,14,42,"Hit(CW,3,TOUCH)",3,1.255,1.28062,200,1,-1:42;1:38;2:108;3:10;4:1;5:1
2596,1,14,43,"Hit(CCW,3,TOUCH)",3,1.405,1.1318,200,1,-1:29;1:47;2:111;3:11;4:2
2596,1,14,44,"Hit(CW,3,WEAK)",3,1.495,1.26885,200,1,-1:27;1:69;2:61;3:37;4:6
2596,1,14,45,"Hit(CCW,3,WEAK)",3,1.385,1.7137,200,1,-2:12;-1:33;1:59;2:28;3:54;4:13;5:1
2596,1,14,46,"Hit(CW,3,MIDDLE)",3,1.47,1.63985,200,1,-4:1;-2:4;-1:36;1:62;2:21;3:67;4:8;5:1
2596,1,14,47,"Hit(CCW,3,MIDDLE)",3,1.555,1.38816,200,1,-2:1;-1:29;1:60;2:61;3:36;4:13
2596,1,14,48,"Hit(CW,3,STRONG)",3,1.185,1.7694,200,1,-5:1;-2:10;-1:41;1:72;2:9;3:58;4:6;5:3
2596,1,14,49,"Hit(CCW,3,STRONG)",3,1.74,1.2093,200,1,-1:16;1:64;2:77;3:28;4:13;5:2
2596,1,14,50,"Freeze(CW,3)",4,1.11,1.33338,200,1,-1:46;1:63;2:74;3:12;4:4;5:1
2596,1,14,51,"Freeze(CCW,3)",4,1.475,1.18295,200,1,-1:31;1:33;2:116;3:19;4:1
2596,1,14,52,"Hit(CW,5,TOUCH)",3,1.525,0.623999,200,1,-1:1;1:102;2:88;3:8;4:1
2596,1,14,53,"Hit(CCW,5,TOUCH)",3,1.395,0.713425,200,1,-1:5;1:117;2:68;3:9;4:1
2596,1,14,54,"Hit(CW,5,WEAK)",3,1.5,0.793725,200,1,-1:6;1:95;2:91;3:5;4:1;5:2
2596,1,14,55,"Hit(CCW,5,WEAK)",3,1.56,0.772269,200,1,-1:6;1:83;2:102;3:5;4:4
2596,1,14,56,"Hit(CW,5,MIDDLE)",3,1.595,1.33827,200,1,-4:1;-2:3;-1:22;1:38;2:109;3:14;4:12;5:1
2596,1,14,57,"Hit(CCW,5,MIDDLE)",3,1.52,0.767854,200,1,-1:4;1:102;2:80;3:10;4:4
2596,1,14,58,"Hit(CW,5,STRONG)",3,1.56,1.41294,200,1,-3:1;-2:1;-1:29;1:44;2:91;3:18;4:14;5:2
2596,1,14,59,"Hit(CCW,5,STRONG)",3,1.455,0.760247,200,1,-1:6;1:103;2:82;3:6;4:3
2596,1,14,60,"Freeze(CW,5)",4,1.43,0.703633,200,1,-1:5;1:107;2:82;3:4;4:2
2596,1,14,61,"Freeze(CCW,5)",4,1.525,0.607762,200,1,1:105;2:87;3:6;4:2
2596,1,14,62,"Hit(CW,7,TOUCH)",3,1.46,0.753923,200,1,-1:4;1:112;2:72;3:8;4:4
2596,1,14,63,"Hit(CCW,7,TOUCH)",3,1.45,0.746659,200,1,-1:6;1:104;2:79;3:10;4:1
2596,1,14,64,"Hit(CW,7,WEAK)",3,1.53,0.754387,200,1,-1:5;1:94;2:88;3:11;4:2
2596,1,14,65,"Hit(CCW,7,WEAK)",3,1.565,0.758798,200,1,-1:3;1:98;2:83;3:12;4:4
