label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,AllGrid,ScoreScreen,AllGrid,3,50,3,18,5,7,6,0.416667,-0.555556,0.563703
