game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
5392,3,13,ClusterValue,3,200,10,44,37,"Hit(CCW,0,MIDDLE)",16815,1783.67,0
4262,4,2,ClusterValue,3,200,10,44,48,"Pass",177830,11040.2,0
6230,1,12,ClusterValue,3,200,10,44,34,"Hit(CW,11,WEAK)",20762,1318.14,0
3543,4,7,ClusterValue,3,200,10,44,10,"Draw(CW,L0)",100947,6298.34,0
1784,6,5,ClusterValue,3,200,10,44,11,"Draw(CCW,L0)",137925,9043.52,0
4905,4,14,ClusterValue,3,200,10,44,11,"Draw(CCW,L0)",2693,197.872,0
3837,2,10,ClusterValue,3,200,10,44,34,"Hit(CW,7,WEAK)",54393,3480.68,0
2854,0,15,ClusterValue,3,200,10,44,57,"Hit(CCW,12,MIDDLE)",103,12.4095,0
1221,1,10,ClusterValue,3,200,10,44,79,"Hit(CCW,9,STRONG)",62318,4508.54,0
7301,6,14,ClusterValue,3,200,10,44,88,"Hit(CW,11,STRONG)",3974,391.298,0
5248,0,3,ClusterValue,3,200,10,44,37,"Hit(CCW,2,MIDDLE)",163199,10103.9,0
2545,3,15,ClusterValue,3,200,10,44,0,"Draw(CW,TEE)",61,5.94858,0
6335,1,11,ClusterValue,3,200,10,44,36,"Hit(CW,6,MIDDLE)",37006,2296.1,0
8275,4,5,ClusterValue,3,200,10,44,44,"Hit(CW,2,WEAK)",136969,8717.21,0
963,5,13,ClusterValue,3,200,10,44,45,"Hit(CCW,10,WEAK)",9320,826.724,0
176,5,11,ClusterValue,3,200,10,44,84,"PostGuard(CW,5,0)",45969,3401.95,0
2199,1,13,ClusterValue,3,200,10,44,76,"Hit(CW,10,MIDDLE)",11453,1116.24,0
8298,3,11,ClusterValue,3,200,10,44,35,"Hit(CCW,0,WEAK)",44444,3220.81,0
6729,2,14,ClusterValue,3,200,10,44,0,"Draw(CW,TEE)",3610,335.152,0
8119,5,4,ClusterValue,3,200,10,44,55,"PostGuard(CCW,0,1)",150897,9878.58,0
8189,0,14,ClusterValue,3,200,10,44,39,"Hit(CCW,13,STRONG)",1497,101.475,0
9791,0,8,ClusterValue,3,200,10,44,7,"Draw(CCW,S4)",85608,5311.77,0
5487,5,5,ClusterValue,3,200,10,44,34,"Hit(CW,0,WEAK)",136208,8896.19,0
4950,0,15,ClusterValue,3,200,10,44,35,"Hit(CCW,12,WEAK)",71,7.48672,0
9143,3,7,ClusterValue,3,200,10,44,35,"Hit(CCW,0,WEAK)",106489,6918.43,0
4517,4,13,ClusterValue,3,200,10,44,37,"Hit(CCW,2,MIDDLE)",14505,1487.61,0
2994,5,10,ClusterValue,3,200,10,44,77,"Hit(CCW,9,MIDDLE)",61954,4263.42,0
961,6,13,ClusterValue,3,200,10,44,89,"Hit(CCW,10,STRONG)",17677,1866.11,0
1566,1,3,ClusterValue,3,200,10,44,44,"Hit(CW,2,WEAK)",166336,10625.5,0
1686,6,15,ClusterValue,3,200,10,44,0,"Draw(CW,TEE)",49,4.90824,0
1201,0,6,ClusterValue,3,200,10,44,7,"Draw(CCW,S4)",115286,7123.7,0
5494,4,5,ClusterValue,3,200,10,44,62,"PostGuard(CW,1,0)",138242,9299.04,0
2492,4,15,ClusterValue,3,200,10,44,2,"Draw(CW,S0)",75,8.45849,0
8959,1,11,ClusterValue,3,200,10,44,48,"Hit(CW,6,STRONG)",45061,3265.31,0
1671,0,15,ClusterValue,3,200,10,44,76,"Hit(CW,12,MIDDLE)",117,14.8095,0
1385,7,11,ClusterValue,3,200,10,44,58,"Hit(CW,6,STRONG)",45342,3234.45,0
6872,1,14,ClusterValue,3,200,10,44,85,"Hit(CCW,13,WEAK)",3551,329.382,0
8785,1,4,ClusterValue,3,200,10,44,46,"PostGuard(CW,2,2)",146654,9077.45,0
1835,0,15,ClusterValue,3,200,10,44,55,"Hit(CCW,14,WEAK)",69,6.19078,0
6216,7,8,ClusterValue,3,200,10,44,30,"PreGuard(CW,G5)",86401,5410.35,0
8471,6,5,ClusterValue,3,200,10,44,33,"Hit(CCW,0,TOUCH)",137403,8839.49,0
256,3,12,ClusterValue,3,200,10,44,33,"Hit(CCW,9,TOUCH)",24145,1727.65,0
5778,2,9,ClusterValue,3,200,10,44,65,"Hit(CCW,6,WEAK)",77062,5243.38,0
6320,4,15,ClusterValue,3,200,10,44,64,"Hit(CW,12,WEAK)",103,11.6488,0
1638,4,11,ClusterValue,3,200,10,44,47,"Hit(CCW,4,MIDDLE)",43872,3135.16,0
2310,6,15,ClusterValue,3,200,10,44,55,"Hit(CCW,6,WEAK)",135,16.6819,0
7921,5,4,ClusterValue,3,200,10,44,18,"Draw(CW,L4)",146117,9207.17,0
1361,1,12,ClusterValue,3,200,10,44,47,"Hit(CCW,11,MIDDLE)",21508,1408.82,0
5041,1,8,ClusterValue,3,200,10,44,53,"PostGuard(CCW,6,2)",85343,5453.25,0
5033,7,5,ClusterValue,3,200,10,44,37,"Hit(CCW,0,MIDDLE)",137086,8832.84,0
5022,1,15,ClusterValue,3,200,10,44,7,"Draw(CCW,S4)",89,10.5762,0
9907,7,9,ClusterValue,3,200,10,44,11,"Draw(CCW,L0)",70825,4623.01,0
8627,2,12,ClusterValue,3,200,10,44,64,"Hit(CW,11,WEAK)",30705,2542.11,0
1641,6,10,ClusterValue,3,200,10,44,34,"Hit(CW,1,WEAK)",65794,5272.44,0
7249,2,15,ClusterValue,3,200,10,44,0,"Draw(CW,TEE)",139,18.5937,0
4837,7,2,ClusterValue,3,200,10,44,6,"Draw(CW,S4)",178044,11180.4,0
1039,2,15,ClusterValue,3,200,10,44,3,"Draw(CCW,S0)",43,4.37422,0
7846,3,10,ClusterValue,3,200,10,44,49,"Hit(CCW,9,STRONG)",52909,3362.22,0
5246,2,5,ClusterValue,3,200,10,44,45,"Hit(CCW,2,WEAK)",137468,8783.37,0
4166,2,12,ClusterValue,3,200,10,44,49,"Hit(CCW,11,WEAK)",23487,1563.32,0
6533,4,6,ClusterValue,3,200,10,44,66,"PostGuard(CW,0,2)",124199,8440.4,0
5721,0,12,ClusterValue,3,200,10,44,84,"Hit(CW,11,WEAK)",34301,2872.08,0
4463,7,9,ClusterValue,3,200,10,44,55,"Hit(CCW,4,WEAK)",76626,5258.32,0
5606,2,14,ClusterValue,3,200,10,44,79,"Hit(CCW,9,STRONG)",3610,321.939,0
1123,4,3,ClusterValue,3,200,10,44,11,"Draw(CCW,L0)",163155,10364.4,0
8113,3,15,ClusterValue,3,200,10,44,0,"Draw(CW,TEE)",69,7.38195,0
716,6,7,ClusterValue,3,200,10,44,22,"Draw(CW,L6)",100771,6257.52,0
459,3,5,ClusterValue,3,200,10,44,34,"Hit(CW,0,WEAK)",135999,8603.81,0
9287,7,12,ClusterValue,3,200,10,44,40,"Hit(CW,11,MIDDLE)",21481,1428.51,0
5647,1,10,ClusterValue,3,200,10,44,40,"Freeze(CW,1)",61871,4316.98,0
4562,4,13,ClusterValue,3,200,10,44,65,"Hit(CCW,6,WEAK)",17182,1857.66,0
6201,5,11,ClusterValue,3,200,10,44,63,"Hit(CCW,6,TOUCH)",45484,3439.06,0
9166,3,14,ClusterValue,3,200,10,44,67,"Hit(CCW,7,MIDDLE)",3654,330.016,0
8703,4,3,ClusterValue,3,200,10,44,7,"Draw(CCW,S4)",162006,9972.55,0
1616,0,14,ClusterValue,3,200,10,44,38,"Hit(CW,7,STRONG)",1799,122.753,0
5809,3,9,ClusterValue,3,200,10,44,46,"Hit(CW,8,MIDDLE)",68657,4234.26,0
4651,6,5,ClusterValue,3,200,10,44,32,"Hit(CW,0,TOUCH)",136424,8979.01,0
8894,2,15,ClusterValue,3,200,10,44,2,"Draw(CW,S0)",79,6.82328,0
2369,6,9,ClusterValue,3,200,10,44,42,"Hit(CW,2,TOUCH)",74175,4813.02,0
