game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
7977,6,14,ClusterValue,3,200,10,46,48,"Hit(CW,3,STRONG)",5903,266.279,0
3926,6,11,ClusterValue,3,200,10,46,39,"Hit(CCW,0,STRONG)",54685,2191.67,0
3883,1,14,ClusterValue,3,200,10,46,18,"Draw(CW,L4)",1631,58.1374,0
9222,7,5,ClusterValue,3,200,10,46,25,"Draw(CCW,L7)",131246,4314.74,0
7881,2,15,ClusterValue,3,200,10,46,84,"Hit(CW,12,WEAK)",129,8.49286,0
6406,1,10,ClusterValue,3,200,10,46,33,"Hit(CCW,7,TOUCH)",57330,2017.85,0
8452,5,15,ClusterValue,3,200,10,46,34,"Hit(CW,0,WEAK)",153,11.0016,0
1028,6,15,ClusterValue,3,200,10,46,0,"Draw(CW,TEE)",151,11.0141,0
2596,1,14,ClusterValue,3,200,10,46,89,"Hit(CCW,11,STRONG)",5886,270.772,0
4748,1,3,ClusterValue,3,200,10,46,38,"Hit(CW,0,STRONG)",171105,5678.74,0
9206,3,13,ClusterValue,3,200,10,46,3,"Draw(CCW,S0)",6704,291.604,0
5859,1,6,ClusterValue,3,200,10,46,40,"Freeze(CW,1)",127192,4355.87,0
6871,4,5,ClusterValue,3,200,10,46,12,"Draw(CW,L1)",146946,5084.82,0
7163,3,13,ClusterValue,3,200,10,46,64,"Hit(CW,12,WEAK)",8618,353.922,0
5807,0,8,ClusterValue,3,200,10,46,45,"Hit(CCW,5,WEAK)",98858,3489.14,0
5567,2,15,ClusterValue,3,200,10,46,0,"Draw(CW,TEE)",129,8.88987,0
2507,3,11,ClusterValue,3,200,10,46,62,"Hit(CW,8,STRONG)",48370,1786.31,0
7006,3,15,ClusterValue,3,200,10,46,0,"Draw(CW,TEE)",145,10.4727,0
1984,6,4,ClusterValue,3,200,10,46,46,"Hit(CW,3,MIDDLE)",158529,5380.23,0
1845,7,14,ClusterValue,3,200,10,46,45,"PostGuard(CCW,10,1)",2312,82.823,0
