game_id,end,shot_num,method,seed,candidate_idx,cluster_id,is_representative,shot_type,label,e_score,e_sd,cluster_value,land_x,land_y,cluster_sd,cluster_value_risk,risk_lambda
5392,3,13,ClusterValue,42,0,0,0,"Draw","Draw(CW,TEE)",-1.666667,0.942809,-1.666667,-0.085790,37.737457,0.666667,-1.666667,0
5392,3,13,ClusterValue,42,61,0,0,"Freeze","Freeze(CCW,4)",-1.666667,0.471405,-1.666667,0.312472,36.614079,0.666667,-1.666667,0
5392,3,13,ClusterValue,42,92,0,0,"PostGuard","PostGuard(CW,1,0)",-1.666667,0.471405,-1.666667,-0.097325,37.735161,0.666667,-1.666667,0
5392,3,13,ClusterValue,42,1,1,0,"Draw","Draw(CCW,TEE)",-1.000000,0.000000,-1.000000,0.255396,36.590286,0.000000,-1.000000,0
5392,3,13,ClusterValue,42,104,1,0,"PostGuard","PostGuard(CW,5,0)",-1.000000,0.000000,-1.000000,0.212779,36.578693,0.000000,-1.000000,0
5392,3,13,ClusterValue,42,2,2,0,"Draw","Draw(CW,S0)",-1.000000,0.000000,-2.777778,-0.170570,37.729706,1.474055,-2.777778,0
5392,3,13,ClusterValue,42,10,2,0,"Draw","Draw(CW,L0)",-3.666667,0.471405,-2.777778,-0.367305,37.796333,1.474055,-2.777778,0
5392,3,13,ClusterValue,42,33,2,0,"Hit","Hit(CCW,0,TOUCH)",-3.666667,1.247219,-2.777778,-0.393677,37.834091,1.474055,-2.777778,0
5392,3,13,ClusterValue,42,3,3,0,"Draw","Draw(CCW,S0)",-3.666667,0.471405,-2.916667,0.442281,36.683987,1.114924,-2.916667,0
5392,3,13,ClusterValue,42,6,3,0,"Draw","Draw(CW,S4)",-2.333333,1.247219,-2.916667,-0.133075,37.730011,1.114924,-2.916667,0
5392,3,13,ClusterValue,42,53,3,0,"Hit","Hit(CCW,4,TOUCH)",-2.333333,1.247219,-2.916667,0.364191,36.638802,1.114924,-2.916667,0
5392,3,13,ClusterValue,42,82,3,0,"Hit","Hit(CW,10,TOUCH)",-3.333333,0.471405,-2.916667,-0.190032,37.731152,1.114924,-2.916667,0
5392,3,13,ClusterValue,42,4,4,0,"Draw","Draw(CW,S2)",-3.000000,1.414214,-2.454545,0.966135,38.319511,1.772533,-2.454545,0
5392,3,13,ClusterValue,42,5,4,0,"Draw","Draw(CCW,S2)",-3.333333,1.699673,-2.454545,0.899917,38.404873,1.772533,-2.454545,0
