game_id,end,shot_num,team,remaining,has_hammer,phase_shot,phase_r,n_stones,n_stones_bin,n_my,n_op,n_my_house,n_op_house,n_house,house_diff,n_my_guard,n_op_guard,n_guard,n_center_guard,center_lane_blocked,n_front_house,n_back_house,n_within_0.61,n_within_1.22,d_no1,no1_mine,d_no2,no1_no2_gap,counting_my,counting_op,score_now,min_pair_dist,mean_nn_dist,x_spread,y_spread,house_mean_nn_dist,house_density,n_cand,q_star,q_2nd,q_gap12,q_median,q_mean,q_min,q_range,q_iqr,q_star_minus_median,n_near_best_025,n_near_best_050,frac_near_best_050,q_sd_mean,q_sd_median,q_sd_best,best_type,n_types,frac_hit,frac_draw,frac_guard,best_type_margin,n_types_near_best_050,best_type_is_hit,best_hist_entropy,best_p_negative,best_p_ge2,qadj_star_l0.5,qadj_best_same_as_q_best_l0.5,qadj_best_type_l0.5,lookahead_gain_best,lookahead_gain_mean,n_cand_ct,K_clusters,n_reps,largest_frac,n_singleton,singleton_frac,size_entropy_norm,mean_cluster_size,type_purity,eta2_q,within_sd_q,between_range_q,best_is_rep,best_cluster_selected,best_cluster_size,rep_q_max,screen_loss,true_top_cluster_selected,rho_cand,rho_cluster,rho_gain,cluster_sd_mean,best_cluster_rank,rho_cluster_risk_l0.5,rho_cand_risk_l0.5,topk_overlap_l0.5,n_seeds_ct,rho_gain_sd,regret_A9P5,regret_A9P5_sd,n_seeds_A9P5,regret_adj_A9P5,regret_adj_A9P5_sd,regret_A11b,regret_A11b_sd,n_seeds_A11b,regret_adj_A11b,regret_adj_A11b_sd,d_A11b_A9P5,dadj_A11b_A9P5
2099,0,14,0,2,0,late,late_r2-4,7,5-8,3,4,3,4,7,-1,0,0,0,0,1,5,2,3,6,0.33040511625729996,0,0.3376219407577055,0.007216824500405561,0,1,-1,0.3069738027975706,0.46597589067828604,0.48482428337828265,0.49065377210578065,0.46597589067828604,0.5718127971857385,91,0.56,0.535,0.025000000000000022,-1.365,-1.330054945054945,-2.76,3.32,0.20999999999999996,1.925,2,4,0.04395604395604396,1.1167274395604396,1.02,1.20681,Draw,6,0.3516483516483517,0.37362637362637363,0.26373626373626374,0.4700000000000001,2,0,1.7032916044219055,0.28,0.165,-0.043404999999999916,1,Draw,-0.3799999999999999,-0.4830219780219781,91.0,19.0,10.0,0.2197802197802198,7.0,0.3684210526315789,0.7953127645462884,4.7894736842105265,0.7142857142857143,0.7616539926643267,0.19443182621858165,3.3,1.0,1.0,1.0,0.56,0.0,1.0,0.18945524285999946,0.2690371123494576,0.07958186948945808,0.9483776249806273,1.2,0.2484415339433689,0.15681930291709315,0.96,5,0.06977744999765567,1.051,0.9366055733338343,5,1.1431140000000002,0.9679298263975544,0.7090000000000001,0.9366055733338341,5,0.789676,0.9679298263975544,-0.34199999999999986,-0.35343800000000014
4892,6,10,0,6,0,mid,mid_r5-8,8,5-8,3,5,3,5,8,-2,0,0,0,0,1,4,4,4,7,0.07512224288451388,0,0.31232225602572605,0.23720001314121217,0,1,-1,0.29653730952784063,0.37808844395567665,0.2264328573932869,0.6408540624627416,0.37808844395567665,0.6535003396408441,101,0.185,0.025,0.16,-0.63,-0.6349009900990099,-1.14,1.325,0.33499999999999996,0.815,3,8,0.07920792079207921,1.8247172277227721,1.85038,1.7061,Hit,6,0.39603960396039606,0.3564356435643564,0.2376237623762376,0.16,2,1,2.309949115778079,0.445,0.22,-0.66805,1,Hit,1.3050000000000002,0.2345049504950495,101.0,21.0,10.0,0.19801980198019803,8.0,0.38095238095238093,0.8262482115686163,4.809523809523809,0.7128712871287128,0.23357707441153425,0.2002418795327486,0.8124999999999998,0.0,0.2,20.0,-0.198,0.383,0.6,0.12769326839224804,0.15159659548116436,0.023903327088916303,1.7833475145362094,13.6,0.08051948051948052,0.075823526475211,0.9399999999999998,5,0.2714354277052715,0.852,0.42146470789379264,5,0.960075,0.4010853855010177,0.8089999999999999,0.19765500246641873,5,0.891531,0.17534482061783294,-0.04300000000000004,-0.06854400000000005
7859,3,14,0,2,0,late,late_r2-4,12,9-12,6,6,6,6,12,0,0,0,0,0,1,8,4,4,11,0.2129274141204002,0,0.34265870586342595,0.12973129174302575,0,2,-2,0.2920565955016253,0.4438846071926957,0.6761964186935745,0.5774337630965908,0.4438846071926957,0.980250509461266,129,0.515,0.45,0.065,-1.765,-1.596279069767442,-2.765,3.2800000000000002,0.29500000000000015,2.28,3,5,0.03875968992248062,1.2167932170542635,1.17872,1.1224,Hit,6,0.37209302325581395,0.29457364341085274,0.32558139534883723,0.065,2,1,1.4650044383995096,0.295,0.09,-0.04620000000000002,1,Hit,-0.29999999999999993,0.13189922480620156,129.0,26.0,10.0,0.24806201550387597,9.0,0.34615384615384615,0.7662894538864187,4.961538461538462,0.689922480620155,0.910954820498252,0.17155664262922796,2.70875,0.2,1.0,4.0,0.227,0.288,1.0,0.2373303018566129,0.20936252360235935,-0.027967778254253527,0.935641851045634,3.0,0.23573905125675684,0.2972134995117174,0.8800000000000001,5,0.05288733003704722,0.49800000000000005,0.1068058987135074,5,0.8835709999999999,0.11215440948754535,0.45899999999999996,0.0872066511224918,5,0.8426179999999999,0.09157369188254887,-0.03900000000000009,-0.04095300000000002
2084,7,10,0,6,0,mid,mid_r5-8,10,9-12,5,5,5,5,10,0,0,0,0,0,1,6,4,5,9,0.08820600057598255,1,0.3211260588631795,0.23292005828719697,3,0,3,0.31428814621140416,0.39687662741826035,0.30465603378848743,0.6404324933199441,0.39687662741826035,0.8168754245510551,113,2.465,2.41,0.054999999999999716,1.485,1.4175221238938056,0.165,2.3,0.73,0.9799999999999998,5,21,0.18584070796460178,1.8984958407079646,1.89418,1.73746,PostGuard,6,0.35398230088495575,0.3185840707964602,0.3185840707964602,0.2599999999999998,4,0,2.531487466254482,0.09,0.755,1.623885,0,PostGuard,-0.5350000000000001,-1.288451327433628,113.0,23.0,10.0,0.23008849557522124,7.0,0.30434782608695654,0.7585729161275231,4.913043478260869,0.6902654867256637,0.7428597145867539,0.24646056164969443,2.095,0.2,1.0,26.0,2.347,0.1179999999999998,0.8,0.45686626762114263,0.5469983656089393,0.09013209798779681,1.7249846923314451,5.6,0.5063241106719368,0.4297033620467106,0.9400000000000001,5,0.14626331734267273,0.49099999999999977,0.23471791580533438,5,0.5593379999999999,0.30021895952371164,0.4999999999999999,0.3515501386715698,5,0.577474,0.37422822213523654,0.009000000000000119,0.018136000000000152
5335,1,14,0,2,0,late,late_r2-4,14,13-16,7,7,7,7,14,0,0,0,0,0,1,10,4,5,13,0.11078076970128889,0,0.28991193105665813,0.17913116135536925,0,1,-1,0.30587640484516043,0.38338381092541285,0.4044648249481145,0.6150962888368099,0.38338381092541285,1.143625594371477,145,0.485,-0.105,0.59,-0.87,-0.8696206896551724,-1.695,2.18,0.19999999999999996,1.355,1,1,0.006896551724137931,0.7940005448275862,0.766485,1.67026,Hit,6,0.38620689655172413,0.27586206896551724,0.3310344827586207,0.9450000000000001,1,1,2.136232932604102,0.425,0.2,-0.35013000000000005,1,Hit,-0.8250000000000001,0.10737931034482759,145.0,29.0,10.0,0.2827586206896552,8.0,0.27586206896551724,0.8035777904117543,5.0,0.7310344827586207,0.6888831694443623,0.11606304033554152,1.8674999999999997,1.0,1.0,1.0,0.485,0.0,1.0,0.30474292726436786,0.3826972391758908,0.077954311911523,0.574781657044332,2.0,0.2890255115276442,0.231907177661603,0.4999999999999999,5,0.06432217521438428,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
5272,2,4,0,12,0,early,early_r9+,2,2-4,0,2,0,2,2,-2,0,0,0,0,1,1,1,2,2,0.17210209230570064,0,0.22476293391927557,0.05266084161357493,0,2,-2,0.3954110891515316,0.3954110891515316,0.190934,0.051300000000001234,0.3954110891515316,0.16337508491021102,53,-0.41,-0.445,0.03500000000000003,-0.82,-0.8326415094339622,-1.31,0.9000000000000001,0.235,0.41,9,32,0.6037735849056604,2.041618867924529,2.03514,2.03517,Hit,5,0.3018867924528302,0.5660377358490566,0.11320754716981132,0.03500000000000003,4,1,2.688168647852275,0.585,0.175,-1.4275849999999999,1,Hit,0.5,0.5900943396226415,53.0,11.0,10.0,0.18867924528301888,3.0,0.2727272727272727,0.9097995152962189,4.818181818181818,0.8113207547169811,0.33057729451865464,0.15049022768771894,0.51,0.2,1.0,6.0,-0.557,0.14700000000000002,1.0,-0.03538541393007412,0.16462664568385407,0.20001205961392818,1.9083141056537127,5.6,0.12455167410365106,-0.025704853147445778,1.0,5,0.2979381668863777,0.21200000000000002,0.11278297743897348,5,0.2294940000000001,0.093665161239385,0.386,0.12172715391398911,5,0.37432600000000005,0.10598745458779547,0.174,0.14483199999999996
5472,3,13,1,3,1,late,late_r2-4,4,2-4,1,3,1,3,4,-2,0,0,0,0,1,3,1,3,4,0.20311678615023357,1,0.46200945925489223,0.2588926731046587,1,0,1,0.48732533133840944,0.539454915871022,0.2723725009582775,0.3453661390466637,0.539454915871022,0.32675016982042204,69,0.7,0.63,0.06999999999999995,0.03,0.018043478260869564,-0.85,1.5499999999999998,0.22500000000000003,0.6699999999999999,4,13,0.18840579710144928,1.6263195652173912,1.64298,1.44222,Hit,6,0.34782608695652173,0.463768115942029,0.17391304347826086,0.25499999999999995,4,1,2.0992622484724883,0.295,0.305,-0.021110000000000073,1,Hit,-0.03500000000000003,-0.5160144927536232,69.0,14.0,10.0,0.2028985507246377,5.0,0.35714285714285715,0.8569902314857869,4.928571428571429,0.7101449275362319,0.3509843643443683,0.21930750084096884,0.8306666666666667,0.2,1.0,3.0,0.514,0.18599999999999997,1.0,0.1802539553756187,0.3757508084949729,0.19549685311935425,1.4756104810850854,4.4,0.358339008296902,0.1954428712348901,0.9800000000000001,5,0.17242684398176977,0.6849999999999999,0.14035668847618205,5,0.8168099999999999,0.182854923846748,0.563,0.17527121840165322,5,0.681891,0.2290247101952102,-0.122,-0.1349189999999999
4526,5,9,1,7,1,mid,mid_r5-8,4,2-4,2,2,2,2,4,0,0,0,0,0,1,2,2,4,4,0.19391352274660817,1,0.2737041635799514,0.07979064083334325,1,0,1,0.3477688183851444,0.4476476125476393,0.27288453578883415,0.24315023133856942,0.4476476125476393,0.32675016982042204,65,0.685,0.64,0.04500000000000004,0.245,0.23315384615384616,-0.295,0.98,0.31,0.44000000000000006,10,41,0.6307692307692307,1.7866647692307696,1.78185,1.68694,Draw,6,0.24615384615384617,0.46153846153846156,0.27692307692307694,0.04500000000000004,5,0,2.3822405040497427,0.315,0.325,-0.15847,1,Draw,-0.7549999999999999,-0.3434615384615385,65.0,13.0,10.0,0.24615384615384617,2.0,0.15384615384615385,0.8936585119416003,5.0,0.7076923076923077,0.39822676001037327,0.15597533902327335,0.41125000000000006,0.0,0.8,4.0,0.49800000000000005,0.18700000000000006,0.8,0.13166104933785244,0.16663566553017423,0.03497461619232174,1.7105990662523112,5.2,0.11868131868131868,0.11197902512690931,0.9,5,0.1400097029911988,0.298,0.04919349550499539,5,0.34992300000000004,0.038196513191651425,0.32399999999999995,0.12521980673998823,5,0.38522300000000004,0.13143292246427457,0.025999999999999968,0.0353
6392,2,5,1,11,1,early,early_r9+,5,5-8,2,3,2,3,5,-1,0,0,0,0,1,4,1,5,5,0.16253636322066484,0,0.2217303517541069,0.05919398853344207,0,1,-1,0.38186428793486304,0.4235543517831288,0.2104328837132676,0.32816123719903206,0.4235543517831288,0.40843771227552755,75,1.075,1.01,0.06499999999999995,0.64,0.6223333333333333,-0.04,1.115,0.29000000000000004,0.43499999999999994,12,46,0.6133333333333333,1.9969684000000003,1.98874,1.9492,Hit,6,0.32,0.4266666666666667,0.24,0.12,4,1,2.6610974232146356,0.285,0.41,0.10039999999999993,1,Hit,1.4,1.5326,75.0,15.0,10.0,0.22666666666666666,3.0,0.2,0.8854834903542457,5.0,0.6666666666666666,0.3664807760409358,0.16372354612101284,0.5575,0.0,0.8,6.0,1.002,0.07299999999999995,0.8,0.09443187987563875,0.1304687691433141,0.03603688926767531,1.8452382514954473,7.0,0.2065358579944804,0.08637800263301823,0.96,5,0.18932417633874493,0.24499999999999988,0.10588909292273685,5,0.24642799999999987,0.07794848536052515,0.1459999999999999,0.10151354589413178,5,0.15333299999999986,0.09713339832416032,-0.09899999999999998,-0.09309500000000001
1255,4,13,1,3,1,late,late_r2-4,7,5-8,3,4,3,4,7,-1,0,0,0,0,1,5,2,4,6,0.3033664282167676,1,0.3629420457442207,0.05957561752745305,1,0,1,0.32533897706853415,0.5906773210676182,0.8027530133531936,0.3937943480694321,0.5906773210676182,0.5718127971857385,91,2.34,2.26,0.08000000000000007,0.745,0.7663736263736263,-0.335,2.675,0.4624999999999999,1.5949999999999998,2,4,0.04395604395604396,1.7583647252747252,1.74298,1.67762,Hit,6,0.3516483516483517,0.37362637362637363,0.26373626373626374,0.46999999999999975,2,1,2.4456530891504404,0.11,0.73,1.5011899999999998,1,Hit,-0.685,-0.14785714285714285,91.0,19.0,10.0,0.18681318681318682,4.0,0.21052631578947367,0.8584110771822164,4.7894736842105265,0.7032967032967034,0.5804997744301306,0.284089390013912,2.0025,0.0,1.0,5.0,2.009,0.3309999999999999,1.0,0.46582518075963203,0.5463744004358146,0.08054921967618262,1.5096489369008093,3.8,0.5063157894736842,0.4563752270874765,0.8800000000000001,5,0.06195158907245998,0.5209999999999999,0.04655641738793923,5,0.39598999999999973,0.058647392844865684,0.6739999999999997,0.4561578674099571,5,0.5595699999999997,0.5094321869738896,0.1529999999999998,0.16357999999999995
5259,3,8,0,8,0,mid,mid_r5-8,8,5-8,4,4,4,4,8,0,0,0,0,0,1,5,3,3,8,0.23084584308323747,1,0.3705104994477199,0.13966465636448244,3,0,3,0.31387944190246186,0.44638340286094436,0.32823404093523506,0.6032345137620618,0.44638340286094436,0.6535003396408441,97,0.965,0.95,0.015000000000000013,0.225,0.2295360824742268,-1.07,2.035,0.465,0.74,12,29,0.29896907216494845,2.037685154639175,2.03945,2.02084,PostGuard,6,0.32989690721649484,0.35051546391752575,0.30927835051546393,0.17999999999999994,5,0,2.735543682855098,0.31,0.46,-0.026920000000000055,0,PostGuard,-2.035,-2.292783505154639,97.0,20.0,10.0,0.25773195876288657,8.0,0.4,0.763349979065371,4.85,0.6701030927835051,0.691772204371355,0.2208551789777135,1.5764583333333333,0.0,1.0,24.0,0.736,0.229,1.0,0.22841524272093702,0.11539424695767009,-0.11302099576326692,1.8794127700289274,6.6,0.027067669172932334,0.2053791004401,0.9,5,0.20876541654864772,0.23499999999999996,0.1584692399174048,5,0.26991,0.2129244193663564,0.449,0.3519836643936761,5,0.5147499999999999,0.4067018902402595,0.21400000000000005,0.24483999999999995
7905,3,15,1,1,1,late,r1,9,9-12,5,4,5,4,9,1,0,0,0,0,1,6,3,3,8,0.18685923024140424,1,0.42638619400843636,0.23952696376703211,1,0,1,0.33230225138510544,0.4755754552903435,0.42136668513122283,0.6889525785970719,0.4755754552903435,0.7351878820959495,103,2.865,2.775,0.0900000000000003,1.0,1.002864077669903,-0.48,3.345,0.0,1.8650000000000002,3,4,0.038834951456310676,0.3754608902912621,0.0,0.993365,Hit,6,0.3106796116504854,0.3300970873786408,0.34951456310679613,1.7500000000000002,1,1,1.88542993659231,0.005,0.92,2.3683175000000003,1,Hit,0.0,0.0,103.0,21.0,10.0,0.8058252427184465,20.0,0.9523809523809523,0.3527369907383066,4.904761904761905,0.5048543689320388,9.18380792867241e-06,0.5168052522442842,0.003554216867469817,0.0,1.0,83.0,2.765,0.10000000000000009,1.0,0.6696185179582499,-1.0,-1.66961851795825,0.04758793196403379,21.0,1.0,0.47348069195633935,1.0,5,0.0,0.1,0.0,5,0.1885025000000002,0.0,0.1,0.0,5,0.1885025000000002,0.0,0.0,0.0
4159,5,11,1,5,1,mid,mid_r5-8,9,9-12,5,4,5,4,9,1,0,0,0,0,1,7,2,7,9,0.12438478862385068,0,0.19865266158800973,0.07426787296415906,0,1,-1,0.2929631376402143,0.3169759207413154,0.3385392511529293,0.3392201906988698,0.3169759207413154,0.7351878820959495,103,0.765,0.69,0.07500000000000007,0.185,0.179126213592233,-0.3,1.065,0.4025,0.5800000000000001,12,41,0.39805825242718446,1.8035630097087376,1.8072,1.7262,Draw,6,0.3106796116504854,0.3300970873786408,0.34951456310679613,0.07500000000000007,5,0,2.371379006341911,0.335,0.395,-0.09809999999999997,1,Draw,1.7650000000000001,1.1793203883495145,103.0,21.0,10.0,0.2233009708737864,5.0,0.23809523809523808,0.8174880291683081,4.904761904761905,0.7087378640776699,0.5432941778026643,0.16772974736119894,0.8799999999999999,0.0,1.0,23.0,0.595,0.17,0.4,0.19997147740213356,0.1033953179122443,-0.09657615948988926,1.729852649911539,7.4,0.06209268723843966,0.17136242016117748,0.9,5,0.18998351329726484,0.4149999999999999,0.1871496727221291,5,0.497541,0.23093484312138782,0.417,0.15295424152340467,5,0.49445700000000004,0.2091112662734842,0.0020000000000000573,-0.0030839999999999756
2788,5,13,1,3,1,late,late_r2-4,13,13-16,6,7,6,7,13,-1,0,0,0,0,1,8,5,6,10,0.15295949060483433,1,0.27996398094219294,0.1270044903373586,1,0,1,0.29433917797160436,0.36206024690116834,0.39611104308131434,0.7191900048505421,0.36206024690116834,1.0619380519163715,139,3.115,3.075,0.040000000000000036,1.61,1.6439208633093525,1.12,1.995,0.37749999999999995,1.5050000000000001,2,4,0.02877697841726619,1.162328489208633,1.18085,1.36813,Hit,6,0.4028776978417266,0.28776978417266186,0.302158273381295,0.9750000000000001,1,1,2.4468784400969943,0.005,0.87,2.4309350000000003,1,Hit,0.14000000000000012,0.39820143884892084,139.0,28.0,10.0,0.23741007194244604,10.0,0.35714285714285715,0.7674631710769009,4.964285714285714,0.697841726618705,0.5209008834413339,0.1736131746840343,1.2150000000000003,0.2,0.8,4.0,2.621,0.4940000000000001,1.0,0.41676709956256613,0.7096937726260149,0.29292667306344866,0.9954393447653855,8.2,0.6692272354208876,0.333301761519721,0.9,5,0.0880480651252786,0.975,0.0,5,0.9673950000000001,0.0,0.975,0.0,5,0.9673950000000001,0.0,0.0,0.0
4360,7,4,0,12,0,early,early_r9+,3,2-4,1,2,1,2,3,-1,0,0,0,0,1,3,0,2,3,0.10348752632931091,0,0.48911827786743006,0.38563075153811915,0,2,-2,0.5638789017795934,0.6126012197501572,0.27925695932390937,0.32378787294564926,0.6126012197501572,0.2450626273653165,59,-0.47,-0.505,0.03500000000000003,-0.72,-0.7017796610169492,-1.075,0.605,0.21250000000000013,0.25,31,58,0.9830508474576272,2.064187627118644,2.04938,1.88921,Hit,6,0.2711864406779661,0.5084745762711864,0.2033898305084746,0.03500000000000003,6,1,2.565457209650758,0.64,0.125,-1.414605,1,Hit,-0.6749999999999999,0.6257627118644067,59.0,12.0,10.0,0.3389830508474576,3.0,0.25,0.8245295666674133,4.916666666666667,0.7796610169491526,0.2908779812936719,0.11390121662222039,0.4325,0.2,0.4,2.0,-0.49799999999999994,0.028000000000000025,1.0,0.026939372159660385,0.16172499189091874,0.13478561973125833,1.9700576389825315,10.0,-0.008391608391608399,0.01622978202828934,0.9400000000000001,5,0.17086348064077436,0.084,0.05412947441089743,5,0.21945000000000014,0.10894084931741625,0.242,0.09250675650999769,5,0.326936,0.08093182041076301,0.15799999999999997,0.10748599999999986
8248,7,13,1,3,1,late,late_r2-4,3,2-4,1,2,1,2,3,-1,0,0,0,0,0,1,2,2,2,0.10613846457910446,1,0.6018087897696427,0.4956703251905382,1,0,1,0.505854133867475,0.9854603814910484,0.9289617027255047,0.46341723700738174,0.9854603814910484,0.2450626273653165,59,1.49,1.255,0.2350000000000001,0.745,0.7422033898305085,-0.1,1.59,0.3025000000000001,0.745,2,10,0.1694915254237288,1.407962542372881,1.42334,1.16615,Draw,6,0.2711864406779661,0.5084745762711864,0.2033898305084746,0.2350000000000001,4,0,1.880314596423324,0.125,0.58,0.906925,1,Draw,-0.4850000000000001,-0.28745762711864414,59.0,12.0,10.0,0.3050847457627119,4.0,0.3333333333333333,0.801435215297654,4.916666666666667,0.7966101694915254,0.5911460918884003,0.17821736838327756,1.148,0.4,1.0,10.0,1.2690000000000001,0.221,1.0,0.39131341217560267,0.49361659533407404,0.10230318315847142,1.2624273083802928,2.4,0.28763200007032624,0.32568785273343676,0.96,5,0.19260433713632275,0.7859999999999999,0.7457077175408607,5,0.8566179999999999,0.7560453721305356,0.46799999999999997,0.6500153844333225,5,0.527171,0.6805257061768497,-0.31799999999999995,-0.32944699999999993
2081,5,9,1,7,1,mid,mid_r5-8,2,2-4,0,2,0,2,2,-2,0,0,0,0,1,2,0,0,1,0.7267152349091103,0,1.2825952177128996,0.5558799828037894,0,2,-2,1.702529199705251,1.702529199705251,0.7876465,0.32290000000000063,1.702529199705251,0.16337508491021102,53,0.865,0.73,0.135,0.25,0.27339622641509437,-0.12,0.985,0.28,0.615,2,17,0.32075471698113206,1.7520386792452831,1.75071,1.51221,Hit,5,0.3018867924528302,0.5660377358490566,0.11320754716981132,0.28500000000000003,3,1,2.214248391332314,0.265,0.34,0.10889499999999996,1,Hit,0.97,1.4105660377358489,53.0,11.0,10.0,0.24528301886792453,3.0,0.2727272727272727,0.8872658328105034,4.818181818181818,0.8113207547169811,0.6609089231748919,0.12411002666300217,0.6177083333333333,0.2,1.0,6.0,0.6699999999999999,0.195,1.0,0.2525855621620722,0.4851025122780686,0.2325169501159964,1.63480452887453,4.4,0.37636363636363634,0.22134143409433987,1.0,5,0.3410776146055251,0.41899999999999993,0.08173126696681023,5,0.541752,0.1540185071509265,0.327,0.24165057417684735,5,0.45701,0.3369047206555586,-0.09199999999999992,-0.08474199999999998
1265,4,5,1,11,1,early,early_r9+,5,5-8,3,2,3,2,5,1,0,0,0,0,1,2,3,3,5,0.23865963403139628,1,0.5069841779000559,0.2683245438686596,1,0,1,0.38613422824842125,0.4374375702290024,0.22231813737462267,0.5694614698116119,0.4374375702290024,0.40843771227552755,71,0.89,0.87,0.020000000000000018,0.505,0.49887323943661976,0.05,0.84,0.28250000000000003,0.385,17,49,0.6901408450704225,2.028621971830986,2.03664,2.03664,Draw,6,0.22535211267605634,0.4225352112676056,0.3380281690140845,0.020000000000000018,5,0,2.7198464690776465,0.31,0.365,-0.11019000000000001,0,Hit,-0.10999999999999999,-0.11598591549295774,71.0,15.0,10.0,0.2535211267605634,2.0,0.13333333333333333,0.8789410282973705,4.733333333333333,0.7323943661971831,0.5278177494847892,0.1261411914352256,0.4966666666666667,0.4,0.8,10.0,0.849,0.041000000000000016,0.8,0.1488485597791251,0.1805703619059199,0.03172180212679481,1.9089673799748539,6.8,0.23785714285714282,0.1723064241218351,0.9199999999999999,5,0.16028732051115177,0.23900000000000002,0.15076471735787525,5,0.21026199999999995,0.14430938888374514,0.16399999999999998,0.05683308895353126,5,0.17584499999999997,0.06894517985327185,-0.07500000000000004,-0.034416999999999975
3677,7,15,1,1,1,late,r1,5,5-8,2,3,2,3,5,-1,0,0,0,0,1,4,1,1,2,0.1931385643132925,0,0.6312198993567895,0.438081335043497,0,1,-1,0.7756878465265475,1.0529219033342403,1.091292162806203,0.6348133602878868,1.0529219033342403,0.40843771227552755,75,1.695,1.65,0.04500000000000015,-1.0,-0.654,-1.125,2.8200000000000003,0.13250000000000006,2.6950000000000003,3,4,0.05333333333333334,0.33296076933333335,0.0,0.960195,Hit,6,0.32,0.4266666666666667,0.24,0.135,2,1,0.7629027728689579,0.055,0.865,1.2149025,1,Hit,0.0,0.0,75.0,15.0,10.0,0.8133333333333332,14.0,0.9333333333333333,0.3596600130525386,5.0,0.5333333333333333,0.05036725954362721,0.785396688010776,0.42409836065573786,0.0,1.0,61.0,1.56,0.135,1.0,0.6052285886062109,0.5557189302262112,-0.049509658379999655,0.07295440117280277,1.0,0.5557189302262112,0.4934674278928564,1.0,5,0.0,0.135,0.0,5,0.0345074999999999,0.0,0.135,0.0,5,0.0345074999999999,0.0,0.0,0.0
477,2,10,0,6,0,mid,mid_r5-8,6,5-8,3,3,3,3,6,0,0,0,0,0,1,3,3,3,6,0.3079030047855971,0,0.3306714593563967,0.022768454570799568,0,1,-1,0.3601092964587288,0.5783839225247341,0.49563946370182704,0.46816739764983956,0.5783839225247341,0.490125254730633,81,-0.245,-0.37,0.125,-1.14,-1.0705555555555555,-1.605,1.3599999999999999,0.3849999999999999,0.8949999999999999,6,14,0.1728395061728395,1.9226235802469134,1.92743,1.81521,Draw,6,0.2962962962962963,0.3950617283950617,0.2962962962962963,0.13,4,0,2.469586046694435,0.525,0.17,-1.1526049999999999,1,Draw,-0.88,-0.28580246913580243,81.0,17.0,10.0,0.22222222222222224,5.0,0.29411764705882354,0.8361021671472015,4.764705882352941,0.7160493827160493,0.5680468678570393,0.18420347263386522,1.105,0.8,1.0,2.0,-0.27,0.025,1.0,0.31205725886269853,0.6012916426559728,0.2892343837932742,1.8498016004076274,4.2,0.6081746697533619,0.3250011704751924,0.8800000000000001,5,0.1106640546530043,0.341,0.22897598127314575,5,0.4066440000000001,0.19488625869978612,0.362,0.33766847646767384,5,0.4086210000000001,0.3249455656606195,0.020999999999999963,0.0019770000000000065
8462,7,13,1,3,1,late,late_r2-4,11,9-12,7,4,7,4,11,3,0,0,0,0,1,9,2,3,10,0.10579777426018874,1,0.3594054774554764,0.2536077031952877,3,0,3,0.2960574827309768,0.37903217681788487,0.5007952203313253,0.4456974081923979,0.37903217681788487,0.8985629670061606,115,2.63,2.615,0.01499999999999968,2.185,2.0238695652173915,0.01,2.62,0.3799999999999999,0.44499999999999984,17,63,0.5478260869565217,1.2865577999999998,1.23288,1.02132,PostGuard,6,0.2782608695652174,0.2956521739130435,0.41739130434782606,0.01499999999999968,6,0,1.8745304601602724,0.005,0.91,2.11934,1,PostGuard,-0.3700000000000001,-0.7345217391304347,115.0,23.0,10.0,0.17391304347826086,7.0,0.30434782608695654,0.8323048725918119,5.0,0.7565217391304347,0.7863975597793351,0.19100615542417085,2.2275,0.0,1.0,18.0,2.5460000000000003,0.08399999999999981,0.6,0.32466568037338317,0.4298200396343995,0.10515435926101638,1.3213207422484223,6.8,0.43381283000171134,0.34574448516909617,0.7799999999999999,5,0.11090707915945337,0.37899999999999984,0.05067050424063289,5,0.5523979999999998,0.12483579022059334,0.284,0.15709869509324392,5,0.29229079999999974,0.2373625300235908,-0.09499999999999986,-0.2601072000000001
3186,1,11,1,5,1,mid,mid_r5-8,11,9-12,6,5,6,5,11,1,0,0,0,0,1,9,2,5,11,0.07600417569818435,0,0.31805699862572967,0.24205282292754532,0,3,-3,0.30062700002895415,0.3661890429307302,0.3848036557336555,0.42476564039031867,0.3661890429307302,0.8985629670061606,119,1.3,0.815,0.4850000000000001,-1.62,-1.4021848739495801,-2.305,3.6050000000000004,0.9125000000000001,2.92,1,2,0.01680672268907563,1.8230679831932772,1.79377,2.06398,Hit,6,0.33613445378151263,0.3025210084033613,0.35294117647058826,2.005,1,1,2.779826386455033,0.285,0.485,0.2680100000000001,1,Hit,0.51,1.2966386554621845,119.0,24.0,10.0,0.3865546218487395,11.0,0.4583333333333333,0.6711255937217284,4.958333333333333,0.6554621848739496,0.7970840408484823,0.320619609922338,3.10625,0.4,0.8,2.0,0.9259999999999999,0.37400000000000005,0.8,0.5798800072102215,0.6564560372564088,0.07657603004618725,1.6752624338023512,8.8,0.6619734987875118,0.5813979568455993,0.9,5,0.1063459770035527,1.48,0.20515238238928646,5,1.464704,0.2110514095072573,1.6830000000000003,0.026832815729997482,5,1.7009509999999999,0.053160280097080036,0.2030000000000003,0.23624699999999987
