game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,arm,risk_lambda,num_candidates,num_children,q_ref_mean,q_ref_sd,q_best,regret,q_adj,q_adj_best,regret_adj
2994,5,10,ClusterPW,3,200,10,44,79,"Hit(CCW,9,STRONG)",78961,5027.37,A11b,0.0,113.0,10.0,-0.715,2.06247,0.045,0.76,-1.746235,-0.823865,0.92237
961,6,13,ClusterPW,3,200,10,44,87,"Hit(CCW,10,MIDDLE)",26733,2296.63,A11b,0.0,139.0,10.0,-2.275,1.69392,-1.735,0.5399999999999998,-3.12196,-2.48713,0.63483
1566,1,3,ClusterPW,3,200,10,44,45,"Hit(CCW,2,WEAK)",180959,9714.29,A11b,0.0,59.0,10.0,0.605,2.04425,0.975,0.37,-0.4171249999999999,-0.0230449999999999,0.39408
1686,6,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",49,4.17876,A11b,0.0,49.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1201,0,6,ClusterPW,3,200,10,44,33,"Hit(CCW,1,TOUCH)",126596,5996.2,A11b,0.0,53.0,10.0,-1.02,1.94155,-0.385,0.635,-1.990775,-1.343745,0.6470300000000002
5494,4,5,ClusterPW,3,200,10,44,12,"Draw(CW,L1)",156197,8771.98,A11b,0.0,75.0,10.0,0.445,1.94344,1.21,0.7649999999999999,-0.5267200000000001,0.123045,0.6497650000000001
2492,4,15,ClusterPW,3,200,10,44,2,"Draw(CW,S0)",75,6.97179,A11b,0.0,75.0,10.0,1.175,1.24675,1.65,0.4749999999999998,0.551625,1.3308215,0.7791964999999998
8959,1,11,ClusterPW,3,200,10,44,48,"Hit(CW,6,STRONG)",54695,3406.76,A11b,0.0,97.0,10.0,0.2,1.83576,1.26,1.06,-0.7178800000000001,0.3835849999999999,1.101465
1671,0,15,ClusterPW,3,200,10,44,76,"Hit(CW,12,MIDDLE)",117,12.021,A11b,0.0,117.0,10.0,-0.015,1.8179,2.74,2.7550000000000003,-0.92395,1.8621600000000005,2.7861100000000003
1385,7,11,ClusterPW,3,200,10,44,79,"PostGuard(CCW,5,0)",56553,3539.81,A11b,0.0,103.0,10.0,1.075,1.71737,1.18,0.1049999999999999,0.2163149999999999,0.4155399999999999,0.1992249999999999
6872,1,14,ClusterPW,3,200,10,44,85,"Hit(CCW,13,WEAK)",6390,481.193,A11b,0.0,135.0,10.0,0.25,1.4344,1.02,0.77,-0.4671999999999999,1.0,1.4672
8785,1,4,ClusterPW,3,200,10,44,46,"PostGuard(CW,2,2)",158513,8088.8,A11b,0.0,49.0,10.0,-0.4,2.15407,-0.32,0.08,-1.477035,-1.219665,0.2573699999999999
1835,0,15,ClusterPW,3,200,10,44,55,"Hit(CCW,14,WEAK)",69,6.10844,A11b,0.0,69.0,10.0,1.235,1.19573,1.235,0.0,0.6371350000000001,0.884263,0.2471279999999999
6216,7,8,ClusterPW,3,200,10,44,18,"Draw(CW,L4)",96983,5094.71,A11b,0.0,55.0,10.0,-0.335,2.00069,0.075,0.41,-1.335345,-0.92492,0.4104249999999999
8471,6,5,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",153638,8416.22,A11b,0.0,75.0,10.0,0.62,1.97119,1.06,0.44,-0.365595,0.0302500000000001,0.3958450000000001
256,3,12,ClusterPW,3,200,10,44,50,"Freeze(CW,11)",33627,2205.48,A11b,0.0,77.0,10.0,-0.185,1.75806,0.495,0.6799999999999999,-1.06403,-0.433705,0.630325
5778,2,9,ClusterPW,3,200,10,44,2,"Draw(CW,S0)",90462,5208.02,A11b,0.0,97.0,10.0,0.45,1.74284,0.915,0.465,-0.4214199999999999,0.012535,0.433955
6320,4,15,ClusterPW,3,200,10,44,64,"Hit(CW,12,WEAK)",103,10.3816,A11b,0.0,103.0,10.0,-0.5,1.85203,-0.055,0.445,-1.426015,-0.92131,0.504705
1638,4,11,ClusterPW,3,200,10,44,49,"Hit(CCW,4,STRONG)",56946,3662.49,A11b,0.0,103.0,10.0,0.67,1.78076,0.715,0.0449999999999999,-0.2203799999999999,-0.2006649999999999,0.0197149999999999
2310,6,15,ClusterPW,3,200,10,44,55,"Hit(CCW,6,WEAK)",135,13.7843,A11b,0.0,135.0,10.0,-0.39,1.5388,2.215,2.605,-1.1594,1.1497799999999998,2.30918
7921,5,4,ClusterPW,3,200,10,44,29,"PreGuard(CCW,G4)",157813,8178.97,A11b,0.0,49.0,10.0,-0.85,1.91507,-0.205,0.645,-1.807535,-1.2177900000000002,0.589745
1361,1,12,ClusterPW,3,200,10,44,48,"Hit(CW,11,STRONG)",26496,1544.67,A11b,0.0,59.0,10.0,-0.455,1.45189,0.19,0.645,-1.180945,-0.586835,0.5941099999999999
5041,1,8,ClusterPW,3,200,10,44,53,"PostGuard(CCW,6,2)",95769,5040.92,A11b,0.0,55.0,10.0,-0.775,1.76759,0.14,0.915,-1.658795,-0.817915,0.8408800000000001
5033,7,5,ClusterPW,3,200,10,44,35,"Hit(CCW,0,WEAK)",152347,8058.69,A11b,0.0,71.0,10.0,0.895,2.14102,1.165,0.27,-0.17551,0.1200399999999999,0.29555
5022,1,15,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",89,6.66148,A11b,0.0,89.0,10.0,1.25,0.466369,1.25,0.0,1.0168155,1.0168155,0.0
9907,7,9,ClusterPW,3,200,10,44,35,"Hit(CCW,4,WEAK)",80521,3796.79,A11b,0.0,65.0,10.0,0.585,1.69787,1.01,0.425,-0.263935,0.01754,0.281475
8627,2,12,ClusterPW,3,200,10,44,56,"Hit(CW,9,MIDDLE)",44925,3221.62,A11b,0.0,103.0,10.0,-0.64,1.59386,0.415,1.055,-1.43693,-0.229745,1.207185
1641,6,10,ClusterPW,3,200,10,44,66,"Hit(CW,7,MIDDLE)",84873,5582.74,A11b,0.0,113.0,10.0,-0.81,1.73894,0.31,1.12,-1.67947,-0.6029500000000001,1.07652
7249,2,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",139,15.4101,A11b,0.0,139.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4837,7,2,ClusterPW,3,200,10,44,33,"Hit(CCW,1,TOUCH)",192106,9987.08,A11b,0.0,49.0,10.0,-0.485,2.0615,-0.18,0.305,-1.5157500000000002,-1.21198,0.3037700000000001
1039,2,15,ClusterPW,3,200,10,44,3,"Draw(CCW,S0)",43,3.43952,A11b,0.0,43.0,9.0,0.0,1.0,0.955,0.955,-0.5,0.851348,1.351348
7846,3,10,ClusterPW,3,200,10,44,48,"Hit(CW,9,STRONG)",61390,3228.74,A11b,0.0,65.0,10.0,-0.55,1.76564,-0.12,0.43,-1.43282,-0.989715,0.4431049999999999
5246,2,5,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",153303,8165.11,A11b,0.0,75.0,10.0,0.74,2.07904,1.025,0.2849999999999999,-0.29952,0.0510399999999998,0.3505599999999998
4166,2,12,ClusterPW,3,200,10,44,49,"Hit(CCW,11,WEAK)",31232,1823.34,A11b,0.0,75.0,10.0,0.19,1.65647,0.19,0.0,-0.6382350000000001,-0.6382350000000001,0.0
6533,4,6,ClusterPW,3,200,10,44,29,"PreGuard(CCW,G4)",142034,7897.68,A11b,0.0,81.0,10.0,0.26,1.97038,0.615,0.355,-0.72519,-0.31462,0.41057
5721,0,12,ClusterPW,3,200,10,44,3,"Draw(CCW,S0)",48901,3554.28,A11b,0.0,123.0,10.0,1.41,1.48051,1.945,0.5350000000000001,0.6697449999999999,1.528588,0.8588430000000001
4463,7,9,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",91210,5163.97,A11b,0.0,103.0,10.0,1.025,1.91687,1.03,0.0050000000000001,0.0665649999999998,0.0665649999999998,0.0
5606,2,14,ClusterPW,3,200,10,44,77,"Hit(CCW,9,MIDDLE)",6331,432.025,A11b,0.0,139.0,10.0,-1.01,1.86545,0.54,1.55,-1.942725,-0.17035,1.772375
1123,4,3,ClusterPW,3,200,10,44,36,"Hit(CW,0,MIDDLE)",176811,8998.17,A11b,0.0,55.0,10.0,0.87,2.12911,1.04,0.17,-0.1945549999999999,0.06938,0.2639349999999999
8113,3,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",69,6.00056,A11b,0.0,69.0,10.0,0.93,0.36756,1.0,0.0699999999999999,0.7462200000000001,1.0,0.2537799999999999
716,6,7,ClusterPW,3,200,10,44,39,"Hit(CCW,4,STRONG)",111553,5666.08,A11b,0.0,55.0,10.0,0.63,1.65925,1.015,0.3849999999999999,-0.1996249999999999,0.073725,0.27335
459,3,5,ClusterPW,3,200,10,44,49,"Hit(CCW,2,STRONG)",150395,6167.99,A11b,0.0,71.0,10.0,0.745,2.14242,1.05,0.305,-0.32621,0.0341899999999999,0.3603999999999999
9287,7,12,ClusterPW,3,200,10,44,44,"Freeze(CW,11)",30020,1769.28,A11b,0.0,65.0,10.0,-0.635,1.49726,-0.31,0.325,-1.38363,-0.98168,0.40195
5647,1,10,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",74786,4360.3,A11b,0.0,91.0,10.0,-0.25,2.00187,0.33,0.5800000000000001,-1.250935,-0.460745,0.79019
4562,4,13,ClusterPW,3,200,10,44,76,"Hit(CW,8,MIDDLE)",26194,2219.95,A11b,0.0,129.0,10.0,1.765,1.36006,1.765,0.0,1.0849699999999998,1.0849699999999998,0.0
6201,5,11,ClusterPW,3,200,10,44,63,"Hit(CCW,6,TOUCH)",58034,3653.67,A11b,0.0,107.0,10.0,0.765,1.64005,0.765,0.0,-0.0550249999999999,-0.0550249999999999,0.0
9166,3,14,ClusterPW,3,200,10,44,67,"Hit(CCW,7,MIDDLE)",6448,470.139,A11b,0.0,139.0,10.0,0.505,1.45258,0.995,0.49,-0.22129,0.3176949999999999,0.5389849999999999
8703,4,3,ClusterPW,3,200,10,44,20,"Draw(CW,L5)",174189,8575.24,A11b,0.0,49.0,10.0,0.525,2.05411,1.18,0.6549999999999999,-0.502055,0.1865699999999999,0.6886249999999999
1616,0,14,ClusterPW,3,200,10,44,33,"Hit(CCW,7,TOUCH)",3161,185.668,A11b,0.0,69.0,10.0,0.86,1.35292,0.86,0.0,0.18354,0.18354,0.0
5809,3,9,ClusterPW,3,200,10,44,42,"Hit(CW,8,TOUCH)",77655,3995.81,A11b,0.0,53.0,10.0,0.355,1.91546,0.78,0.425,-0.60273,-0.0848099999999999,0.51792
4651,6,5,ClusterPW,3,200,10,44,48,"Hit(CW,2,STRONG)",151600,7892.58,A11b,0.0,71.0,10.0,0.47,2.01224,0.915,0.445,-0.5361199999999999,-0.09715,0.4389699999999998
8894,2,15,ClusterPW,3,200,10,44,2,"Draw(CW,S0)",79,7.22072,A11b,0.0,79.0,10.0,1.885,0.437921,1.885,0.0,1.6660395,1.6660395,0.0
2369,6,9,ClusterPW,3,200,10,44,49,"Hit(CCW,2,STRONG)",86804,4681.27,A11b,0.0,79.0,10.0,0.47,1.75758,0.69,0.2199999999999999,-0.40879,-0.214695,0.1940949999999999
1083,7,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",103,9.47768,A11b,0.0,103.0,10.0,-0.98,0.198997,0.74,1.72,-1.0794985,-0.163105,0.9163935
366,3,11,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",62968,4074.97,A11b,0.0,119.0,10.0,1.025,1.80121,1.555,0.53,0.1243949999999999,0.5517699999999999,0.4273749999999999
6354,2,15,ClusterPW,3,200,10,44,4,"Draw(CW,S2)",151,15.3921,A11b,0.0,151.0,10.0,1.535,0.498773,1.535,0.0,1.2856135,1.2856135,0.0
9260,7,2,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",190541,9461.96,A11b,0.0,49.0,10.0,-0.64,1.99008,-0.21,0.43,-1.63504,-1.206985,0.4280550000000001
6267,4,12,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",27553,1547.07,A11b,0.0,55.0,10.0,-0.36,1.72928,-0.025,0.3349999999999999,-1.22464,-0.859435,0.365205
1158,6,8,ClusterPW,3,200,10,44,43,"Hit(CCW,7,TOUCH)",99058,4024.29,A11b,0.0,65.0,10.0,-0.255,1.9339,0.39,0.645,-1.22195,-0.642945,0.5790050000000001
6520,1,5,ClusterPW,3,200,10,44,34,"Hit(CW,0,WEAK)",153026,8033.67,A11b,0.0,75.0,10.0,1.04,1.95407,1.215,0.175,0.062965,0.2315749999999999,0.1686099999999999
2099,0,14,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",4350,264.3,A11b,0.0,91.0,10.0,0.535,1.32241,0.56,0.025,-0.126205,-0.0434049999999999,0.0828000000000001
4892,6,10,ClusterPW,3,200,10,44,57,"Hit(CCW,5,MIDDLE)",73662,4170.8,A11b,0.0,101.0,10.0,-0.825,1.81504,0.185,1.01,-1.73252,-0.66805,1.06447
7859,3,14,ClusterPW,3,200,10,44,89,"Hit(CCW,13,STRONG)",6089,426.63,A11b,0.0,129.0,10.0,-0.1,1.90526,0.515,0.615,-1.05263,-0.0462,1.00643
2084,7,10,ClusterPW,3,200,10,44,45,"Hit(CCW,3,WEAK)",82400,4890.97,A11b,0.0,113.0,10.0,1.79,2.05083,2.465,0.6749999999999998,0.7645850000000001,1.623885,0.8593
5335,1,14,ClusterPW,3,200,10,44,85,"Hit(CCW,11,WEAK)",6902,523.074,A11b,0.0,145.0,10.0,0.485,1.67026,0.485,0.0,-0.35013,-0.35013,0.0
5272,2,4,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",159764,7976.21,A11b,0.0,53.0,10.0,-0.76,2.0031,-0.41,0.35,-1.76155,-1.427585,0.333965
5472,3,13,ClusterPW,3,200,10,44,10,"Draw(CW,L0)",11218,792.386,A11b,0.0,69.0,10.0,-0.055,1.79777,0.7,0.755,-0.953885,-0.02111,0.932775
4526,5,9,ClusterPW,3,200,10,44,46,"Hit(CW,6,MIDDLE)",80272,4387.83,A11b,0.0,65.0,10.0,0.175,1.872,0.685,0.51,-0.7610000000000001,-0.15847,0.6025300000000001
6392,2,5,ClusterPW,3,200,10,44,35,"Hit(CCW,0,WEAK)",153894,8137.75,A11b,0.0,75.0,10.0,0.99,2.0518,1.075,0.0849999999999999,-0.0359,0.1003999999999999,0.1362999999999999
1255,4,13,ClusterPW,3,200,10,44,66,"Hit(CW,12,MIDDLE)",20641,1584.98,A11b,0.0,91.0,10.0,0.85,1.63936,2.34,1.4899999999999998,0.03032,1.5011899999999998,1.4708699999999997
5259,3,8,ClusterPW,3,200,10,44,93,"PostGuard(CCW,6,1)",111700,6333.48,A11b,0.0,97.0,10.0,0.925,1.92597,0.965,0.0399999999999999,-0.0379849999999999,-0.02692,0.0110649999999998
7905,3,15,ClusterPW,3,200,10,44,56,"Hit(CW,10,MIDDLE)",103,7.30262,A11b,0.0,103.0,10.0,2.765,1.17037,2.865,0.1,2.179815,2.3683175000000003,0.1885025000000002
4159,5,11,ClusterPW,3,200,10,44,58,"Hit(CW,8,STRONG)",57062,3403.84,A11b,0.0,103.0,10.0,0.295,2.05133,0.765,0.47,-0.7306650000000001,-0.0980999999999999,0.6325650000000002
2788,5,13,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",30873,2697.19,A11b,0.0,139.0,10.0,2.14,1.35292,3.115,0.975,1.46354,2.4309350000000003,0.9673950000000002
4360,7,4,ClusterPW,3,200,10,44,2,"Draw(CW,S0)",162912,8333.11,A11b,0.0,59.0,10.0,-0.75,2.13014,-0.47,0.28,-1.81507,-1.414605,0.400465
8248,7,13,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",9816,680.258,A11b,0.0,59.0,10.0,1.49,1.16615,1.49,0.0,0.906925,0.906925,0.0
2081,5,9,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",77755,3944.07,A11b,0.0,53.0,10.0,0.365,1.90834,0.865,0.5,-0.58917,0.1088949999999999,0.6980649999999999
1265,4,5,ClusterPW,3,200,10,44,37,"Hit(CCW,0,MIDDLE)",152666,7240.35,A11b,0.0,71.0,10.0,0.695,2.13119,0.89,0.195,-0.3705950000000001,-0.11019,0.2604050000000001
3677,7,15,ClusterPW,3,200,10,44,3,"Draw(CCW,S0)",75,6.59248,A11b,0.0,75.0,10.0,1.56,0.75921,1.695,0.135,1.180395,1.2149025,0.0345074999999999
477,2,10,ClusterPW,3,200,10,44,35,"Hit(CCW,5,WEAK)",72084,4134.83,A11b,0.0,81.0,10.0,-0.965,1.85304,-0.245,0.72,-1.89152,-1.152605,0.738915
8462,7,13,ClusterPW,3,200,10,44,85,"PostGuard(CCW,5,0)",27760,2337.71,A11b,0.0,115.0,10.0,2.32,1.08977,2.63,0.31,1.775115,2.11934,0.3442249999999998
3186,1,11,ClusterPW,3,200,10,44,57,"Hit(CCW,4,MIDDLE)",58969,3682.52,A11b,0.0,119.0,10.0,-0.395,2.12343,1.3,1.695,-1.456715,0.2680100000000001,1.724725
8936,4,15,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",145,14.8214,A11b,0.0,145.0,10.0,0.825,0.578252,1.015,0.1899999999999999,0.535874,1.0,0.464126
966,6,3,ClusterPW,3,200,10,44,8,"Draw(CW,S6)",176766,8686.98,A11b,0.0,55.0,10.0,0.675,2.0419,1.15,0.4749999999999998,-0.34595,0.1599349999999999,0.5058849999999999
232,1,13,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",12925,905.686,A11b,0.0,59.0,10.0,1.575,1.22245,1.575,0.0,0.963775,0.963775,0.0
3968,6,10,ClusterPW,3,200,10,44,39,"PostGuard(CCW,6,1)",57437,2865.54,A11b,0.0,49.0,10.0,0.5,1.94422,0.95,0.4499999999999999,-0.47211,0.0573199999999999,0.52943
2440,2,5,ClusterPW,3,200,10,44,39,"Hit(CCW,0,STRONG)",152779,7973.97,A11b,0.0,71.0,10.0,0.425,1.99358,1.17,0.7449999999999999,-0.57179,0.127035,0.698825
1624,6,15,ClusterPW,3,200,10,44,2,"Draw(CW,S0)",91,8.78481,A11b,0.0,91.0,10.0,1.26,0.58515,1.265,0.0049999999999998,0.967425,1.0,0.032575
9851,7,8,ClusterPW,3,200,10,44,29,"PreGuard(CCW,G4)",106122,6021.47,A11b,0.0,81.0,10.0,-0.35,1.8755,0.155,0.505,-1.28775,-0.86615,0.4216
9879,2,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",117,11.1754,A11b,0.0,117.0,10.0,2.8,0.519615,3.125,0.3250000000000002,2.5401925,3.0,0.4598075000000001
9832,1,9,ClusterPW,3,200,10,44,39,"Hit(CCW,0,STRONG)",93062,5263.1,A11b,0.0,103.0,10.0,0.51,2.01492,1.24,0.73,-0.49746,0.362225,0.859685
4221,2,14,ClusterPW,3,200,10,44,19,"Draw(CCW,L4)",6998,533.25,A11b,0.0,145.0,10.0,0.7,1.50665,1.555,0.855,-0.053325,1.1719285,1.2252535
1999,2,5,ClusterPW,3,200,10,44,4,"Draw(CW,S2)",143134,7111.38,A11b,0.0,53.0,10.0,0.285,2.04053,0.875,0.5900000000000001,-0.7352650000000001,-0.0723099999999999,0.6629550000000001
99,4,13,ClusterPW,3,200,10,44,10,"Draw(CW,L0)",8928,598.041,A11b,0.0,57.0,10.0,0.465,1.43484,0.635,0.1699999999999999,-0.2524199999999999,0.04513,0.2975499999999999
964,0,8,ClusterPW,3,200,10,44,47,"Hit(CCW,5,MIDDLE)",94868,4812.65,A11b,0.0,63.0,10.0,-0.42,1.91405,-0.295,0.125,-1.377025,-1.175055,0.2019699999999999
6357,7,5,ClusterPW,3,200,10,44,38,"Hit(CW,0,STRONG)",154311,8050.14,A11b,0.0,75.0,10.0,0.76,1.78953,0.895,0.135,-0.134765,-0.0618149999999999,0.07295
632,7,12,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",33041,2051.25,A11b,0.0,81.0,10.0,-0.245,1.92483,-0.195,0.0499999999999999,-1.207415,-1.03419,0.1732250000000001
3130,2,11,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",54483,3300.7,A11b,0.0,91.0,10.0,0.56,1.72522,1.315,0.7549999999999999,-0.3026099999999999,0.59636,0.8989699999999999
2941,4,13,ClusterPW,3,200,10,44,59,"Hit(CCW,6,STRONG)",28106,2261.74,A11b,0.0,125.0,10.0,0.075,1.73187,1.365,1.29,-0.790935,0.823755,1.61469
6374,0,11,ClusterPW,3,200,10,44,54,"Hit(CW,6,WEAK)",57005,3386.39,A11b,0.0,113.0,10.0,0.4,2.06155,1.54,1.14,-0.630775,0.4435949999999999,1.07437
156,7,14,ClusterPW,3,200,10,44,55,"Hit(CCW,5,WEAK)",6888,504.854,A11b,0.0,145.0,10.0,0.54,1.21178,1.105,0.565,-0.06589,0.7474000000000001,0.8132900000000001
1570,1,4,ClusterPW,3,200,10,44,28,"PreGuard(CW,G4)",157178,8065.78,A11b,0.0,49.0,10.0,-0.605,1.97964,-0.32,0.285,-1.59482,-1.28535,0.3094699999999999
7117,6,12,ClusterPW,3,200,10,44,35,"Hit(CCW,11,WEAK)",26121,1428.56,A11b,0.0,49.0,10.0,-0.14,1.36396,-0.14,0.0,-0.82198,-0.82198,0.0
6164,7,6,ClusterPW,3,200,10,44,1,"Draw(CCW,TEE)",125648,6198.85,A11b,0.0,49.0,10.0,-0.65,1.9666,-0.25,0.4,-1.6333,-1.193065,0.4402349999999999
4376,5,5,ClusterPW,3,200,10,44,59,"Hit(CCW,4,STRONG)",150308,7397.67,A11b,0.0,75.0,10.0,0.845,1.92898,0.9,0.055,-0.1194899999999999,-0.082345,0.0371449999999999
4444,0,12,ClusterPW,3,200,10,44,54,"Hit(CW,11,WEAK)",29850,1718.11,A11b,0.0,75.0,10.0,-1.365,1.88196,-0.345,1.02,-2.30598,-1.145935,1.160045
5083,5,6,ClusterPW,3,200,10,44,48,"Hit(CW,3,STRONG)",141666,7611.93,A11b,0.0,81.0,10.0,-0.9,2.07123,-0.245,0.655,-1.935615,-1.2506050000000002,0.6850099999999997
894,4,13,ClusterPW,3,200,10,44,60,"Hit(CW,8,MIDDLE)",23974,1884.75,A11b,0.0,105.0,10.0,1.6,1.73494,2.14,0.54,0.7325300000000001,1.5378350000000005,0.8053050000000002
8445,1,11,ClusterPW,3,200,10,44,85,"PostGuard(CCW,5,0)",60563,3922.54,A11b,0.0,103.0,10.0,2.135,1.8157,2.34,0.205,1.2271499999999995,1.48642,0.2592700000000001
7871,7,15,ClusterPW,3,200,10,44,35,"Hit(CCW,0,WEAK)",151,16.3815,A11b,0.0,151.0,10.0,2.485,1.88674,3.185,0.7000000000000002,1.5416299999999998,2.495655,0.9540250000000003
8198,0,4,ClusterPW,3,200,10,44,51,"Freeze(CCW,3)",163070,7666.74,A11b,0.0,59.0,10.0,-0.705,1.97433,-0.365,0.3399999999999999,-1.692165,-1.308635,0.3835299999999999
6829,6,13,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",10699,759.747,A11b,0.0,53.0,10.0,0.12,1.5413,0.45,0.33,-0.65065,-0.203355,0.4472949999999999
4702,2,8,ClusterPW,3,200,10,44,33,"Hit(CCW,7,TOUCH)",92718,4749.87,A11b,0.0,49.0,10.0,-0.49,1.76065,-0.045,0.445,-1.370325,-1.00064,0.369685
4058,3,5,ClusterPW,3,200,10,44,53,"PostGuard(CCW,1,0)",152943,7178.4,A11b,0.0,71.0,10.0,0.75,2.05852,0.985,0.235,-0.27926,-0.0017599999999999,0.2775000000000001
7591,4,13,ClusterPW,3,200,10,44,50,"Freeze(CW,6)",23644,1797.52,A11b,0.0,97.0,10.0,2.19,1.39782,3.245,1.0550000000000002,1.4910899999999998,2.70533,1.2142400000000002
1445,7,8,ClusterPW,3,200,10,44,44,"Freeze(CW,7)",99856,5199.79,A11b,0.0,65.0,10.0,-0.57,1.90921,-0.23,0.3399999999999999,-1.524605,-1.08544,0.439165
5373,5,13,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",24421,1906.28,A11b,0.0,107.0,10.0,1.755,1.46798,1.945,0.1900000000000001,1.02101,1.352975,0.331965
5423,3,9,ClusterPW,3,200,10,44,11,"Draw(CCW,L0)",93959,4957.02,A11b,0.0,103.0,10.0,0.735,1.91697,0.97,0.235,-0.223485,-0.140965,0.08252
1644,5,15,ClusterPW,3,200,10,44,0,"Draw(CW,TEE)",135,14.2464,A11b,0.0,135.0,10.0,-1.0,0.0,-0.35,0.65,-1.0,-0.93256,0.06744
6839,5,3,ClusterPW,3,200,10,44,17,"Draw(CCW,L3)",176087,7320.74,A11b,0.0,55.0,10.0,0.925,2.21119,1.225,0.3,-0.180595,0.0756100000000001,0.2562050000000002
1063,2,15,ClusterPW,3,200,10,44,34,"Hit(CW,12,WEAK)",55,4.2495,A11b,0.0,55.0,10.0,1.905,0.293215,1.905,0.0,1.7583925,1.7583925,0.0
3774,5,6,ClusterPW,3,200,10,44,34,"Hit(CW,1,WEAK)",131495,5752.42,A11b,0.0,65.0,10.0,-0.345,2.01395,-0.215,0.1299999999999999,-1.351975,-1.1727,0.1792749999999998
7844,2,5,ClusterPW,3,200,10,44,46,"Hit(CW,2,MIDDLE)",151551,6585.89,A11b,0.0,71.0,10.0,0.995,2.09403,1.02,0.025,-0.052015,0.0304649999999999,0.08248
5770,5,13,ClusterPW,3,200,10,44,7,"Draw(CCW,S4)",18274,1363.88,A11b,0.0,91.0,10.0,0.835,1.15229,1.12,0.2850000000000001,0.2588549999999999,0.592917,0.3340620000000001
7977,6,14,ClusterPW,3,200,10,45,69,"Hit(CCW,7,STRONG)",6560,313.444,A11b,0.0,145.0,10.0,-2.335,1.45009,-1.635,0.7,-3.060045,-2.371845,0.6882000000000001
3926,6,11,ClusterPW,3,200,10,45,39,"Hit(CCW,0,STRONG)",60053,3535.47,A11b,0.0,123.0,10.0,-1.615,2.01166,0.425,2.04,-2.62083,-0.594115,2.026715
3883,1,14,ClusterPW,3,200,10,45,19,"Draw(CCW,L4)",1791,65.0118,A11b,0.0,37.0,8.0,-0.335,0.890379,-0.075,0.26,-0.7801895000000001,-0.551806,0.2283835
9222,7,5,ClusterPW,3,200,10,45,20,"Draw(CW,L5)",133882,6329.2,A11b,0.0,37.0,8.0,1.125,2.01727,1.315,0.1899999999999999,0.116365,0.330065,0.2137
7881,2,15,ClusterPW,3,200,10,45,84,"Hit(CW,12,WEAK)",129,8.53806,A11b,0.0,129.0,10.0,0.285,1.42961,1.72,1.435,-0.429805,0.6866099999999999,1.116415
6406,1,10,ClusterPW,3,200,10,45,51,"Freeze(CCW,9)",61834,3074.02,A11b,0.0,59.0,10.0,-0.79,1.73663,-0.385,0.405,-1.658315,-1.23893,0.4193850000000001
8452,5,15,ClusterPW,3,200,10,45,34,"Hit(CW,0,WEAK)",153,10.9955,A11b,0.0,153.0,10.0,1.32,0.6063,1.935,0.615,1.01685,1.811737,0.7948870000000001
1028,6,15,ClusterPW,3,200,10,45,0,"Draw(CW,TEE)",151,11.1528,A11b,0.0,151.0,10.0,0.77,0.668655,1.0,0.2299999999999999,0.4356725,1.0,0.5643275
2596,1,14,ClusterPW,3,200,10,45,86,"Hit(CW,11,MIDDLE)",6737,332.041,A11b,0.0,145.0,10.0,0.65,1.72554,1.97,1.3199999999999998,-0.21277,1.7626545,1.9754245
4748,1,3,ClusterPW,3,200,10,45,11,"Draw(CCW,L0)",173536,8582.94,A11b,0.0,49.0,10.0,0.54,1.87307,0.985,0.4449999999999999,-0.3965349999999999,0.0489499999999999,0.4454849999999999
9206,3,13,ClusterPW,3,200,10,45,11,"Draw(CCW,L0)",10871,525.269,A11b,0.0,49.0,10.0,1.66,1.49479,1.73,0.07,0.912605,1.01113,0.0985250000000002
