game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
7977,6,14,ClusterValue,3,200,10,42,46,"Hit(CW,3,MIDDLE)",5992,270.324,0
3926,6,11,ClusterValue,3,200,10,42,39,"Hit(CCW,0,STRONG)",54012,2122.37,0
3883,1,14,ClusterValue,3,200,10,42,19,"Draw(CCW,L4)",1623,61.5308,0
9222,7,5,ClusterValue,3,200,10,42,13,"Draw(CCW,L1)",133323,4342.66,0
7881,2,15,ClusterValue,3,200,10,42,84,"Hit(CW,12,WEAK)",129,8.50248,0
6406,1,10,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",58165,2045.95,0
8452,5,15,ClusterValue,3,200,10,42,34,"Hit(CW,0,WEAK)",153,10.8685,0
1028,6,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",151,11.1379,0
2596,1,14,ClusterValue,3,200,10,42,87,"Hit(CCW,11,MIDDLE)",5770,266.611,0
4748,1,3,ClusterValue,3,200,10,42,21,"Draw(CCW,L5)",171349,5685.26,0
9206,3,13,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",6710,289.859,0
5859,1,6,ClusterValue,3,200,10,42,45,"Hit(CCW,5,WEAK)",127921,4449.48,0
6871,4,5,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",147402,5141.46,0
7163,3,13,ClusterValue,3,200,10,42,64,"Hit(CW,12,WEAK)",10225,453.085,0
5807,0,8,ClusterValue,3,200,10,42,55,"Hit(CCW,7,WEAK)",100553,3596.12,0
5567,2,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",129,8.82778,0
2507,3,11,ClusterValue,3,200,10,42,62,"Hit(CW,8,STRONG)",48549,1863.29,0
7006,3,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",145,10.4873,0
1984,6,4,ClusterValue,3,200,10,42,44,"Hit(CW,3,WEAK)",157508,5314.22,0
1845,7,14,ClusterValue,3,200,10,42,45,"PostGuard(CCW,10,1)",2382,84.9794,0
5780,2,6,ClusterValue,3,200,10,42,38,"Hit(CW,5,STRONG)",121881,4143.04,0
8645,7,5,ClusterValue,3,200,10,42,47,"Hit(CCW,2,MIDDLE)",146855,5040.94,0
6132,0,13,ClusterValue,3,200,10,42,1,"Draw(CCW,TEE)",14735,735.446,0
3339,4,10,ClusterValue,3,200,10,42,42,"Hit(CW,9,TOUCH)",62689,2209.88,0
3566,6,14,ClusterValue,3,200,10,42,92,"PostGuard(CW,0,0)",5473,265.517,0
5523,3,9,ClusterValue,3,200,10,42,55,"Hit(CCW,4,WEAK)",86674,3237.29,0
7015,5,14,ClusterValue,3,200,10,42,46,"Hit(CW,3,MIDDLE)",5946,273.924,0
743,7,3,ClusterValue,3,200,10,42,36,"Hit(CW,0,MIDDLE)",172677,5861.83,0
1014,4,15,ClusterValue,3,200,10,42,10,"Draw(CW,L0)",61,3.43225,0
3900,0,10,ClusterValue,3,200,10,42,40,"Freeze(CW,9)",57443,1993.66,0
4543,6,5,ClusterValue,3,200,10,42,45,"Hit(CCW,2,WEAK)",147270,4972.91,0
9231,5,14,ClusterValue,3,200,10,42,10,"Draw(CW,L0)",4149,164.349,0
1825,5,7,ClusterValue,3,200,10,42,53,"PostGuard(CCW,1,0)",114068,4038.27,0
4062,4,15,ClusterValue,3,200,10,42,35,"Hit(CCW,2,WEAK)",117,7.74434,0
9882,2,11,ClusterValue,3,200,10,42,102,"PostGuard(CW,11,0)",54424,2258.5,0
2998,6,14,ClusterValue,3,200,10,42,59,"Hit(CCW,5,STRONG)",5918,272.159,0
1555,2,3,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",173359,5958.33,0
4372,4,14,ClusterValue,3,200,10,42,18,"Draw(CW,L4)",2059,73.4733,0
3732,7,7,ClusterValue,3,200,10,42,21,"Draw(CCW,L5)",104220,3407.38,0
3858,5,5,ClusterValue,3,200,10,42,15,"Draw(CCW,L2)",150107,5353.72,0
1938,0,14,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",4040,165.038,0
9112,3,9,ClusterValue,3,200,10,42,34,"Hit(CW,2,WEAK)",78869,2762.55,0
4157,3,12,ClusterValue,3,200,10,42,38,"Hit(CW,3,STRONG)",32428,1351.31,0
7373,1,11,ClusterValue,3,200,10,42,59,"Hit(CCW,6,STRONG)",50742,1971.67,0
7173,4,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",151,11.4143,0
196,4,4,ClusterValue,3,200,10,42,6,"Draw(CW,S4)",154127,5142.02,0
2630,2,14,ClusterValue,3,200,10,42,6,"Draw(CW,S4)",2469,88.3758,0
5731,2,10,ClusterValue,3,200,10,42,13,"Draw(CCW,L1)",54632,1789.25,0
9518,4,5,ClusterValue,3,200,10,42,10,"Draw(CW,L0)",147238,5241.53,0
8211,7,12,ClusterValue,3,200,10,42,70,"Freeze(CW,11)",28412,1106,0
5392,3,13,ClusterValue,3,200,10,42,86,"Hit(CW,10,MIDDLE)",19410,1026.94,0
4262,4,2,ClusterValue,3,200,10,42,45,"PostGuard(CCW,0,1)",187799,6358.63,0
6230,1,12,ClusterValue,3,200,10,42,34,"Hit(CW,11,WEAK)",23232,809.287,0
3543,4,7,ClusterValue,3,200,10,42,36,"Hit(CW,2,MIDDLE)",106532,3591.18,0
1784,6,5,ClusterValue,3,200,10,42,45,"Hit(CCW,2,WEAK)",146835,5175.66,0
4905,4,14,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",4214,158.365,0
3837,2,10,ClusterValue,3,200,10,42,40,"Freeze(CW,7)",62307,2323.38,0
2854,0,15,ClusterValue,3,200,10,42,57,"Hit(CCW,12,MIDDLE)",103,6.60434,0
1221,1,10,ClusterValue,3,200,10,42,65,"Hit(CCW,7,WEAK)",71715,2806.15,0
7301,6,14,ClusterValue,3,200,10,42,31,"PreGuard(CCW,G5)",5845,278.914,0
5248,0,3,ClusterValue,3,200,10,42,3,"Draw(CCW,S0)",171735,5800.01,0
2545,3,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",61,3.35681,0
6335,1,11,ClusterValue,3,200,10,42,35,"Hit(CCW,6,WEAK)",40360,1378.47,0
8275,4,5,ClusterValue,3,200,10,42,44,"Hit(CW,2,WEAK)",146775,5013.73,0
963,5,13,ClusterValue,3,200,10,42,45,"Hit(CCW,10,WEAK)",12194,558.949,0
176,5,11,ClusterValue,3,200,10,42,55,"Hit(CCW,8,WEAK)",50145,1974.6,0
2199,1,13,ClusterValue,3,200,10,42,76,"Hit(CW,10,MIDDLE)",16942,885.945,0
8298,3,11,ClusterValue,3,200,10,42,35,"Hit(CCW,0,WEAK)",55818,2382.32,0
6729,2,14,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",5689,259.715,0
8119,5,4,ClusterValue,3,200,10,42,7,"Draw(CCW,S4)",162888,5668.76,0
8189,0,14,ClusterValue,3,200,10,42,7,"Draw(CCW,S4)",2310,82.3801,0
9791,0,8,ClusterValue,3,200,10,42,35,"Hit(CCW,7,WEAK)",91064,3088.29,0
5487,5,5,ClusterValue,3,200,10,42,24,"Draw(CW,L7)",146869,5169.18,0
4950,0,15,ClusterValue,3,200,10,42,35,"Hit(CCW,12,WEAK)",71,4.08622,0
9143,3,7,ClusterValue,3,200,10,42,55,"Hit(CCW,4,WEAK)",116421,4141.82,0
4517,4,13,ClusterValue,3,200,10,42,4,"Draw(CW,S2)",19861,1076.4,0
2994,5,10,ClusterValue,3,200,10,42,39,"Hit(CCW,1,STRONG)",72369,2857.14,0
961,6,13,ClusterValue,3,200,10,42,59,"Hit(CCW,4,STRONG)",21126,1126.19,0
1566,1,3,ClusterValue,3,200,10,42,50,"Freeze(CW,2)",175722,6092.7,0
1686,6,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",49,2.6757,0
1201,0,6,ClusterValue,3,200,10,42,48,"Hit(CW,5,STRONG)",123573,4198.39,0
5494,4,5,ClusterValue,3,200,10,42,44,"Hit(CW,2,WEAK)",150145,5333.55,0
2492,4,15,ClusterValue,3,200,10,42,2,"Draw(CW,S0)",75,4.4824,0
8959,1,11,ClusterValue,3,200,10,42,46,"Hit(CW,6,MIDDLE)",47597,1779.88,0
1671,0,15,ClusterValue,3,200,10,42,76,"Hit(CW,12,MIDDLE)",117,7.76848,0
1385,7,11,ClusterValue,3,200,10,42,55,"Hit(CCW,6,WEAK)",50853,1904.23,0
6872,1,14,ClusterValue,3,200,10,42,87,"Hit(CCW,13,MIDDLE)",5734,273.617,0
8785,1,4,ClusterValue,3,200,10,42,9,"Draw(CCW,S6)",154275,5215.27,0
1835,0,15,ClusterValue,3,200,10,42,55,"Hit(CCW,14,WEAK)",69,4.06206,0
6216,7,8,ClusterValue,3,200,10,42,48,"PostGuard(CW,6,0)",91766,3107.73,0
8471,6,5,ClusterValue,3,200,10,42,34,"Hit(CW,0,WEAK)",149161,5271.18,0
256,3,12,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",27830,1079.38,0
5778,2,9,ClusterValue,3,200,10,42,37,"Hit(CCW,0,MIDDLE)",85206,3097.33,0
6320,4,15,ClusterValue,3,200,10,42,64,"Hit(CW,12,WEAK)",103,6.37196,0
1638,4,11,ClusterValue,3,200,10,42,1,"Draw(CCW,TEE)",52401,2137.54,0
2310,6,15,ClusterValue,3,200,10,42,55,"Hit(CCW,6,WEAK)",135,8.91839,0
7921,5,4,ClusterValue,3,200,10,42,40,"Freeze(CW,1)",154243,5214.46,0
1361,1,12,ClusterValue,3,200,10,42,44,"Hit(CW,11,WEAK)",24302,868.874,0
5041,1,8,ClusterValue,3,200,10,42,52,"PostGuard(CW,6,2)",90935,3086.78,0
5033,7,5,ClusterValue,3,200,10,42,39,"Hit(CCW,0,STRONG)",146463,5042.01,0
5022,1,15,ClusterValue,3,200,10,42,7,"Draw(CCW,S4)",89,5.7068,0
9907,7,9,ClusterValue,3,200,10,42,46,"Hit(CW,6,MIDDLE)",77554,2667.25,0
8627,2,12,ClusterValue,3,200,10,42,11,"Draw(CCW,L0)",35039,1564.02,0
1641,6,10,ClusterValue,3,200,10,42,67,"Hit(CCW,7,MIDDLE)",74503,3110.4,0
7249,2,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",139,9.59158,0
4837,7,2,ClusterValue,3,200,10,42,8,"Draw(CW,S6)",187171,6486.88,0
1039,2,15,ClusterValue,3,200,10,42,3,"Draw(CCW,S0)",43,2.36537,0
7846,3,10,ClusterValue,3,200,10,42,48,"Hit(CW,9,STRONG)",58134,1979.1,0
5246,2,5,ClusterValue,3,200,10,42,1,"Draw(CCW,TEE)",149293,5379.44,0
4166,2,12,ClusterValue,3,200,10,42,48,"Hit(CW,11,WEAK)",27093,1037.43,0
6533,4,6,ClusterValue,3,200,10,42,70,"PostGuard(CW,2,1)",133413,4777.51,0
5721,0,12,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",39751,1813.75,0
4463,7,9,ClusterValue,3,200,10,42,54,"Hit(CW,4,WEAK)",87156,3158.67,0
5606,2,14,ClusterValue,3,200,10,42,77,"Hit(CCW,9,MIDDLE)",5529,251.925,0
1123,4,3,ClusterValue,3,200,10,42,10,"Draw(CW,L0)",172754,5871.03,0
8113,3,15,ClusterValue,3,200,10,42,0,"Draw(CW,TEE)",69,4.12569,0
716,6,7,ClusterValue,3,200,10,42,39,"Hit(CCW,4,STRONG)",107067,3711.75,0
459,3,5,ClusterValue,3,200,10,42,44,"Hit(CW,2,WEAK)",145434,4975.45,0
9287,7,12,ClusterValue,3,200,10,42,40,"Hit(CW,11,MIDDLE)",24371,864.754,0
5647,1,10,ClusterValue,3,200,10,42,62,"Hit(CW,9,TOUCH)",68418,2606.48,0
4562,4,13,ClusterValue,3,200,10,42,74,"Hit(CW,8,WEAK)",17988,941.016,0
6201,5,11,ClusterValue,3,200,10,42,63,"Hit(CCW,6,TOUCH)",49979,1968.34,0
9166,3,14,ClusterValue,3,200,10,42,74,"Hit(CW,9,WEAK)",5740,266.568,0
8703,4,3,ClusterValue,3,200,10,42,38,"Hit(CW,0,STRONG)",169755,5635.35,0
