game_id,end,shot_num,team,remaining,has_hammer,phase_shot,phase_r,n_stones,n_stones_bin,n_my,n_op,n_my_house,n_op_house,n_house,house_diff,n_my_guard,n_op_guard,n_guard,n_center_guard,center_lane_blocked,n_front_house,n_back_house,n_within_0.61,n_within_1.22,d_no1,no1_mine,d_no2,no1_no2_gap,counting_my,counting_op,score_now,min_pair_dist,mean_nn_dist,x_spread,y_spread,house_mean_nn_dist,house_density,n_cand,q_star,q_2nd,q_gap12,q_median,q_mean,q_min,q_range,q_iqr,q_star_minus_median,n_near_best_025,n_near_best_050,frac_near_best_050,q_sd_mean,q_sd_median,q_sd_best,best_type,n_types,frac_hit,frac_draw,frac_guard,best_type_margin,n_types_near_best_050,best_type_is_hit,best_hist_entropy,best_p_negative,best_p_ge2,qadj_star_l0.5,qadj_best_same_as_q_best_l0.5,qadj_best_type_l0.5,lookahead_gain_best,lookahead_gain_mean,n_cand_ct,K_clusters,n_reps,largest_frac,n_singleton,singleton_frac,size_entropy_norm,mean_cluster_size,type_purity,eta2_q,within_sd_q,between_range_q,best_is_rep,best_cluster_selected,best_cluster_size,rep_q_max,screen_loss,true_top_cluster_selected,rho_cand,rho_cluster,rho_gain,cluster_sd_mean,best_cluster_rank,rho_cluster_risk_l0.5,rho_cand_risk_l0.5,topk_overlap_l0.5,n_seeds_ct,rho_gain_sd,md_best_is_rep,md_best_cluster_selected,md_rep_q_max,md_screen_loss,regret_A1,regret_A1_sd,n_seeds_A1,regret_adj_A1,regret_adj_A1_sd,regret_A5,regret_A5_sd,n_seeds_A5,regret_adj_A5,regret_adj_A5_sd,regret_A2,regret_A2_sd,n_seeds_A2,regret_adj_A2,regret_adj_A2_sd,regret_A9,regret_A9_sd,n_seeds_A9,regret_adj_A9,regret_adj_A9_sd,regret_A9P5,regret_A9P5_sd,n_seeds_A9P5,regret_adj_A9P5,regret_adj_A9P5_sd,regret_A9R05,regret_A9R05_sd,n_seeds_A9R05,regret_adj_A9R05,regret_adj_A9R05_sd,d_A5_A1,d_A2_A1,d_A2_A5,d_A9_A1,d_A9_A5,d_A9_A2,d_A9P5_A1,d_A9P5_A5,d_A9P5_A2,d_A9P5_A9,d_A9R05_A1,d_A9R05_A5,d_A9R05_A2,d_A9R05_A9,d_A9R05_A9P5,dadj_A5_A1,dadj_A2_A1,dadj_A2_A5,dadj_A9_A1,dadj_A9_A5,dadj_A9_A2,dadj_A9P5_A1,dadj_A9P5_A5,dadj_A9P5_A2,dadj_A9P5_A9,dadj_A9R05_A1,dadj_A9R05_A5,dadj_A9R05_A2,dadj_A9R05_A9,dadj_A9R05_A9P5
8462,7,13,1,3,1,late,late_r2-4,11,9-12,7,4,7,4,11,3,0,0,0,0,1,9,2,3,10,0.10579777426018874,1,0.3594054774554764,0.2536077031952877,3,0,3,0.2960574827309768,0.37903217681788487,0.5007952203313253,0.4456974081923979,0.37903217681788487,0.8985629670061606,115,2.63,2.615,0.01499999999999968,2.185,2.0238695652173915,0.01,2.62,0.3799999999999999,0.44499999999999984,17,63,0.5478260869565217,1.2865577999999998,1.23288,1.02132,PostGuard,6,0.2782608695652174,0.2956521739130435,0.41739130434782606,0.01499999999999968,6,0,1.8745304601602724,0.005,0.91,2.11934,1,PostGuard,-0.3700000000000001,-0.7345217391304347,115.0,23.0,4.0,0.17391304347826086,7.0,0.30434782608695654,0.8323048725918119,5.0,0.7565217391304347,0.7863975597793351,0.19100615542417085,2.2275,0.0,0.0,18.0,2.355,0.2749999999999998,0.6,0.33732956973453776,0.5768583793179446,0.2395288095834069,1.3062960597965383,6.6,0.4869241153411279,0.35366669512814103,0.75,5,0.20819494357875418,0.0,1.0,2.615,0.01499999999999968,0.3899999999999997,0.0,5,0.6380249999999996,0.0,0.2879999999999998,0.058587541337728026,5,0.42103389999999974,0.19082513698684975,0.3449999999999997,0.0,5,0.5242249999999995,0.0,0.45299999999999974,0.08671793355471531,5,0.6800049999999997,0.08316760637411674,0.37899999999999984,0.05067050424063289,5,0.5523979999999998,0.12483579022059334,0.5669999999999998,0.2960489824336508,5,0.7271513999999997,0.37344866924023173,-0.10199999999999987,-0.044999999999999984,0.056999999999999884,0.06300000000000006,0.16499999999999992,0.10800000000000004,-0.010999999999999843,0.09100000000000003,0.03400000000000014,-0.0739999999999999,0.17700000000000016,0.279,0.22200000000000014,0.1140000000000001,0.188,-0.21699109999999988,-0.11380000000000012,0.10319109999999976,0.04198000000000013,0.2589711,0.15578000000000025,-0.08562699999999979,0.1313641000000001,0.028173000000000337,-0.12760699999999991,0.08912640000000005,0.30611749999999993,0.20292640000000017,0.04714639999999992,0.17475339999999984
3186,1,11,1,5,1,mid,mid_r5-8,11,9-12,6,5,6,5,11,1,0,0,0,0,1,9,2,5,11,0.07600417569818435,0,0.31805699862572967,0.24205282292754532,0,3,-3,0.30062700002895415,0.3661890429307302,0.3848036557336555,0.42476564039031867,0.3661890429307302,0.8985629670061606,119,1.3,0.815,0.4850000000000001,-1.62,-1.4021848739495801,-2.305,3.6050000000000004,0.9125000000000001,2.92,1,2,0.01680672268907563,1.8230679831932772,1.79377,2.06398,Hit,6,0.33613445378151263,0.3025210084033613,0.35294117647058826,2.005,1,1,2.779826386455033,0.285,0.485,0.2680100000000001,1,Hit,0.51,1.2966386554621845,119.0,24.0,4.0,0.3865546218487395,11.0,0.4583333333333333,0.6711255937217284,4.958333333333333,0.6554621848739496,0.7970840408484823,0.320619609922338,3.10625,0.2,0.2,2.0,0.325,0.975,0.2,0.6041199108706524,0.6834127365953939,0.07929282572474153,1.6214219710465188,8.8,0.69330240783465,0.5912680817536368,0.95,5,0.08756233022336223,1.0,1.0,1.3,0.0,1.09,0.2641968962724581,5,1.117924,0.24472690469174005,1.532,0.10854722474572992,5,1.497325,0.11467367434376564,1.689,0.005477225575051657,5,1.726297,0.0014350331006634568,1.669,0.03130495168499709,5,1.677701,0.06559484606278143,1.48,0.20515238238928646,5,1.464704,0.2110514095072573,1.574,0.2270572615002657,5,1.592095,0.2388317669406647,0.44199999999999995,0.599,0.15700000000000003,0.579,0.137,-0.020000000000000018,0.3899999999999999,-0.052000000000000046,-0.20900000000000007,-0.18900000000000006,0.484,0.04200000000000004,-0.11499999999999999,-0.09499999999999997,0.09400000000000008,0.3794010000000001,0.608373,0.22897199999999995,0.5597770000000002,0.1803760000000001,-0.04859599999999986,0.3467800000000001,-0.03262100000000001,-0.26159299999999996,-0.2129970000000001,0.4741710000000001,0.09477000000000002,-0.13420199999999993,-0.08560600000000007,0.12739100000000003
8936,4,15,1,1,1,late,r1,14,13-16,7,7,7,7,14,0,0,0,0,0,1,10,4,5,12,0.13990804346069585,1,0.4226590849798436,0.28275104151914776,1,0,1,0.3154572163955043,0.3920501147430313,0.4697500164287665,0.6617780666044898,0.3920501147430313,1.143625594371477,145,1.015,1.0,0.014999999999999902,1.0,0.2243448275862069,-2.935,3.95,1.6949999999999998,0.014999999999999902,87,92,0.6344827586206897,0.5137587931034483,0.0,0.121552,Draw,6,0.38620689655172413,0.27586206896551724,0.3310344827586207,0.014999999999999902,6,0,0.11236071009937675,0.0,0.015,1.0,0,Draw,0.0,0.0,145.0,29.0,4.0,0.8068965517241379,28.0,0.9655172413793103,0.33681389250740446,5.0,0.5793103448275863,0.11712449851060928,1.159769567785603,0.9612820512820512,0.0,1.0,117.0,1.0,0.014999999999999902,0.0,0.7663752883023968,1.0,0.23362471169760327,0.05709748698385765,29.0,1.0,0.7615388801942021,1.0,5,3.1031676915590914e-17,0.0,1.0,1.0,0.014999999999999902,0.1899999999999999,0.0,5,0.464126,0.0,0.44499999999999995,0.424381903478459,5,0.8088582000000001,0.6882403256357478,0.014999999999999899,0.0,5,0.0,0.0,0.1899999999999999,0.0,5,0.464126,0.0,0.1899999999999999,0.0,5,0.464126,0.0,0.1899999999999999,0.0,5,0.464126,0.0,0.25500000000000006,-0.175,-0.43000000000000005,0.0,-0.25500000000000006,0.175,0.0,-0.25500000000000006,0.175,0.0,0.0,-0.25500000000000006,0.175,0.0,0.0,0.3447322000000001,-0.464126,-0.8088582000000001,0.0,-0.3447322000000001,0.464126,0.0,-0.3447322000000001,0.464126,0.0,0.0,-0.3447322000000001,0.464126,0.0,0.0
966,6,3,1,13,1,early,early_r9+,3,2-4,2,1,2,1,3,1,0,0,0,0,1,1,2,2,3,0.17143287223866516,0,0.2555387713068199,0.08410589906815474,0,1,-1,0.40552509712839624,0.4544405972096534,0.10280154004142587,0.3784604690937569,0.4544405972096534,0.2450626273653165,55,1.15,1.125,0.02499999999999991,0.675,0.6842727272727275,0.27,0.8799999999999999,0.20000000000000018,0.47499999999999987,6,31,0.5636363636363636,2.0303290909090905,2.02877,2.12073,Draw,6,0.14545454545454545,0.509090909090909,0.32727272727272727,0.07499999999999996,6,0,2.766057657128716,0.305,0.4,0.15993499999999994,0,Pass,2.15,1.1379090909090912,55.0,11.0,4.0,0.2545454545454545,2.0,0.18181818181818182,0.8793539588062839,5.0,0.7818181818181819,0.45094609168690203,0.12388427487223053,0.5257142857142857,0.0,0.6,6.0,0.881,0.26899999999999985,0.0,0.048955795440863425,0.10285398110936399,0.053898185668500555,1.9672405855307098,5.0,0.10181818181818181,0.05654187929968289,0.9,5,0.1255449326029622,0.0,1.0,1.075,0.07499999999999996,0.44799999999999984,0.1778201338431619,5,0.45028999999999986,0.09368278156897351,0.4819999999999999,0.09827258010248843,5,0.49155099999999996,0.07352605060453066,0.31899999999999984,0.12641202474448393,5,0.39299499999999987,0.07173916242192961,0.31299999999999983,0.09121403400793106,5,0.370207,0.07990366211882906,0.2999999999999999,0.1820370841339753,5,0.3449079999999999,0.1700617807812796,0.3679999999999998,0.07831028029575683,5,0.3760369999999999,0.10196477851444587,0.03400000000000003,-0.129,-0.16300000000000003,-0.135,-0.16900000000000004,-0.006000000000000005,-0.14799999999999996,-0.182,-0.01899999999999996,-0.012999999999999956,-0.08000000000000002,-0.11400000000000005,0.04899999999999999,0.05499999999999999,0.06799999999999995,0.0412610000000001,-0.057294999999999985,-0.09855600000000009,-0.08008299999999985,-0.12134399999999995,-0.022787999999999864,-0.10538199999999998,-0.14664300000000008,-0.04808699999999999,-0.025299000000000127,-0.07425299999999996,-0.11551400000000006,-0.016957999999999973,0.005829999999999891,0.031129000000000018
232,1,13,1,3,1,late,late_r2-4,3,2-4,1,2,1,2,3,-1,0,0,0,0,1,1,2,2,2,0.09805498502391603,1,0.49222195960867093,0.3941669745847549,1,0,1,0.590234676322429,0.8908838226553017,0.41225763166335144,0.710039324419586,0.8908838226553017,0.2450626273653165,59,1.575,1.47,0.10499999999999998,1.07,0.9951694915254238,0.075,1.5,0.39749999999999996,0.5049999999999999,7,29,0.4915254237288136,1.2572822033898303,1.27121,1.22245,Draw,6,0.2711864406779661,0.5084745762711864,0.2033898305084746,0.10499999999999998,4,0,1.9404638864813233,0.125,0.615,0.9637749999999999,1,Draw,-0.41500000000000004,-0.0012711864406779484,59.0,12.0,4.0,0.13559322033898305,2.0,0.16666666666666666,0.9316690956177023,4.916666666666667,0.7627118644067796,0.7876618322278178,0.13336978798211496,1.1195238095238096,0.2,1.0,7.0,1.438,0.13699999999999993,1.0,0.4695003990771596,0.8174027182704042,0.34790231919324477,1.2305907431279874,1.4,0.7664335664335665,0.43783013540381416,0.85,5,0.1268341729809956,0.0,1.0,1.47,0.10499999999999998,0.0,0.0,5,0.0,0.0,0.2749999999999999,0.2454332903254976,5,0.252328,0.28584190336617893,0.1049999999999999,0.0,5,0.05034999999999999,0.0,0.44899999999999995,0.3328550735680621,5,0.4685249999999999,0.3454111721919255,0.36099999999999993,0.3492742475476829,5,0.32003299999999996,0.36499137324736874,0.45899999999999996,0.3803189450974011,5,0.43304,0.41627634973656624,0.2749999999999999,0.1049999999999999,-0.17,0.44899999999999995,0.17400000000000004,0.3440000000000001,0.36099999999999993,0.08600000000000002,0.256,-0.08800000000000002,0.45899999999999996,0.18400000000000005,0.3540000000000001,0.010000000000000009,0.09800000000000003,0.252328,0.05034999999999999,-0.201978,0.4685249999999999,0.21619699999999992,0.4181749999999999,0.32003299999999996,0.06770499999999996,0.26968299999999995,-0.14849199999999996,0.43304,0.18071199999999998,0.38269,-0.03548499999999993,0.11300700000000002
3968,6,10,0,6,0,mid,mid_r5-8,3,2-4,2,1,2,0,2,2,0,0,0,0,1,1,1,2,2,0.16851730885656274,1,0.49495470333234326,0.3264373944757805,2,0,2,0.6633747575032525,1.1432308868495598,0.9862595497210869,0.35526915930820196,0.6633747575032525,0.16337508491021102,49,0.95,0.8,0.1499999999999999,-0.105,0.049285714285714266,-0.5,1.45,0.5700000000000001,1.055,2,12,0.24489795918367346,1.7352446938775516,1.7099,1.78536,PreGuard,5,0.08163265306122448,0.5306122448979592,0.3673469387755102,0.2799999999999999,3,0,2.4729183127858008,0.325,0.42,0.05731999999999993,1,PreGuard,-1.05,-2.59469387755102,49.0,10.0,4.0,0.20408163265306123,1.0,0.1,0.9086283332445497,4.9,0.8367346938775511,0.5393492704628937,0.21533074545372957,0.925,0.4,1.0,10.0,0.776,0.17399999999999996,0.8,0.44463274178899737,0.7273250070859507,0.28269226529695335,1.5989597073569584,3.6,0.6363636363636364,0.42779821141235636,0.95,5,0.18553340054217204,0.0,1.0,0.67,0.2799999999999999,0.5079999999999999,0.22739283190109574,5,0.549298,0.20095536546084056,0.5879999999999999,0.28236943885626153,5,0.589917,0.2633717163677604,0.9200000000000002,0.0,5,0.9967399999999997,0.0,0.571,0.3016910671531393,5,0.5769139999999998,0.2755160549632271,0.45299999999999996,0.1021396103380074,5,0.48895999999999995,0.10933367853731073,0.701,0.26754438884043147,5,0.6995439999999998,0.2289367858001417,0.07999999999999996,0.41200000000000025,0.3320000000000003,0.06300000000000006,-0.016999999999999904,-0.3490000000000002,-0.05499999999999994,-0.1349999999999999,-0.4670000000000002,-0.118,0.19300000000000006,0.1130000000000001,-0.2190000000000002,0.13,0.248,0.04061900000000007,0.4474419999999998,0.4068229999999997,0.027615999999999863,-0.013003000000000209,-0.4198259999999999,-0.060338,-0.10095700000000007,-0.5077799999999998,-0.08795399999999987,0.15024599999999988,0.10962699999999981,-0.2971959999999999,0.12263000000000002,0.21058399999999988
2440,2,5,1,11,1,early,early_r9+,5,5-8,3,2,3,2,5,1,0,0,0,0,1,3,2,4,5,0.28237576483119103,1,0.38886779967618945,0.10649203484499842,2,0,2,0.4157840788498278,0.4518594260158661,0.23867910047710506,0.534067285648541,0.4518594260158661,0.40843771227552755,71,1.17,1.03,0.1399999999999999,0.625,0.6114788732394366,0.13,1.04,0.24999999999999994,0.5449999999999999,5,30,0.4225352112676056,2.0035783098591553,2.00858,2.08593,Hit,6,0.22535211267605634,0.4225352112676056,0.3380281690140845,0.1399999999999999,5,1,2.758512450265799,0.31,0.42,0.127035,1,Hit,0.125,-1.2397887323943664,71.0,15.0,4.0,0.2535211267605634,6.0,0.4,0.8310987096272244,4.733333333333333,0.7464788732394366,0.28416984279810664,0.17946692621176738,0.505,0.2,0.6,5.0,0.959,0.21099999999999994,0.4,0.02094591216598315,0.025437378195456883,0.004491466029473733,1.7887147182606316,4.6,0.007857142857142858,0.018657969133341296,0.8,5,0.15938620124753028,0.0,1.0,0.9099999999999999,0.2599999999999999,0.37799999999999984,0.13381890748321035,5,0.3274,0.16813603372715802,0.4589999999999999,0.11458621208504975,5,0.39277899999999993,0.1345951985306311,0.5049999999999999,0.16244229744743208,5,0.48721699999999996,0.1750635912175916,0.3389999999999999,0.26931394319641155,5,0.290438,0.25366931245718316,0.3279999999999999,0.14554209013203023,5,0.2639969999999999,0.12299060460051413,0.3049999999999998,0.055226805085936345,5,0.24408899999999994,0.05634776541709533,0.08100000000000007,0.12700000000000006,0.045999999999999985,-0.038999999999999924,-0.12,-0.16599999999999998,-0.04999999999999993,-0.131,-0.177,-0.01100000000000001,-0.07300000000000001,-0.15400000000000008,-0.20000000000000007,-0.034000000000000086,-0.023000000000000076,0.06537899999999991,0.15981699999999993,0.09443800000000002,-0.03696200000000005,-0.10234099999999996,-0.19677899999999998,-0.0634030000000001,-0.128782,-0.22322000000000003,-0.026441000000000048,-0.08331100000000008,-0.14869,-0.243128,-0.04634900000000003,-0.01990799999999998
1624,6,15,1,1,1,late,r1,7,5-8,3,4,3,4,7,-1,0,0,0,0,1,3,4,3,5,0.15061279701568903,1,0.21027980296585877,0.059667005950169744,1,0,1,0.2906741851642332,0.732490607349299,0.8267519035041075,0.5559321464248794,0.732490607349299,0.5718127971857385,91,1.265,1.26,0.004999999999999893,1.0,0.5285164835164835,-3.05,4.3149999999999995,0.345,0.2649999999999999,7,64,0.7032967032967034,0.3732340549450549,0.0,1.15532,Hit,6,0.3516483516483517,0.37362637362637363,0.26373626373626374,0.004999999999999893,6,1,1.4933471756701153,0.105,0.555,1.0,0,Draw,0.0,0.0,91.0,19.0,4.0,0.8021978021978022,18.0,0.9473684210526315,0.36307846077742373,4.7894736842105265,0.5494505494505495,0.05701152318024823,1.066005912620641,1.25,0.0,1.0,73.0,1.26,0.004999999999999893,0.0,0.6124273415654068,0.7474093186836598,0.134981977118253,0.04485171165103328,18.0,0.7474093186836598,0.559140706649323,1.0,5,0.0,0.0,1.0,1.0,0.2649999999999999,0.0049999999999998,0.0,5,0.032575,0.0,0.2129999999999999,0.11627553482998912,5,0.006515,0.01456798287341113,0.5599999999999999,0.0,5,0.6943665000000001,0.0,0.0049999999999998,0.0,5,0.032575,0.0,0.0049999999999998,0.0,5,0.032575,0.0,0.0049999999999998,0.0,5,0.032575,0.0,0.2080000000000001,0.5550000000000002,0.34700000000000003,0.0,-0.2080000000000001,-0.5550000000000002,0.0,-0.2080000000000001,-0.5550000000000002,0.0,0.0,-0.2080000000000001,-0.5550000000000002,0.0,0.0,-0.02606,0.6617915000000001,0.6878515000000001,0.0,0.02606,-0.6617915000000001,0.0,0.02606,-0.6617915000000001,0.0,0.0,0.02606,-0.6617915000000001,0.0,0.0
9851,7,8,0,8,0,mid,mid_r5-8,6,5-8,3,3,3,3,6,0,0,0,0,0,1,2,4,3,6,0.16740154151021736,1,0.2629055797950268,0.09550403828480947,1,0,1,0.37252800004511194,0.3996649172262152,0.261969340162977,0.45975658686599136,0.3996649172262152,0.490125254730633,81,0.155,-0.06,0.215,-0.445,-0.46685185185185185,-1.155,1.31,0.26499999999999996,0.6,4,24,0.2962962962962963,1.9028020987654322,1.90378,2.0423,Hit,6,0.2962962962962963,0.3950617283950617,0.2962962962962963,0.215,5,1,2.651655008833409,0.535,0.265,-0.86615,1,Hit,1.105,-0.9941975308641976,81.0,17.0,4.0,0.19753086419753085,5.0,0.29411764705882354,0.8432777123889823,4.764705882352941,0.654320987654321,0.49732743168502164,0.1592321775150506,0.7988636363636363,0.0,0.4,11.0,-0.184,0.33899999999999997,0.4,0.17262347331135455,0.19788852315633246,0.025265049844977926,1.7561089306163304,7.2,0.17990196078431375,0.15853965567319214,0.7,5,0.2859473635378774,0.0,1.0,-0.205,0.36,0.33799999999999997,0.21686977659415801,5,0.33622199999999997,0.23247636803554886,0.253,0.17027918252094112,5,0.22379599999999997,0.14228635885951965,0.546,0.11326958991715294,5,0.48248000000000013,0.17308674400427088,0.7310000000000001,0.26966182525526305,5,0.688425,0.3346639527944412,0.611,0.4577581239038801,5,0.60106,0.487460272368426,0.537,0.14960782065119457,5,0.4722760000000001,0.19035419904089318,-0.08499999999999996,0.20800000000000007,0.29300000000000004,0.3930000000000001,0.4780000000000001,0.18500000000000005,0.273,0.358,0.06499999999999995,-0.1200000000000001,0.19900000000000007,0.28400000000000003,-0.009000000000000008,-0.19400000000000006,-0.07399999999999995,-0.112426,0.14625800000000017,0.25868400000000014,0.352203,0.46462899999999996,0.20594499999999982,0.2648380000000001,0.37726400000000004,0.11857999999999991,-0.08736499999999991,0.13605400000000012,0.24848000000000012,-0.010204000000000046,-0.21614899999999987,-0.12878399999999995
9879,2,15,1,1,1,late,r1,10,9-12,4,6,4,6,10,-2,0,0,0,0,1,4,6,4,8,0.27271807784596974,1,0.4696014787754537,0.19688340092948398,3,0,3,0.3110764538566039,0.44255923827604204,0.36136551137599504,0.7949739306417538,0.44255923827604204,0.8168754245510551,117,3.125,3.0,0.125,2.955,2.650769230769231,0.18,2.945,0.3849999999999998,0.16999999999999993,69,86,0.7350427350427351,0.3532337324786325,0.259808,0.599479,Hit,6,0.41025641025641024,0.3247863247863248,0.2564102564102564,0.125,6,1,1.0131889832468746,0.0,0.96,3.0,0,Draw,0.0,0.0,117.0,24.0,4.0,0.8034188034188035,23.0,0.9583333333333334,0.3499013977135025,4.875,0.6068376068376068,0.07417269349654805,0.6376913430347315,0.46499999999999986,0.0,1.0,94.0,3.0,0.125,0.0,0.6508449707526978,0.44536594457558853,-0.20547902617710925,0.03285229426185777,24.0,0.44536594457558853,0.6472008950238499,1.0,5,3.1031676915590914e-17,0.0,1.0,3.0,0.125,0.3250000000000002,0.0,5,0.45980750000000004,0.0,0.2610000000000001,0.0920869154657708,5,0.32843580000000006,0.2024595119109004,0.3250000000000002,0.0,5,0.45980750000000004,0.0,0.3250000000000002,0.0,5,0.45980750000000004,0.0,0.3250000000000002,0.0,5,0.45980750000000004,0.0,0.3250000000000002,0.0,5,0.45980750000000004,0.0,-0.06400000000000006,0.0,0.06400000000000006,0.0,0.06400000000000006,0.0,0.0,0.06400000000000006,0.0,0.0,0.0,0.06400000000000006,0.0,0.0,0.0,-0.13137169999999998,0.0,0.13137169999999998,0.0,0.13137169999999998,0.0,0.0,0.13137169999999998,0.0,0.0,0.0,0.13137169999999998,0.0,0.0,0.0
