game_id,end,shot_num,candidate_idx,label,shot_type,q_ref_mean,q_ref_sd,n_rollouts,resampled,score_hist,q_immediate_mean
7977,6,14,44,"Hit(CW,3,WEAK)",3,-2.455,1.67868,200,1,"-6:1;-5:20;-4:53;-3:23;-2:25;-1:66;1:12",-2.385
7977,6,14,45,"Hit(CCW,3,WEAK)",3,-3.68,1.08517,200,1,"-6:9;-5:20;-4:104;-3:43;-2:15;-1:8;1:1",-3.615
7977,6,14,46,"Hit(CW,3,MIDDLE)",3,-3.5,1.29615,200,1,"-8:1;-7:2;-6:4;-5:27;-4:83;-3:41;-2:22;-1:20",-3.51
7977,6,14,47,"Hit(CCW,3,MIDDLE)",3,-2.405,1.53655,200,1,"-6:1;-5:13;-4:45;-3:37;-2:37;-1:56;1:11",-2.21
7977,6,14,48,"Hit(CW,3,STRONG)",3,-3.495,1.19999,200,1,"-7:1;-6:6;-5:19;-4:92;-3:46;-2:23;-1:11;1:2",-3.445
7977,6,14,49,"Hit(CCW,3,STRONG)",3,-2.41,1.42545,200,1,"-5:6;-4:47;-3:51;-2:37;-1:48;1:11",-2.425
7977,6,14,50,"Freeze(CW,3)",4,-3.51,1.08623,200,1,"-6:1;-5:2;-4:154;-3:10;-2:9;-1:23;1:1",-3.885
7977,6,14,51,"Freeze(CCW,3)",4,-3.04,1.62123,200,1,"-7:1;-6:2;-5:22;-4:92;-3:11;-2:20;-1:45;1:7",-2.995
7977,6,14,52,"Hit(CW,5,TOUCH)",3,-3.065,1.42154,200,1,"-7:2;-6:2;-5:11;-4:95;-3:18;-2:28;-1:43;1:1",-2.965
7977,6,14,53,"Hit(CCW,5,TOUCH)",3,-2.705,1.20332,200,1,"-5:8;-4:46;-3:79;-2:13;-1:54",-3.335
7977,6,14,54,"Hit(CW,5,WEAK)",3,-3.245,1.09315,200,1,"-6:3;-5:8;-4:79;-3:78;-2:13;-1:17;1:2",-3.345
7977,6,14,55,"Hit(CCW,5,WEAK)",3,-2.35,1.38112,200,1,"-5:1;-4:39;-3:63;-2:51;-1:35;1:6;2:4;3:1",-2.86
7977,6,14,56,"Hit(CW,5,MIDDLE)",3,-2.03,1.2406,200,1,"-5:1;-4:22;-3:46;-2:69;-1:50;1:11;2:1",-2.42
7977,6,14,57,"Hit(CCW,5,MIDDLE)",3,-3.13,1.14153,200,1,"-6:2;-5:3;-4:92;-3:51;-2:30;-1:20;1:2",-3.355
7977,6,14,58,"Hit(CW,5,STRONG)",3,-1.745,1.18321,200,1,"-4:9;-3:43;-2:70;-1:61;1:17",-2.33
7977,6,14,59,"Hit(CCW,5,STRONG)",3,-3.21,1.25136,200,1,"-7:1;-6:5;-5:11;-4:81;-3:47;-2:32;-1:22;1:1",-3.425
7977,6,14,60,"Freeze(CW,5)",4,-3.355,1.26845,200,1,"-6:3;-5:9;-4:131;-3:3;-2:21;-1:33",-3.67
7977,6,14,61,"Freeze(CCW,5)",4,-2.99,1.33038,200,1,"-5:3;-4:111;-3:23;-2:7;-1:56",-3.825
7977,6,14,62,"Hit(CW,7,TOUCH)",3,-3.38,1.17712,200,1,"-6:1;-5:4;-4:143;-3:4;-2:18;-1:30",-3.9
7977,6,14,63,"Hit(CCW,7,TOUCH)",3,-3.53,1.13978,200,1,"-6:2;-5:7;-4:147;-3:11;-2:7;-1:25;1:1",-4.01
7977,6,14,64,"Hit(CW,7,WEAK)",3,-2.25,1.58981,200,1,"-6:2;-5:5;-4:52;-3:24;-2:52;-1:47;1:18",-2.835
7977,6,14,65,"Hit(CCW,7,WEAK)",3,-2.46,1.51275,200,1,"-5:12;-4:51;-3:35;-2:45;-1:45;1:12",-2.98
7977,6,14,66,"Hit(CW,7,MIDDLE)",3,-2.42,1.69812,200,1,"-6:4;-5:14;-4:43;-3:38;-2:36;-1:50;1:14;4:1",-2.495
7977,6,14,67,"Hit(CCW,7,MIDDLE)",3,-2.365,1.38988,200,1,"-5:3;-4:46;-3:54;-2:37;-1:49;1:11",-2.605
7977,6,14,68,"Hit(CW,7,STRONG)",3,-2.25,1.49583,200,1,"-6:1;-5:6;-4:43;-3:35;-2:47;-1:57;1:10;4:1",-2.335
7977,6,14,69,"Hit(CCW,7,STRONG)",3,-2.12,1.50187,200,1,"-5:4;-4:37;-3:47;-2:40;-1:54;1:17;2:1",-2.54
7977,6,14,70,"Freeze(CW,7)",4,-3.505,1.09543,200,1,"-5:6;-4:151;-3:8;-2:8;-1:27",-3.93
7977,6,14,71,"Freeze(CCW,7)",4,-3.605,0.984365,200,1,"-5:5;-4:159;-3:8;-2:8;-1:20",-4
7977,6,14,72,"Hit(CW,9,TOUCH)",3,-2.505,1.51986,200,1,"-6:2;-5:4;-4:84;-3:8;-2:9;-1:92;1:1",-2.81
7977,6,14,73,"Hit(CCW,9,TOUCH)",3,-2.905,1.6081,200,1,"-7:4;-6:2;-5:15;-4:81;-3:12;-2:24;-1:60;1:2",-2.51
7977,6,14,74,"Hit(CW,9,WEAK)",3,-2.97,1.35982,200,1,"-6:2;-5:15;-4:67;-3:56;-2:17;-1:40;1:3",-3.04
7977,6,14,75,"Hit(CCW,9,WEAK)",3,-3.875,1.24474,200,1,"-8:1;-7:3;-6:8;-5:35;-4:105;-3:23;-2:9;-1:16",-3.835
7977,6,14,76,"Hit(CW,9,MIDDLE)",3,-3.795,1.42582,200,1,"-8:1;-7:5;-6:12;-5:32;-4:79;-3:48;-2:9;-1:10;1:4",-3.635
7977,6,14,77,"Hit(CCW,9,MIDDLE)",3,-2.56,1.6237,200,1,"-6:3;-5:14;-4:45;-3:45;-2:46;-1:34;1:12;5:1",-2.35
7977,6,14,78,"Hit(CW,9,STRONG)",3,-3.835,1.42751,200,1,"-7:5;-6:12;-5:37;-4:86;-3:37;-2:5;-1:14;1:4",-3.815
7977,6,14,79,"Hit(CCW,9,STRONG)",3,-2.445,1.55466,200,1,"-6:1;-5:11;-4:44;-3:53;-2:32;-1:44;1:15",-2.25
7977,6,14,80,"Freeze(CW,9)",4,-2.545,1.4724,200,1,"-5:1;-4:91;-3:7;-2:27;-1:70;1:3;2:1",-3.01
7977,6,14,81,"Freeze(CCW,9)",4,-2.99,1.3928,200,1,"-6:1;-5:10;-4:101;-3:15;-2:22;-1:50;1:1",-3.125
7977,6,14,82,"Hit(CW,11,TOUCH)",3,-3.785,1.06713,200,1,"-6:5;-5:18;-4:149;-3:6;-2:1;-1:21",-4.06
7977,6,14,83,"Hit(CCW,11,TOUCH)",3,-3.3,1.27671,200,1,"-6:1;-5:2;-4:144;-3:5;-2:7;-1:40;1:1",-4
7977,6,14,84,"Hit(CW,11,WEAK)",3,-2.935,1.8223,200,1,"-8:1;-7:1;-6:11;-5:29;-4:45;-3:34;-2:16;-1:55;1:8",-2.365
7977,6,14,85,"Hit(CCW,11,WEAK)",3,-3.45,1.51245,200,1,"-8:3;-6:10;-5:18;-4:94;-3:25;-2:19;-1:29;1:2",-2.92
7977,6,14,86,"Hit(CW,11,MIDDLE)",3,-3.29,1.62662,200,1,"-7:6;-6:8;-5:16;-4:81;-3:33;-2:21;-1:29;1:6",-2.71
7977,6,14,87,"Hit(CCW,11,MIDDLE)",3,-2.94,1.799,200,1,"-7:5;-6:1;-5:28;-4:59;-3:34;-2:24;-1:35;1:14",-2.615
7977,6,14,88,"Hit(CW,11,STRONG)",3,-3.315,1.50857,200,1,"-7:3;-6:6;-5:20;-4:85;-3:37;-2:16;-1:28;1:5",-2.92
7977,6,14,89,"Hit(CCW,11,STRONG)",3,-2.55,1.86481,200,1,"-7:2;-6:5;-5:20;-4:40;-3:50;-2:15;-1:47;1:21",-2.465
7977,6,14,90,"Freeze(CW,11)",4,-3.63,1.05976,200,1,"-6:2;-5:6;-4:159;-3:5;-2:7;-1:20;1:1",-4
7977,6,14,91,"Freeze(CCW,11)",4,-3.435,1.24731,200,1,"-6:1;-5:6;-4:150;-3:3;-2:6;-1:32;1:2",-4
7977,6,14,92,"Hit(CW,13,TOUCH)",3,-3.62,1.03228,200,1,"-6:2;-5:5;-4:158;-3:7;-2:6;-1:22",-4
7977,6,14,93,"Hit(CCW,13,TOUCH)",3,-3.68,0.93145,200,1,"-6:2;-5:2;-4:166;-3:7;-2:6;-1:17",-4
7977,6,14,94,"Hit(CW,13,WEAK)",3,-3.59,1.26961,200,1,"-7:1;-6:6;-5:33;-4:86;-3:42;-2:8;-1:24",-3.55
7977,6,14,95,"Hit(CCW,13,WEAK)",3,-3.285,1.61052,200,1,"-7:1;-6:10;-5:31;-4:66;-3:39;-2:11;-1:37;1:5",-2.905
7977,6,14,96,"Hit(CW,13,MIDDLE)",3,-2.92,1.93225,200,1,"-7:4;-6:8;-5:38;-4:38;-3:32;-2:14;-1:54;1:12",-1.92
7977,6,14,97,"Hit(CCW,13,MIDDLE)",3,-3.76,1.45685,200,1,"-7:6;-6:14;-5:30;-4:80;-3:39;-2:14;-1:14;1:3",-3.72
7977,6,14,98,"Hit(CW,13,STRONG)",3,-2.8,1.99499,200,1,"-7:6;-6:8;-5:30;-4:34;-3:39;-2:18;-1:48;1:17",-1.83
7977,6,14,99,"Hit(CCW,13,STRONG)",3,-3.81,1.45048,200,1,"-7:9;-6:5;-5:40;-4:84;-3:33;-2:11;-1:15;1:3",-3.78
7977,6,14,100,"Freeze(CW,13)",4,-3.57,1.0794,200,1,"-6:2;-5:5;-4:154;-3:8;-2:6;-1:25",-4
7977,6,14,101,"Freeze(CCW,13)",4,-3.535,1.07646,200,1,"-6:1;-5:3;-4:157;-3:6;-2:7;-1:26",-4
7977,6,14,102,"PostGuard(CW,0,0)",7,-3.685,0.892062,200,1,"-6:1;-5:3;-4:165;-3:9;-2:7;-1:15",-4
7977,6,14,103,"PostGuard(CCW,0,0)",7,-3.57,1.11584,200,1,"-6:1;-5:6;-4:156;-3:8;-2:5;-1:22;1:2",-3.95
7977,6,14,104,"PostGuard(CW,0,1)",7,-3.58,1.04575,200,1,"-6:1;-5:5;-4:155;-3:12;-2:2;-1:25",-4
7977,6,14,105,"PostGuard(CCW,0,1)",7,-3.785,0.754172,200,1,"-5:1;-4:182;-3:2;-2:3;-1:12",-4
7977,6,14,106,"PostGuard(CW,0,2)",7,-3.36,1.24916,200,1,"-6:1;-5:3;-4:149;-3:2;-2:4;-1:41",-4
7977,6,14,107,"PostGuard(CCW,0,2)",7,-3.3,1.24097,200,1,"-5:2;-4:146;-3:3;-2:8;-1:41",-4
7977,6,14,108,"PostGuard(CW,2,0)",7,-3.035,1.387,200,1,"-6:1;-5:2;-4:126;-3:3;-2:10;-1:58",-4
7977,6,14,109,"PostGuard(CCW,2,0)",7,-3.18,1.3666,200,1,"-6:2;-5:7;-4:125;-3:7;-2:9;-1:50",-4
7977,6,14,110,"PostGuard(CW,2,1)",7,-3.25,1.31814,200,1,"-6:2;-5:3;-4:136;-3:9;-2:2;-1:48",-4
7977,6,14,111,"PostGuard(CCW,2,1)",7,-3.03,1.39968,200,1,"-6:1;-5:4;-4:121;-3:8;-2:6;-1:60",-4
7977,6,14,112,"PostGuard(CW,2,2)",7,-3.15,1.30288,200,1,"-6:1;-4:133;-3:8;-2:10;-1:48",-4
7977,6,14,113,"PostGuard(CCW,2,2)",7,-3.265,1.25888,200,1,"-5:3;-4:140;-3:7;-2:7;-1:43",-4
7977,6,14,114,"PostGuard(CW,4,0)",7,-3.33,1.22927,200,1,"-6:1;-5:3;-4:143;-3:4;-2:12;-1:37",-3.98
7977,6,14,115,"PostGuard(CCW,4,0)",7,-3.565,1.0372,200,1,"-5:3;-4:161;-3:8;-2:2;-1:26",-4
7977,6,14,116,"PostGuard(CW,4,1)",7,-3.39,1.2198,200,1,"-6:1;-5:4;-4:147;-3:6;-2:4;-1:38",-4
7977,6,14,117,"PostGuard(CCW,4,1)",7,-3.64,1.03942,200,1,"-6:4;-5:4;-4:156;-3:9;-2:6;-1:21",-4
7977,6,14,118,"PostGuard(CW,4,2)",7,-3.535,1.04822,200,1,"-6:2;-5:3;-4:150;-3:11;-2:13;-1:21",-4
7977,6,14,119,"PostGuard(CCW,4,2)",7,-3.605,1.00448,200,1,"-6:3;-5:2;-4:157;-3:6;-2:15;-1:17",-4
7977,6,14,120,"PostGuard(CW,6,0)",7,-3.39,1.148,200,1,"-5:3;-4:145;-3:11;-2:9;-1:32",-4
7977,6,14,121,"PostGuard(CCW,6,0)",7,-3.605,0.948143,200,1,"-5:2;-4:162;-3:10;-2:7;-1:19",-4
7977,6,14,122,"PostGuard(CW,6,1)",7,-3.815,0.68613,200,1,"-4:185;-3:3;-2:2;-1:10",-4
7977,6,14,123,"PostGuard(CCW,6,1)",7,-3.81,0.764133,200,1,"-6:2;-5:1;-4:179;-3:4;-2:3;-1:11",-4
7977,6,14,124,"PostGuard(CW,6,2)",7,-3.745,0.80621,200,1,"-5:2;-4:176;-3:4;-2:5;-1:13",-4
7977,6,14,125,"PostGuard(CCW,6,2)",7,-3.635,0.933689,200,1,"-4:171;-3:5;-2:4;-1:20",-4
7977,6,14,126,"PostGuard(CW,8,0)",7,-3.715,0.868202,200,1,"-6:2;-5:2;-4:165;-3:14;-2:2;-1:15",-4
7977,6,14,127,"PostGuard(CCW,8,0)",7,-3.605,1.02907,200,1,"-6:1;-5:1;-4:169;-3:1;-2:3;-1:25",-4
7977,6,14,128,"PostGuard(CW,8,1)",7,-3.52,1.11786,200,1,"-6:2;-5:3;-4:154;-3:8;-2:4;-1:29",-4
7977,6,14,129,"PostGuard(CCW,8,1)",7,-3.655,0.987914,200,1,"-5:7;-4:163;-3:6;-2:2;-1:22",-4
7977,6,14,130,"PostGuard(CW,8,2)",7,-3.575,1.02683,200,1,"-6:1;-5:3;-4:158;-3:9;-2:6;-1:23",-4
7977,6,14,131,"PostGuard(CCW,8,2)",7,-3.615,0.988319,200,1,"-5:6;-4:158;-3:10;-2:5;-1:21",-4
7977,6,14,132,"PostGuard(CW,10,0)",7,-3.195,1.28724,200,1,"-5:3;-4:134;-3:8;-2:9;-1:46",-4
7977,6,14,133,"PostGuard(CCW,10,0)",7,-3.13,1.32405,200,1,"-5:3;-4:129;-3:11;-2:5;-1:52",-4
7977,6,14,134,"PostGuard(CW,10,1)",7,-3.275,1.27255,200,1,"-5:3;-4:143;-3:5;-2:4;-1:45",-4
7977,6,14,135,"PostGuard(CCW,10,1)",7,-3.205,1.34647,200,1,"-6:3;-5:2;-4:133;-3:6;-2:7;-1:49",-4
7977,6,14,136,"PostGuard(CW,10,2)",7,-3.375,1.23466,200,1,"-6:1;-5:7;-4:139;-3:10;-2:5;-1:38",-4
7977,6,14,137,"PostGuard(CCW,10,2)",7,-3.425,1.16378,200,1,"-5:4;-4:150;-3:7;-2:5;-1:34",-4
7977,6,14,138,"PostGuard(CW,12,0)",7,-3.175,1.3283,200,1,"-6:1;-5:2;-4:134;-3:8;-2:4;-1:51",-4
7977,6,14,139,"PostGuard(CCW,12,0)",7,-3.08,1.33551,200,1,"-5:4;-4:123;-3:10;-2:11;-1:52",-4
7977,6,14,140,"PostGuard(CW,12,1)",7,-3.51,1.17469,200,1,"-6:4;-5:4;-4:149;-3:6;-2:7;-1:30",-4
7977,6,14,141,"PostGuard(CCW,12,1)",7,-3.495,1.14016,200,1,"-6:2;-5:4;-4:151;-3:6;-2:8;-1:29",-4
7977,6,14,142,"PostGuard(CW,12,2)",7,-3.68,0.858836,200,1,"-5:3;-4:165;-3:11;-2:7;-1:14",-4
7977,6,14,143,"PostGuard(CCW,12,2)",7,-3.7,0.905539,200,1,"-6:1;-5:4;-4:167;-3:6;-2:6;-1:16",-4
7977,6,14,144,"Pass",0,-3.23,1.28728,200,1,"-6:1;-5:3;-4:133;-3:13;-2:4;-1:46",-4
3926,6,11,0,"Draw(CW,TEE)",1,-1,1.64317,200,1,"-6:1;-5:2;-4:6;-3:20;-2:39;-1:89;1:27;2:9;3:6;4:1",-1.05
3926,6,11,1,"Draw(CCW,TEE)",1,-1.09,1.42545,200,1,"-5:2;-4:4;-3:17;-2:54;-1:84;1:28;2:10;3:1",-1.335
3926,6,11,2,"Draw(CW,S0)",1,-0.87,1.60409,200,1,"-4:6;-3:11;-2:49;-1:92;1:24;2:12;3:2;4:2;5:1;6:1",-1.005
3926,6,11,3,"Draw(CCW,S0)",1,-0.825,1.76476,200,1,"-5:1;-4:5;-3:13;-2:62;-1:67;1:31;2:12;3:3;4:5;6:1",-1.59
3926,6,11,4,"Draw(CW,S2)",1,-0.815,1.62505,200,1,"-4:5;-3:11;-2:50;-1:89;1:26;2:10;3:5;4:2;5:2",-1
3926,6,11,5,"Draw(CCW,S2)",1,-0.785,1.57759,200,1,"-6:1;-4:5;-3:10;-2:35;-1:106;1:24;2:8;3:9;4:2",-1
3926,6,11,6,"Draw(CW,S4)",1,-0.87,1.65623,200,1,"-4:8;-3:14;-2:38;-1:99;1:22;2:12;3:2;4:2;5:3",-1.04
3926,6,11,7,"Draw(CCW,S4)",1,-1.085,1.70229,200,1,"-6:1;-5:2;-4:6;-3:21;-2:57;-1:69;1:28;2:11;3:2;4:2;5:1",-1.505
3926,6,11,8,"Draw(CW,S6)",1,-0.75,1.67556,200,1,"-4:6;-3:9;-2:37;-1:108;1:21;2:5;3:6;4:6;5:2",-1
3926,6,11,9,"Draw(CCW,S6)",1,-0.18,1.81317,200,1,"-5:1;-4:1;-3:6;-2:28;-1:93;1:31;2:22;3:10;4:5;5:3",-1
3926,6,11,10,"Draw(CW,L0)",1,-0.835,1.81873,200,1,"-4:9;-3:28;-2:32;-1:75;1:34;2:12;3:7;4:2;5:1",-1
3926,6,11,11,"Draw(CCW,L0)",1,-1.15,1.65151,200,1,"-5:2;-4:12;-3:19;-2:55;-1:68;1:29;2:11;3:4",-1.67
3926,6,11,12,"Draw(CW,L1)",1,-0.83,1.36422,200,1,"-4:2;-3:9;-2:46;-1:101;1:27;2:10;3:5",-0.93
3926,6,11,13,"Draw(CCW,L1)",1,-1.08,1.44693,200,1,"-5:1;-4:4;-3:16;-2:47;-1:104;1:15;2:7;3:3;4:2;5:1",-1
3926,6,11,14,"Draw(CW,L2)",1,-1.125,1.36359,200,1,"-4:4;-3:21;-2:46;-1:99;1:19;2:9;3:1;5:1",-1
3926,6,11,15,"Draw(CCW,L2)",1,-1.015,1.5921,200,1,"-4:9;-3:15;-2:46;-1:95;1:17;2:9;3:6;4:3",-1
3926,6,11,16,"Draw(CW,L3)",1,-0.93,1.50502,200,1,"-5:1;-4:2;-3:14;-2:42;-1:109;1:17;2:6;3:4;4:4;5:1",-1
3926,6,11,17,"Draw(CCW,L3)",1,-1.17,1.47347,200,1,"-5:1;-4:5;-3:13;-2:73;-1:77;1:17;2:8;3:4;4:2",-1
3926,6,11,18,"Draw(CW,L4)",1,-0.995,1.50166,200,1,"-5:2;-4:4;-3:14;-2:44;-1:100;1:25;2:5;3:4;4:1;6:1",-1
3926,6,11,19,"Draw(CCW,L4)",1,-0.855,1.35424,200,1,"-5:1;-4:4;-3:12;-2:29;-1:112;1:30;2:10;3:2",-1
3926,6,11,20,"Draw(CW,L5)",1,-0.935,1.55588,200,1,"-5:2;-4:2;-3:13;-2:43;-1:106;1:21;2:7;3:2;4:1;5:2;7:1",-1
3926,6,11,21,"Draw(CCW,L5)",1,-0.945,1.55948,200,1,"-4:5;-3:17;-2:47;-1:92;1:20;2:12;3:4;4:3",-1
3926,6,11,22,"Draw(CW,L6)",1,-0.97,1.61527,200,1,"-6:1;-4:7;-3:9;-2:55;-1:91;1:20;2:8;3:5;4:3;5:1",-1
3926,6,11,23,"Draw(CCW,L6)",1,-1.105,1.32438,200,1,"-6:1;-5:1;-4:2;-3:12;-2:51;-1:105;1:22;2:1;3:3;4:2",-1
3926,6,11,24,"Draw(CW,L7)",1,-1.05,1.43091,200,1,"-4:1;-3:21;-2:56;-1:87;1:21;2:8;3:5;4:1",-1
3926,6,11,25,"Draw(CCW,L7)",1,-0.54,1.68476,200,1,"-4:4;-3:5;-2:34;-1:106;1:27;2:14;3:4;4:3;6:3",-1
3926,6,11,26,"PreGuard(CW,G3)",2,-0.745,1.69999,200,1,"-6:1;-4:2;-3:14;-2:43;-1:95;1:21;2:12;3:6;4:5;5:1",-1
3926,6,11,27,"PreGuard(CCW,G3)",2,-0.89,1.6667,200,1,"-7:1;-5:1;-4:4;-3:13;-2:48;-1:91;1:20;2:13;3:7;4:1;5:1",-1
3926,6,11,28,"PreGuard(CW,G4)",2,-0.975,1.22653,200,1,"-5:1;-4:1;-3:7;-2:43;-1:122;1:16;2:4;3:5;4:1",-1
3926,6,11,29,"PreGuard(CCW,G4)",2,-1.035,1.14183,200,1,"-6:1;-3:11;-2:36;-1:130;1:14;2:4;3:4",-1
3926,6,11,30,"PreGuard(CW,G5)",2,-1.08,1.4084,200,1,"-5:1;-4:2;-3:18;-2:51;-1:98;1:16;2:8;3:5;4:1",-1
3926,6,11,31,"PreGuard(CCW,G5)",2,-0.905,1.6174,200,1,"-5:3;-4:3;-3:12;-2:49;-1:93;1:19;2:11;3:8;4:2",-1
3926,6,11,32,"Hit(CW,0,TOUCH)",3,-0.945,1.69469,200,1,"-4:6;-3:24;-2:49;-1:74;1:26;2:12;3:8;5:1",-1.005
