label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,AllGrid,ScoreScreen,AllGrid,3,50,3,18,7,6,5,0.538462,0.555556,0.781511
