game_id,end,shot_num,method,seed,candidate_idx,cluster_id,is_representative,shot_type,label,e_score,e_sd,cluster_value,land_x,land_y
7977,6,14,RandomK,43,9,0,1,"Draw","Draw(CCW,S6)",,,,,
7977,6,14,RandomK,43,13,1,1,"Draw","Draw(CCW,L1)",,,,,
7977,6,14,RandomK,43,17,2,1,"Draw","Draw(CCW,L3)",,,,,
7977,6,14,RandomK,43,18,3,1,"Draw","Draw(CW,L4)",,,,,
7977,6,14,RandomK,43,22,4,1,"Draw","Draw(CW,L6)",,,,,
7977,6,14,RandomK,43,36,5,1,"Hit","Hit(CW,1,MIDDLE)",,,,,
7977,6,14,RandomK,43,37,6,1,"Hit","Hit(CCW,1,MIDDLE)",,,,,
7977,6,14,RandomK,43,39,7,1,"Hit","Hit(CCW,1,STRONG)",,,,,
7977,6,14,RandomK,43,59,8,1,"Hit","Hit(CCW,5,STRONG)",,,,,
7977,6,14,RandomK,43,60,9,1,"Freeze","Freeze(CW,5)",,,,,
7977,6,14,RandomK,43,61,10,1,"Freeze","Freeze(CCW,5)",,,,,
7977,6,14,RandomK,43,71,11,1,"Freeze","Freeze(CCW,7)",,,,,
7977,6,14,RandomK,43,79,12,1,"Hit","Hit(CCW,9,STRONG)",,,,,
7977,6,14,RandomK,43,86,13,1,"Hit","Hit(CW,11,MIDDLE)",,,,,
7977,6,14,RandomK,43,93,14,1,"Hit","Hit(CCW,13,TOUCH)",,,,,
7977,6,14,RandomK,43,94,15,1,"Hit","Hit(CW,13,WEAK)",,,,,
7977,6,14,RandomK,43,96,16,1,"Hit","Hit(CW,13,MIDDLE)",,,,,
7977,6,14,RandomK,43,98,17,1,"Hit","Hit(CW,13,STRONG)",,,,,
7977,6,14,RandomK,43,99,18,1,"Hit","Hit(CCW,13,STRONG)",,,,,
7977,6,14,RandomK,43,107,19,1,"PostGuard","PostGuard(CCW,0,2)",,,,,
7977,6,14,RandomK,43,115,20,1,"PostGuard","PostGuard(CCW,4,0)",,,,,
7977,6,14,RandomK,43,118,21,1,"PostGuard","PostGuard(CW,4,2)",,,,,
7977,6,14,RandomK,43,121,22,1,"PostGuard","PostGuard(CCW,6,0)",,,,,
7977,6,14,RandomK,43,123,23,1,"PostGuard","PostGuard(CCW,6,1)",,,,,
7977,6,14,RandomK,43,124,24,1,"PostGuard","PostGuard(CW,6,2)",,,,,
7977,6,14,RandomK,43,130,25,1,"PostGuard","PostGuard(CW,8,2)",,,,,
7977,6,14,RandomK,43,139,26,1,"PostGuard","PostGuard(CCW,12,0)",,,,,
7977,6,14,RandomK,43,140,27,1,"PostGuard","PostGuard(CW,12,1)",,,,,
7977,6,14,RandomK,43,141,28,1,"PostGuard","PostGuard(CCW,12,1)",,,,,
3926,6,11,RandomK,43,9,0,1,"Draw","Draw(CCW,S6)",,,,,
3926,6,11,RandomK,43,12,1,1,"Draw","Draw(CW,L1)",,,,,
3926,6,11,RandomK,43,17,2,1,"Draw","Draw(CCW,L3)",,,,,
3926,6,11,RandomK,43,21,3,1,"Draw","Draw(CCW,L5)",,,,,
3926,6,11,RandomK,43,26,4,1,"PreGuard","PreGuard(CW,G3)",,,,,
3926,6,11,RandomK,43,34,5,1,"Hit","Hit(CW,0,WEAK)",,,,,
3926,6,11,RandomK,43,36,6,1,"Hit","Hit(CW,0,MIDDLE)",,,,,
3926,6,11,RandomK,43,38,7,1,"Hit","Hit(CW,0,STRONG)",,,,,
3926,6,11,RandomK,43,43,8,1,"Hit","Hit(CCW,2,TOUCH)",,,,,
3926,6,11,RandomK,43,57,9,1,"Hit","Hit(CCW,4,MIDDLE)",,,,,
3926,6,11,RandomK,43,62,10,1,"Hit","Hit(CW,6,TOUCH)",,,,,
3926,6,11,RandomK,43,69,11,1,"Hit","Hit(CCW,6,STRONG)",,,,,
3926,6,11,RandomK,43,70,12,1,"Freeze","Freeze(CW,6)",,,,,
3926,6,11,RandomK,43,72,13,1,"Hit","Hit(CW,8,TOUCH)",,,,,
3926,6,11,RandomK,43,80,14,1,"Freeze","Freeze(CW,8)",,,,,
3926,6,11,RandomK,43,86,15,1,"Hit","Hit(CW,10,MIDDLE)",,,,,
3926,6,11,RandomK,43,89,16,1,"Hit","Hit(CCW,10,STRONG)",,,,,
3926,6,11,RandomK,43,94,17,1,"PostGuard","PostGuard(CW,1,1)",,,,,
3926,6,11,RandomK,43,100,18,1,"PostGuard","PostGuard(CW,3,1)",,,,,
3926,6,11,RandomK,43,105,19,1,"PostGuard","PostGuard(CCW,5,0)",,,,,
3926,6,11,RandomK,43,107,20,1,"PostGuard","PostGuard(CCW,5,1)",,,,,
3926,6,11,RandomK,43,112,21,1,"PostGuard","PostGuard(CW,7,1)",,,,,
3926,6,11,RandomK,43,115,22,1,"PostGuard","PostGuard(CCW,7,2)",,,,,
3926,6,11,RandomK,43,120,23,1,"PostGuard","PostGuard(CW,9,2)",,,,,
3926,6,11,RandomK,43,121,24,1,"PostGuard","PostGuard(CCW,9,2)",,,,,
3883,1,14,RandomK,43,0,0,1,"Draw","Draw(CW,TEE)",,,,,
3883,1,14,RandomK,43,13,1,1,"Draw","Draw(CCW,L1)",,,,,
3883,1,14,RandomK,43,15,2,1,"Draw","Draw(CCW,L2)",,,,,
3883,1,14,RandomK,43,16,3,1,"Draw","Draw(CW,L3)",,,,,
3883,1,14,RandomK,43,18,4,1,"Draw","Draw(CW,L4)",,,,,
3883,1,14,RandomK,43,21,5,1,"Draw","Draw(CCW,L5)",,,,,
3883,1,14,RandomK,43,24,6,1,"Draw","Draw(CW,L7)",,,,,
3883,1,14,RandomK,43,27,7,1,"PreGuard","PreGuard(CCW,G3)",,,,,
9222,7,5,RandomK,43,3,0,1,"Draw","Draw(CCW,S0)",,,,,
9222,7,5,RandomK,43,5,1,1,"Draw","Draw(CCW,S2)",,,,,
9222,7,5,RandomK,43,11,2,1,"Draw","Draw(CCW,L0)",,,,,
9222,7,5,RandomK,43,18,3,1,"Draw","Draw(CW,L4)",,,,,
9222,7,5,RandomK,43,21,4,1,"Draw","Draw(CCW,L5)",,,,,
9222,7,5,RandomK,43,24,5,1,"Draw","Draw(CW,L7)",,,,,
9222,7,5,RandomK,43,29,6,1,"PreGuard","PreGuard(CCW,G4)",,,,,
9222,7,5,RandomK,43,36,7,1,"Pass","Pass",,,,,
7881,2,15,RandomK,43,2,0,1,"Draw","Draw(CW,S0)",,,,,
7881,2,15,RandomK,43,4,1,1,"Draw","Draw(CW,S2)",,,,,
7881,2,15,RandomK,43,6,2,1,"Draw","Draw(CW,S4)",,,,,
7881,2,15,RandomK,43,28,3,1,"PreGuard","PreGuard(CW,G4)",,,,,
7881,2,15,RandomK,43,29,4,1,"PreGuard","PreGuard(CCW,G4)",,,,,
7881,2,15,RandomK,43,30,5,1,"PreGuard","PreGuard(CW,G5)",,,,,
7881,2,15,RandomK,43,33,6,1,"Hit","Hit(CCW,2,TOUCH)",,,,,
7881,2,15,RandomK,43,35,7,1,"Hit","Hit(CCW,2,WEAK)",,,,,
7881,2,15,RandomK,43,36,8,1,"Hit","Hit(CW,2,MIDDLE)",,,,,
7881,2,15,RandomK,43,45,9,1,"Hit","Hit(CCW,4,WEAK)",,,,,
7881,2,15,RandomK,43,48,10,1,"Hit","Hit(CW,4,STRONG)",,,,,
7881,2,15,RandomK,43,54,11,1,"Hit","Hit(CW,6,WEAK)",,,,,
7881,2,15,RandomK,43,72,12,1,"Hit","Hit(CW,10,TOUCH)",,,,,
7881,2,15,RandomK,43,79,13,1,"Hit","Hit(CCW,10,STRONG)",,,,,
7881,2,15,RandomK,43,81,14,1,"Freeze","Freeze(CCW,10)",,,,,
7881,2,15,RandomK,43,83,15,1,"Hit","Hit(CCW,12,TOUCH)",,,,,
7881,2,15,RandomK,43,92,16,1,"PostGuard","PostGuard(CW,5,0)",,,,,
7881,2,15,RandomK,43,96,17,1,"PostGuard","PostGuard(CW,5,2)",,,,,
7881,2,15,RandomK,43,101,18,1,"PostGuard","PostGuard(CCW,7,1)",,,,,
7881,2,15,RandomK,43,106,19,1,"PostGuard","PostGuard(CW,9,1)",,,,,
7881,2,15,RandomK,43,110,20,1,"PostGuard","PostGuard(CW,11,0)",,,,,
7881,2,15,RandomK,43,112,21,1,"PostGuard","PostGuard(CW,11,1)",,,,,
7881,2,15,RandomK,43,116,22,1,"PostGuard","PostGuard(CW,13,0)",,,,,
7881,2,15,RandomK,43,120,23,1,"PostGuard","PostGuard(CW,13,2)",,,,,
7881,2,15,RandomK,43,123,24,1,"PostGuard","PostGuard(CCW,15,0)",,,,,
7881,2,15,RandomK,43,126,25,1,"PostGuard","PostGuard(CW,15,2)",,,,,
