label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,AllGrid,ScoreScreen,AllGrid,3,50,3,24,15,5,4,0.75,1.45833,0.0253473
