label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,ScoreTopK,ScoreScreen,ScoreTopK,3,200,3,16,9,3,4,0.75,0.5625,0.0832645
