label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,Ayumu,ScoreScreen,Ayumu,3,50,3,18,14,1,3,0.933333,2.27778,0.000789113
