label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,Ayumu,ScoreScreen,Ayumu,3,50,3,16,11,1,4,0.916667,2.75,0.00389242
