game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda,num_candidates,num_children,arm,q_ref_mean,q_ref_sd,q_best,regret
196,4,4,AllGrid,3,100,10,42,21,"Draw(CCW,L5)",73846,4745.26,0,49,49,A1N,-0.9,2.07364,-0.22,0.68
2630,2,14,AllGrid,3,100,10,42,10,"Draw(CW,L0)",3389,332.811,0,59,59,A1N,-1.27,1.37735,-1.07,0.19999999999999996
5731,2,10,AllGrid,3,100,10,42,5,"Draw(CCW,S2)",26547,1728.58,0,43,43,A1N,-1.13,1.87965,-0.555,0.5749999999999998
9518,4,5,AllGrid,3,100,10,42,34,"Hit(CW,0,WEAK)",68766,4880.08,0,71,71,A1N,0.695,1.97281,0.985,0.29000000000000004
8211,7,12,AllGrid,3,100,10,42,70,"Freeze(CW,11)",19845,1826.12,0,79,79,A1N,-1.045,1.73002,-0.815,0.22999999999999998
5392,3,13,AllGrid,3,100,10,42,55,"Hit(CCW,4,WEAK)",22319,2908.61,0,135,135,A1N,-1.98,2.10704,-1.005,0.9750000000000001
4262,4,2,AllGrid,3,100,10,42,39,"Hit(CCW,1,STRONG)",88406,5875.68,0,49,49,A1N,-0.63,2.08641,-0.465,0.16499999999999998
6230,1,12,AllGrid,3,100,10,42,38,"Hit(CW,11,STRONG)",15025,1222.67,0,49,49,A1N,-0.435,1.30605,-0.215,0.22
3543,4,7,AllGrid,3,100,10,42,35,"Hit(CCW,2,WEAK)",49451,3262.64,0,55,55,A1N,0.805,1.84037,1.025,0.21999999999999986
1784,6,5,AllGrid,3,100,10,42,51,"Freeze(CCW,2)",68633,4926.8,0,71,71,A1N,0.52,1.9974,1.05,0.53
4905,4,14,AllGrid,3,100,10,42,44,"Hit(CW,7,WEAK)",8154,857.056,0,101,101,A1N,-1.845,1.01043,-1.65,0.19500000000000006
3837,2,10,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",33759,2770.15,0,71,71,A1N,-0.605,1.72597,-0.455,0.14999999999999997
2854,0,15,AllGrid,3,100,10,42,36,"Hit(CW,8,MIDDLE)",203,18.3241,0,103,103,A1N,0.55,1.25599,1.18,0.6299999999999999
1221,1,10,AllGrid,3,100,10,42,47,"Hit(CCW,3,MIDDLE)",41013,3958.44,0,113,113,A1N,-0.75,1.94615,-0.575,0.17500000000000004
7301,6,14,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",12151,1641.73,0,145,145,A1N,0.875,1.39261,1.985,1.11
5248,0,3,AllGrid,3,100,10,42,14,"Draw(CW,L2)",80974,5316.83,0,49,49,A1N,0.905,2.39916,1.33,0.42500000000000004
2545,3,15,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",161,10.8967,0,61,61,A1N,2.98,0.14,2.98,0.0
6335,1,11,AllGrid,3,100,10,42,34,"Hit(CW,6,WEAK)",19392,1292.42,0,53,53,A1N,1.125,1.49645,1.125,0.0
8275,4,5,AllGrid,3,100,10,42,34,"Hit(CW,0,WEAK)",68622,4953.72,0,71,71,A1N,0.64,1.89484,1.005,0.3649999999999999
963,5,13,AllGrid,3,100,10,42,32,"Hit(CW,8,TOUCH)",15588,1739.16,0,89,89,A1N,0.93,1.75645,1.235,0.30500000000000005
176,5,11,AllGrid,3,100,10,42,25,"Draw(CCW,L7)",31479,2998.58,0,97,97,A1N,1.27,2.06327,1.585,0.31499999999999995
2199,1,13,AllGrid,3,100,10,42,74,"Hit(CW,10,WEAK)",20103,2458.26,0,119,119,A1N,-0.19,1.78715,0.25,0.44
8298,3,11,AllGrid,3,100,10,42,69,"Hit(CCW,6,STRONG)",34920,3686.52,0,119,119,A1N,0.16,1.93246,1.185,1.0250000000000001
6729,2,14,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",11829,1565.12,0,135,135,A1N,0.62,1.07963,0.665,0.04500000000000004
8119,5,4,AllGrid,3,100,10,42,20,"Draw(CW,L5)",75875,5336.09,0,65,65,A1N,-0.655,2.03125,-0.18,0.47500000000000003
8189,0,14,AllGrid,3,100,10,42,34,"Hit(CW,13,WEAK)",3338,337.313,0,55,55,A1N,-0.055,1.26173,0.025,0.08
9791,0,8,AllGrid,3,100,10,42,32,"Hit(CW,7,TOUCH)",45407,3167.47,0,55,55,A1N,-0.66,1.89061,-0.11,0.55
5487,5,5,AllGrid,3,100,10,42,30,"PreGuard(CW,G5)",68138,4986.33,0,71,71,A1N,0.375,2.07711,1.085,0.71
4950,0,15,AllGrid,3,100,10,42,11,"Draw(CCW,L0)",171,12.1634,0,71,71,A1N,-0.29,0.972574,0.83,1.1199999999999999
9143,3,7,AllGrid,3,100,10,42,62,"PostGuard(CW,3,0)",56476,4242.74,0,81,81,A1N,0.565,2.0508,1.135,0.5700000000000001
4517,4,13,AllGrid,3,100,10,42,4,"Draw(CW,S2)",20481,2557.78,0,123,123,A1N,1.345,0.738901,1.535,0.18999999999999995
2994,5,10,AllGrid,3,100,10,42,6,"Draw(CW,S4)",41664,3992.45,0,113,113,A1N,0.015,1.67773,0.045,0.03
961,6,13,AllGrid,3,100,10,42,11,"Draw(CCW,L0)",23489,2937.46,0,139,139,A1N,-1.77,1.43426,-1.735,0.03499999999999992
1566,1,3,AllGrid,3,100,10,42,52,"PostGuard(CW,1,0)",81134,5594.71,0,59,59,A1N,0.545,1.89683,0.975,0.42999999999999994
1686,6,15,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",149,9.40509,0,49,49,A1N,1.0,0.0,1.0,0.0
1201,0,6,AllGrid,3,100,10,42,1,"Draw(CCW,TEE)",59488,3989.52,0,53,53,A1N,-0.59,1.98794,-0.385,0.20499999999999996
5494,4,5,AllGrid,3,100,10,42,69,"PostGuard(CCW,3,0)",70789,5186.08,0,75,75,A1N,0.31,2.11043,1.21,0.8999999999999999
2492,4,15,AllGrid,3,100,10,42,2,"Draw(CW,S0)",175,13.0256,0,75,75,A1N,1.175,1.24675,1.65,0.47499999999999987
8959,1,11,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",30607,2936.7,0,97,97,A1N,0.955,1.64407,1.26,0.30500000000000005
1671,0,15,AllGrid,3,100,10,42,47,"Hit(CCW,6,MIDDLE)",217,19.9397,0,117,117,A1N,1.63,2.4603,2.74,1.1100000000000003
1385,7,11,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",30845,2894.06,0,103,103,A1N,0.705,1.97179,1.18,0.475
6872,1,14,AllGrid,3,100,10,42,85,"Hit(CCW,13,WEAK)",11711,1585.18,0,135,135,A1N,0.25,1.4344,1.02,0.77
8785,1,4,AllGrid,3,100,10,42,29,"PreGuard(CCW,G4)",73191,4798.27,0,49,49,A1N,-0.43,1.99126,-0.32,0.10999999999999999
1835,0,15,AllGrid,3,100,10,42,55,"Hit(CCW,14,WEAK)",169,11.4126,0,69,69,A1N,1.235,1.19573,1.235,0.0
6216,7,8,AllGrid,3,100,10,42,6,"Draw(CW,S4)",45706,3143.96,0,55,55,A1N,-0.605,1.95422,0.075,0.6799999999999999
8471,6,5,AllGrid,3,100,10,42,18,"Draw(CW,L4)",70283,5160.63,0,75,75,A1N,0.665,2.1384,1.06,0.395
256,3,12,AllGrid,3,100,10,42,66,"PostGuard(CW,8,1)",21068,1994.62,0,77,77,A1N,-0.86,1.82494,0.495,1.355
5778,2,9,AllGrid,3,100,10,42,71,"Freeze(CCW,6)",44579,3741.87,0,97,97,A1N,0.32,1.9969,0.915,0.595
6320,4,15,AllGrid,3,100,10,42,54,"Hit(CW,10,WEAK)",203,16.7477,0,103,103,A1N,-1.845,1.45979,-0.055,1.79
1638,4,11,AllGrid,3,100,10,42,5,"Draw(CCW,S2)",30909,2908.16,0,103,103,A1N,0.35,1.85674,0.715,0.365
2310,6,15,AllGrid,3,100,10,42,49,"Hit(CCW,4,STRONG)",235,22.2782,0,135,135,A1N,1.035,2.13161,2.215,1.18
7921,5,4,AllGrid,3,100,10,42,41,"Freeze(CCW,1)",72303,4772.24,0,49,49,A1N,-0.815,2.05202,-0.205,0.61
1361,1,12,AllGrid,3,100,10,42,32,"Hit(CW,9,TOUCH)",16556,1406.82,0,59,59,A1N,-0.235,1.75778,0.19,0.425
5041,1,8,AllGrid,3,100,10,42,42,"PostGuard(CW,4,0)",45523,3226.0,0,55,55,A1N,0.08,1.81758,0.14,0.06000000000000001
5033,7,5,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",68442,4941.58,0,71,71,A1N,0.41,2.12177,1.165,0.7550000000000001
5022,1,15,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",189,15.5439,0,89,89,A1N,1.155,0.500974,1.25,0.09499999999999997
9907,7,9,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",37614,2635.93,0,65,65,A1N,0.48,1.84922,1.01,0.53
8627,2,12,AllGrid,3,100,10,42,51,"Freeze(CCW,7)",24071,2584.02,0,103,103,A1N,-0.335,1.49425,0.415,0.75
1641,6,10,AllGrid,3,100,10,42,50,"Freeze(CW,3)",41766,4255.34,0,113,113,A1N,-0.405,1.80305,0.31,0.7150000000000001
7249,2,15,AllGrid,3,100,10,42,36,"Hit(CW,0,MIDDLE)",239,24.2149,0,139,139,A1N,-0.385,1.03768,1.0,1.385
4837,7,2,AllGrid,3,100,10,42,28,"PreGuard(CW,G4)",88075,5838.16,0,49,49,A1N,-0.495,2.12131,-0.18,0.315
1039,2,15,AllGrid,3,100,10,42,35,"Hit(CCW,14,WEAK)",143,8.54733,0,43,43,A1N,0.955,0.207304,0.955,0.0
7846,3,10,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",32169,2486.09,0,65,65,A1N,-0.79,1.79608,-0.12,0.67
5246,2,5,AllGrid,3,100,10,42,47,"Hit(CCW,2,MIDDLE)",70722,5272.73,0,75,75,A1N,0.99,2.09759,1.025,0.03499999999999992
4166,2,12,AllGrid,3,100,10,42,24,"Draw(CW,L7)",19407,1729.54,0,75,75,A1N,-0.355,1.52937,0.19,0.5449999999999999
6533,4,6,AllGrid,3,100,10,42,52,"Hit(CW,5,TOUCH)",64110,5096.44,0,81,81,A1N,0.05,1.97167,0.615,0.565
5721,0,12,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",28242,3109.38,0,123,123,A1N,1.39,1.40993,1.945,0.5550000000000002
4463,7,9,AllGrid,3,100,10,42,1,"Draw(CCW,TEE)",46215,3994.11,0,103,103,A1N,1.025,1.91687,1.03,0.0050000000000001155
5606,2,14,AllGrid,3,100,10,42,48,"Hit(CW,3,STRONG)",11016,1420.36,0,139,139,A1N,0.54,1.4207,0.54,0.0
1123,4,3,AllGrid,3,100,10,42,42,"PostGuard(CW,1,0)",78592,5239.3,0,55,55,A1N,0.63,2.18245,1.04,0.41000000000000003
8113,3,15,AllGrid,3,100,10,42,1,"Draw(CCW,TEE)",169,12.443,0,69,69,A1N,0.905,0.442691,1.0,0.09499999999999997
716,6,7,AllGrid,3,100,10,42,15,"Draw(CCW,L2)",50115,3322.73,0,55,55,A1N,1.015,1.97858,1.015,0.0
459,3,5,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",68680,4944.45,0,71,71,A1N,0.85,2.03162,1.05,0.20000000000000007
9287,7,12,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",17970,1548.43,0,65,65,A1N,-0.795,1.67122,-0.31,0.48500000000000004
5647,1,10,AllGrid,3,100,10,42,68,"Hit(CW,9,STRONG)",36369,3069.27,0,91,91,A1N,-0.23,1.87005,0.33,0.56
4562,4,13,AllGrid,3,100,10,42,10,"Draw(CW,L0)",20399,2533.12,0,129,129,A1N,1.29,1.68698,1.765,0.47499999999999987
6201,5,11,AllGrid,3,100,10,42,43,"Hit(CCW,2,TOUCH)",31636,3101.53,0,107,107,A1N,0.24,1.85537,0.765,0.525
9166,3,14,AllGrid,3,100,10,42,36,"Hit(CW,1,MIDDLE)",10982,1468.36,0,139,139,A1N,-0.85,0.93675,0.995,1.845
8703,4,3,AllGrid,3,100,10,42,34,"Hit(CW,0,WEAK)",79820,5152.22,0,49,49,A1N,0.905,2.00648,1.18,0.2749999999999999
1616,0,14,AllGrid,3,100,10,42,32,"Hit(CW,7,TOUCH)",3869,361.089,0,69,69,A1N,0.27,1.36642,0.86,0.59
5809,3,9,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",35442,2352.59,0,53,53,A1N,0.115,1.68279,0.78,0.665
4651,6,5,AllGrid,3,100,10,42,67,"PostGuard(CCW,5,1)",69168,4951.55,0,71,71,A1N,0.17,2.1797,0.915,0.745
8894,2,15,AllGrid,3,100,10,42,2,"Draw(CW,S0)",179,13.4556,0,79,79,A1N,1.885,0.437921,1.885,0.0
2369,6,9,AllGrid,3,100,10,42,2,"Draw(CW,S0)",41244,3195.83,0,79,79,A1N,0.345,1.79052,0.69,0.345
1083,7,15,AllGrid,3,100,10,42,37,"Hit(CCW,8,MIDDLE)",203,17.9397,0,103,103,A1N,-0.99,0.141067,0.74,1.73
366,3,11,AllGrid,3,100,10,42,44,"Hit(CW,2,WEAK)",34154,3596.95,0,119,119,A1N,0.665,1.80632,1.555,0.8899999999999999
6354,2,15,AllGrid,3,100,10,42,4,"Draw(CW,S2)",251,26.2777,0,151,151,A1N,1.535,0.498773,1.535,0.0
9260,7,2,AllGrid,3,100,10,42,35,"Hit(CCW,1,WEAK)",87191,5646.87,0,49,49,A1N,-0.485,1.97984,-0.21,0.275
6267,4,12,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",16274,1360.6,0,55,55,A1N,-0.315,1.50525,-0.025,0.29
1158,6,8,AllGrid,3,100,10,42,55,"PostGuard(CCW,4,1)",47057,3233.24,0,65,65,A1N,0.225,1.84238,0.39,0.165
6520,1,5,AllGrid,3,100,10,42,61,"Freeze(CCW,4)",69823,5239.58,0,75,75,A1N,0.72,1.88191,1.215,0.4950000000000001
2099,0,14,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",7190,793.47,0,91,91,A1N,0.16,1.4193,0.56,0.4
4892,6,10,AllGrid,3,100,10,42,56,"Hit(CW,5,MIDDLE)",37548,3395.84,0,101,101,A1N,-0.875,1.91817,0.185,1.06
7859,3,14,AllGrid,3,100,10,42,87,"Hit(CCW,13,MIDDLE)",10900,1365.19,0,129,129,A1N,0.095,1.88573,0.515,0.42000000000000004
2084,7,10,AllGrid,3,100,10,42,2,"Draw(CW,S0)",41234,4143.66,0,113,113,A1N,2.13,2.14315,2.465,0.33499999999999996
5335,1,14,AllGrid,3,100,10,42,85,"Hit(CCW,11,WEAK)",12229,1653.7,0,145,145,A1N,0.485,1.67026,0.485,0.0
5272,2,4,AllGrid,3,100,10,42,45,"Hit(CCW,3,WEAK)",73284,4939.36,0,53,53,A1N,-0.565,2.11324,-0.41,0.15499999999999997
5472,3,13,AllGrid,3,100,10,42,38,"Hit(CW,4,STRONG)",10054,1033.81,0,69,69,A1N,0.535,1.53583,0.7,0.16499999999999992
4526,5,9,AllGrid,3,100,10,42,57,"PostGuard(CCW,7,2)",39128,2916.46,0,65,65,A1N,0.19,1.75325,0.685,0.49500000000000005
6392,2,5,AllGrid,3,100,10,42,62,"PostGuard(CW,1,0)",70136,5284.34,0,75,75,A1N,0.665,1.98312,1.075,0.4099999999999999
1255,4,13,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",15134,1739.6,0,91,91,A1N,1.785,1.44526,2.34,0.5549999999999999
5259,3,8,AllGrid,3,100,10,42,80,"PostGuard(CW,2,1)",53551,4632.36,0,97,97,A1N,0.855,1.92457,0.965,0.10999999999999999
7905,3,15,AllGrid,3,100,10,42,49,"Hit(CCW,8,STRONG)",203,16.0496,0,103,103,A1N,0.51,1.76915,2.865,2.3550000000000004
4159,5,11,AllGrid,3,100,10,42,68,"Hit(CW,10,STRONG)",31879,3361.64,0,103,103,A1N,0.465,1.98715,0.765,0.3
2788,5,13,AllGrid,3,100,10,42,10,"Draw(CW,L0)",23021,3032.94,0,139,139,A1N,1.875,1.42807,3.115,1.2400000000000002
4360,7,4,AllGrid,3,100,10,42,34,"Hit(CW,1,WEAK)",73856,5051.09,0,59,59,A1N,-0.595,2.14266,-0.47,0.125
8248,7,13,AllGrid,3,100,10,42,1,"Draw(CCW,TEE)",8777,909.189,0,59,59,A1N,1.49,1.16615,1.49,0.0
2081,5,9,AllGrid,3,100,10,42,21,"Draw(CCW,L5)",37387,2586.46,0,53,53,A1N,0.23,1.72543,0.865,0.635
1265,4,5,AllGrid,3,100,10,42,26,"PreGuard(CW,G3)",68745,4798.74,0,71,71,A1N,0.345,2.04597,0.89,0.545
3677,7,15,AllGrid,3,100,10,42,54,"Hit(CW,14,WEAK)",175,12.3993,0,75,75,A1N,1.695,0.960195,1.695,0.0
477,2,10,AllGrid,3,100,10,42,43,"Hit(CCW,7,TOUCH)",35692,3019.8,0,81,81,A1N,-0.375,2.01603,-0.245,0.13
8462,7,13,AllGrid,3,100,10,42,1,"Draw(CCW,TEE)",19395,2384.73,0,115,115,A1N,2.25,1.7371,2.63,0.3799999999999999
3186,1,11,AllGrid,3,100,10,42,39,"Hit(CCW,0,STRONG)",33694,3597.12,0,119,119,A1N,-0.365,2.00793,1.3,1.665
8936,4,15,AllGrid,3,100,10,42,0,"Draw(CW,TEE)",245,25.0768,0,145,145,A1N,-0.12,1.37317,1.015,1.1349999999999998
966,6,3,AllGrid,3,100,10,42,34,"Hit(CW,0,WEAK)",81392,5375.88,0,55,55,A1N,0.86,1.8629,1.15,0.2899999999999999
232,1,13,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",8829,866.469,0,59,59,A1N,1.575,1.22245,1.575,0.0
3968,6,10,AllGrid,3,100,10,42,47,"PostGuard(CCW,8,2)",28126,1946.54,0,49,49,A1N,0.575,1.78168,0.95,0.375
2440,2,5,AllGrid,3,100,10,42,34,"Hit(CW,0,WEAK)",69233,5042.33,0,71,71,A1N,0.555,2.19476,1.17,0.6149999999999999
1624,6,15,AllGrid,3,100,10,42,6,"Draw(CW,S4)",191,15.4186,0,91,91,A1N,1.04,0.677052,1.265,0.22499999999999987
9851,7,8,AllGrid,3,100,10,42,51,"Freeze(CCW,5)",48698,3938.74,0,81,81,A1N,-0.46,1.87574,0.155,0.615
9879,2,15,AllGrid,3,100,10,42,45,"Hit(CCW,6,WEAK)",217,20.8485,0,117,117,A1N,3.125,0.599479,3.125,0.0
9832,1,9,AllGrid,3,100,10,42,40,"Freeze(CW,0)",45483,4098.94,0,103,103,A1N,1.165,1.60555,1.24,0.07499999999999996
4221,2,14,AllGrid,3,100,10,42,3,"Draw(CCW,S0)",12160,1650.08,0,145,145,A1N,0.145,1.7447,1.555,1.41
1999,2,5,AllGrid,3,100,10,42,24,"Draw(CW,L7)",64250,4070.8,0,53,53,A1N,0.42,1.94515,0.875,0.455
99,4,13,AllGrid,3,100,10,42,48,"Hit(CW,12,WEAK)",8127,826.012,0,57,57,A1N,0.335,1.3277,0.635,0.3
964,0,8,AllGrid,3,100,10,42,46,"Hit(CW,5,MIDDLE)",45755,3149.64,0,63,63,A1N,-0.61,1.86759,-0.295,0.315
6357,7,5,AllGrid,3,100,10,42,73,"PostGuard(CCW,3,2)",69969,5061.52,0,75,75,A1N,0.355,1.86788,0.895,0.54
632,7,12,AllGrid,3,100,10,42,56,"Hit(CW,11,MIDDLE)",21105,2039.37,0,81,81,A1N,-0.215,1.88382,-0.195,0.01999999999999999
3130,2,11,AllGrid,3,100,10,42,6,"Draw(CW,S4)",28636,2632.13,0,91,91,A1N,1.08,1.58543,1.315,0.23499999999999988
2941,4,13,AllGrid,3,100,10,42,7,"Draw(CCW,S4)",21911,2753.21,0,125,125,A1N,0.16,1.47119,1.365,1.205
6374,0,11,AllGrid,3,100,10,42,79,"Hit(CCW,10,STRONG)",33405,3384.41,0,113,113,A1N,0.715,2.19858,1.54,0.8250000000000001
156,7,14,AllGrid,3,100,10,42,54,"Hit(CW,5,WEAK)",11987,1596.01,0,145,145,A1N,0.38,1.12942,1.105,0.725
1570,1,4,AllGrid,3,100,10,42,44,"PostGuard(CW,0,1)",72771,4663.97,0,49,49,A1N,-0.48,1.82746,-0.32,0.15999999999999998
7117,6,12,AllGrid,3,100,10,42,32,"Hit(CW,11,TOUCH)",15502,1240.29,0,49,49,A1N,-0.655,1.49866,-0.14,0.515
6164,7,6,AllGrid,3,100,10,42,46,"PostGuard(CW,4,2)",58743,3868.13,0,49,49,A1N,-0.44,1.96122,-0.25,0.19
4376,5,5,AllGrid,3,100,10,42,59,"Hit(CCW,4,STRONG)",69128,4707.24,0,75,75,A1N,0.845,1.92898,0.9,0.05500000000000005
4444,0,12,AllGrid,3,100,10,42,16,"Draw(CW,L3)",19379,1794.79,0,75,75,A1N,-1.0,1.76068,-0.345,0.655
