group,level,target,n,mean,se,median,kruskal_p
problem_type,degenerate,d_A9P5_A1,8,0.0,0.0,0.0,0.32573072465574054
problem_type,flat,d_A9P5_A1,6,-0.13966666666666658,0.07322734765403185,-0.07949999999999985,0.32573072465574054
problem_type,multi_area,d_A9P5_A1,33,-0.022727272727272707,0.051442363907656045,-0.0179999999999999,0.32573072465574054
problem_type,needle,d_A9P5_A1,3,0.034333333333333195,0.054363999525829994,0.0139999999999997,0.32573072465574054
problem_type,degenerate,d_A9P5_A2,8,-0.5218750000000001,0.30657662975301014,0.0,0.23723948711066994
problem_type,flat,d_A9P5_A2,6,0.05600000000000003,0.0836783524375729,0.00400000000000005,0.23723948711066994
problem_type,multi_area,d_A9P5_A2,33,0.01127272727272727,0.03503951429434305,-0.0259999999999999,0.23723948711066994
problem_type,needle,d_A9P5_A2,3,0.7803333333333334,0.6940730829274714,0.1849999999999999,0.23723948711066994
problem_type,degenerate,d_A2_A1,8,0.5218750000000001,0.30657662975301014,0.0,0.1299459048901969
problem_type,flat,d_A2_A1,6,-0.19566666666666657,0.14242300063933183,-0.05999999999999985,0.1299459048901969
problem_type,multi_area,d_A2_A1,33,-0.03399999999999997,0.060733755154374534,0.0,0.1299459048901969
problem_type,needle,d_A2_A1,3,-0.746,0.7020037986601879,-0.048,0.1299459048901969
problem_type,degenerate,d_A9R05_A9P5,8,0.0,0.0,0.0,0.500262661281869
problem_type,flat,d_A9R05_A9P5,6,0.03699999999999997,0.06676376262614322,0.0759999999999999,0.500262661281869
problem_type,multi_area,d_A9R05_A9P5,33,0.01369696969696968,0.027122250064783998,0.0109999999999999,0.500262661281869
problem_type,needle,d_A9R05_A9P5,3,-0.06499999999999993,0.056712726378947184,-0.0169999999999999,0.500262661281869
problem_type,degenerate,dadj_A9R05_A9P5,8,0.0,0.0,0.0,0.5042376596273006
problem_type,flat,dadj_A9R05_A9P5,6,0.0346016666666667,0.06259241815676322,0.07543849999999991,0.5042376596273006
problem_type,multi_area,dadj_A9R05_A9P5,33,0.007273651515151506,0.0307495909667311,-0.0165349999999999,0.5042376596273006
problem_type,needle,dadj_A9R05_A9P5,3,-0.08067399999999997,0.07207679309135034,-0.017551,0.5042376596273006
problem_type,degenerate,screen_loss,8,0.409375,0.18389010086578494,0.21250000000000002,0.12374959803748314
problem_type,flat,screen_loss,6,0.23366666666666666,0.09206760800870435,0.1935,0.12374959803748314
problem_type,multi_area,screen_loss,33,0.19109090909090906,0.019510747020841997,0.212,0.12374959803748314
problem_type,needle,screen_loss,3,0.5353333333333331,0.07806905774875074,0.4679999999999998,0.12374959803748314
problem_type,degenerate,rho_gain,7,-0.09896365647777373,0.24142768250037716,0.0257122782695654,0.31649536157208075
problem_type,flat,rho_gain,6,0.16346508164009835,0.05514104064953323,0.15913849725290535,0.31649536157208075
problem_type,multi_area,rho_gain,33,0.11909997140063462,0.022714435004766664,0.1215815004745254,0.31649536157208075
problem_type,needle,rho_gain,3,0.003464567664673105,0.07895330790615143,0.0645503025238545,0.31649536157208075
problem_type,degenerate,eta2_q,8,0.05046052131518941,0.020130289333884645,0.0179149178217532,3.587044651429204e-05
