target,feature,n,rho,p
d_A9R05_A9P5,best_p_negative,150,0.1733483534006339,0.03388795517915864
d_A9R05_A9P5,q_2nd,150,-0.1643443398457901,0.04446859865688322
d_A9R05_A9P5,singleton_frac,150,-0.1611833220929385,0.0487840536531996
d_A9R05_A9P5,md_rep_q_max,150,-0.15782705975663508,0.05374131668262161
d_A9R05_A9P5,rep_q_max,150,-0.15224751144053666,0.06289930259998534
d_A9R05_A9P5,q_star,150,-0.15098731619068412,0.06513536102264658
d_A9R05_A9P5,n_back_house,150,-0.14923335127031068,0.06835515048481279
d_A9R05_A9P5,best_p_ge2,150,-0.1479376883718212,0.07081584940692279
d_A9R05_A9P5,n_singleton,150,-0.13741998014173906,0.09355615281613543
d_A9R05_A9P5,best_hist_entropy,150,0.1330032022572053,0.10468777736955148
d_A9R05_A9P5,q_mean,150,-0.132036305599287,0.1072582564184751
d_A9R05_A9P5,q_sd_best,150,0.13145549232102913,0.10882596980146439
d_A9R05_A9P5,largest_frac,150,-0.12768817081987327,0.11943416144421541
d_A9R05_A9P5,cluster_sd_mean,150,0.11663949940280027,0.15518814861344712
d_A9R05_A9P5,best_is_rep,150,0.1134782484623723,0.16676819070022744
d_A9R05_A9P5,remaining,150,0.10829445394553298,0.18712952983302625
d_A9R05_A9P5,q_min,150,-0.10592565509501466,0.19701625987515978
d_A9R05_A9P5,type_purity,150,0.10376352646970224,0.20636600203006109
d_A9R05_A9P5,mean_cluster_size,150,0.10304772397652456,0.20953053146880413
d_A9R05_A9P5,q_median,150,-0.0978538862221465,0.23353735158889455
