label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen,Proposed,ScoreScreen,Proposed,3,50,3,16,12,2,2,0.857143,1.1875,0.00752632
