label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen-d3,ScoreScreen-d1,ScoreScreen,ScoreScreen,3,200,3,12,6,4,2,0.6,0.666667,0.527089
