game_id,end,shot_num,method,seed,candidate_idx,cluster_id,is_representative,shot_type,label,e_score,e_sd,cluster_value,land_x,land_y
7977,6,14,ClusterValue,43,0,0,0,"Draw","Draw(CW,TEE)",-2.333333,1.247219,-3.401709,0.244687,37.695061
7977,6,14,ClusterValue,43,2,0,0,"Draw","Draw(CW,S0)",-4.000000,0.000000,-3.401709,0.068933,37.301102
7977,6,14,ClusterValue,43,4,0,0,"Draw","Draw(CW,S2)",-2.000000,1.414214,-3.401709,0.818813,37.385250
7977,6,14,ClusterValue,43,6,0,0,"Draw","Draw(CW,S4)",-3.000000,1.414214,-3.401709,0.188384,37.467415
7977,6,14,ClusterValue,43,9,0,0,"Draw","Draw(CCW,S6)",-4.000000,0.000000,-3.401709,-0.625205,36.542332
7977,6,14,ClusterValue,43,10,0,0,"Draw","Draw(CW,L0)",-3.666667,2.054805,-3.401709,-0.036396,37.142143
7977,6,14,ClusterValue,43,11,0,0,"Draw","Draw(CCW,L0)",-4.333333,0.471405,-3.401709,1.016140,37.040474
7977,6,14,ClusterValue,43,12,0,0,"Draw","Draw(CW,L1)",-3.000000,0.000000,-3.401709,1.085963,37.575485
7977,6,14,ClusterValue,43,18,0,0,"Draw","Draw(CW,L4)",-4.000000,0.000000,-3.401709,-0.052081,36.454243
7977,6,14,ClusterValue,43,19,0,0,"Draw","Draw(CCW,L4)",-4.000000,0.000000,-3.401709,0.003801,36.399292
7977,6,14,ClusterValue,43,32,0,0,"Hit","Hit(CW,1,TOUCH)",-3.333333,0.942809,-3.401709,-0.091143,36.849178
7977,6,14,ClusterValue,43,33,0,0,"Hit","Hit(CCW,1,TOUCH)",-3.666667,0.471405,-3.401709,-0.113337,36.431705
7977,6,14,ClusterValue,43,40,0,0,"Freeze","Freeze(CW,1)",-3.666667,0.471405,-3.401709,-0.168013,36.797787
7977,6,14,ClusterValue,43,41,0,0,"Freeze","Freeze(CCW,1)",-3.333333,1.699673,-3.401709,-0.087974,36.423096
7977,6,14,ClusterValue,43,42,0,0,"Hit","Hit(CW,3,TOUCH)",-4.000000,0.000000,-3.401709,-0.066042,37.158138
7977,6,14,ClusterValue,43,43,0,0,"Hit","Hit(CCW,3,TOUCH)",-3.000000,1.414214,-3.401709,0.187799,36.343239
7977,6,14,ClusterValue,43,50,0,0,"Freeze","Freeze(CW,3)",-3.333333,0.942809,-3.401709,-0.098725,37.147625
7977,6,14,ClusterValue,43,51,0,0,"Freeze","Freeze(CCW,3)",-3.666667,0.471405,-3.401709,0.184051,36.343098
7977,6,14,ClusterValue,43,53,0,0,"Hit","Hit(CCW,5,TOUCH)",-3.666667,0.942809,-3.401709,0.756512,37.358860
7977,6,14,ClusterValue,43,60,0,0,"Freeze","Freeze(CW,5)",-2.000000,1.414214,-3.401709,0.619402,36.587814
7977,6,14,ClusterValue,43,61,0,0,"Freeze","Freeze(CCW,5)",-2.000000,1.414214,-3.401709,0.717779,37.344318
7977,6,14,ClusterValue,43,62,0,0,"Hit","Hit(CW,7,TOUCH)",-3.333333,0.942809,-3.401709,-0.221317,36.745811
7977,6,14,ClusterValue,43,63,0,0,"Hit","Hit(CCW,7,TOUCH)",-4.000000,0.000000,-3.401709,-0.381508,37.019806
7977,6,14,ClusterValue,43,70,0,0,"Freeze","Freeze(CW,7)",-3.666667,0.471405,-3.401709,-0.274915,36.718197
7977,6,14,ClusterValue,43,71,0,0,"Freeze","Freeze(CCW,7)",-4.000000,0.000000,-3.401709,-0.412782,37.019135
7977,6,14,ClusterValue,43,82,0,0,"Hit","Hit(CW,11,TOUCH)",-3.333333,0.942809,-3.401709,0.077058,36.360340
7977,6,14,ClusterValue,43,83,0,0,"Hit","Hit(CCW,11,TOUCH)",-4.000000,0.000000,-3.401709,0.158774,37.663586
7977,6,14,ClusterValue,43,90,0,0,"Freeze","Freeze(CW,11)",-4.000000,0.000000,-3.401709,0.104021,36.353168
7977,6,14,ClusterValue,43,91,0,0,"Freeze","Freeze(CCW,11)",-3.000000,1.414214,-3.401709,0.250049,37.611633
7977,6,14,ClusterValue,43,92,0,0,"Hit","Hit(CW,13,TOUCH)",-3.000000,1.414214,-3.401709,0.143572,36.345345
7977,6,14,ClusterValue,43,93,0,0,"Hit","Hit(CCW,13,TOUCH)",-3.000000,1.414214,-3.401709,0.211692,36.344933
7977,6,14,ClusterValue,43,102,0,0,"PostGuard","PostGuard(CW,0,0)",-4.000000,0.000000,-3.401709,-0.061161,36.434128
7977,6,14,ClusterValue,43,103,0,0,"PostGuard","PostGuard(CCW,0,0)",-4.000000,0.000000,-3.401709,0.691401,36.823418
7977,6,14,ClusterValue,43,104,0,0,"PostGuard","PostGuard(CW,0,1)",-4.000000,0.000000,-3.401709,0.158845,36.343712
7977,6,14,ClusterValue,43,105,0,0,"PostGuard","PostGuard(CCW,0,1)",-4.000000,0.000000,-3.401709,0.314231,36.375931
7977,6,14,ClusterValue,43,108,0,0,"PostGuard","PostGuard(CW,2,0)",-3.000000,1.414214,-3.401709,0.860866,37.433960
7977,6,14,ClusterValue,43,109,0,0,"PostGuard","PostGuard(CCW,2,0)",-3.000000,1.414214,-3.401709,0.934097,37.628288
7977,6,14,ClusterValue,43,114,0,0,"PostGuard","PostGuard(CW,4,0)",-2.666667,1.247219,-3.401709,-0.548665,36.554409
7977,6,14,ClusterValue,43,115,0,0,"PostGuard","PostGuard(CCW,4,0)",-2.666667,1.247219,-3.401709,-0.354726,36.705116
7977,6,14,ClusterValue,43,1,1,0,"Draw","Draw(CCW,TEE)",-2.666667,1.247219,-1.592593,0.277221,36.359325
7977,6,14,ClusterValue,43,3,1,1,"Draw","Draw(CCW,S0)",-1.000000,0.000000,-1.592593,0.462373,36.448093
7977,6,14,ClusterValue,43,7,1,0,"Draw","Draw(CCW,S4)",-1.666667,0.942809,-1.592593,0.354157,36.388882
7977,6,14,ClusterValue,43,25,1,0,"Draw","Draw(CCW,L7)",-2.000000,0.000000,-1.592593,-0.720432,36.550888
7977,6,14,ClusterValue,43,52,1,0,"Hit","Hit(CW,5,TOUCH)",-1.666667,0.942809,-1.592593,0.661825,36.597630
7977,6,14,ClusterValue,43,72,1,0,"Hit","Hit(CW,9,TOUCH)",-1.666667,0.471405,-1.592593,0.097259,37.489319
7977,6,14,ClusterValue,43,73,1,0,"Hit","Hit(CCW,9,TOUCH)",-1.000000,0.000000,-1.592593,0.252367,36.352531
7977,6,14,ClusterValue,43,80,1,0,"Freeze","Freeze(CW,9)",-1.000000,0.000000,-1.592593,-0.083722,37.439056
7977,6,14,ClusterValue,43,81,1,0,"Freeze","Freeze(CCW,9)",-1.666667,0.471405,-1.592593,0.238046,36.349140
7977,6,14,ClusterValue,43,5,2,0,"Draw","Draw(CCW,S2)",-2.333333,1.247219,-3.240741,0.899917,38.404873
7977,6,14,ClusterValue,43,8,2,0,"Draw","Draw(CW,S6)",-3.000000,1.414214,-3.240741,-0.899917,38.404873
7977,6,14,ClusterValue,43,13,2,0,"Draw","Draw(CCW,L1)",-2.000000,1.414214,-3.240741,1.088379,39.496468
7977,6,14,ClusterValue,43,14,2,0,"Draw","Draw(CW,L2)",-3.000000,1.414214,-3.240741,1.538970,38.403671
7977,6,14,ClusterValue,43,15,2,0,"Draw","Draw(CCW,L2)",-3.000000,1.414214,-3.240741,1.538953,38.404457
7977,6,14,ClusterValue,43,16,2,0,"Draw","Draw(CW,L3)",-2.000000,1.414214,-3.240741,1.088060,37.310215
7977,6,14,ClusterValue,43,17,2,0,"Draw","Draw(CCW,L3)",-2.000000,1.414214,-3.240741,1.087985,37.312275
7977,6,14,ClusterValue,43,20,2,0,"Draw","Draw(CW,L5)",-4.000000,0.000000,-3.240741,-1.087984,37.312302
7977,6,14,ClusterValue,43,21,2,0,"Draw","Draw(CCW,L5)",-4.666667,0.471405,-3.240741,-1.088060,37.310215
7977,6,14,ClusterValue,43,22,2,0,"Draw","Draw(CW,L6)",-2.000000,1.414214,-3.240741,-1.538953,38.404457
7977,6,14,ClusterValue,43,23,2,0,"Draw","Draw(CCW,L6)",-3.000000,1.414214,-3.240741,-1.539004,38.404030
