target,feature,n,rho,p
d_A9P5_A2,rho_cluster_risk_l0.5,198,-0.1602139128411268,0.024150876761064595
d_A9P5_A2,best_p_ge2,200,-0.15707067786974804,0.026337613845659965
d_A9P5_A2,within_sd_q,200,-0.14655424317432045,0.03837812164980351
d_A9P5_A2,no1_no2_gap,196,-0.14636308506789272,0.040656767159443295
d_A9P5_A2,rep_q_max,200,-0.1462335219001682,0.038808458367242074
d_A9P5_A2,n_singleton,200,-0.13882555917133896,0.04993884798584892
d_A9P5_A2,size_entropy_norm,200,0.12918609760876745,0.06827869698558967
d_A9P5_A2,q_star_minus_median,200,-0.12790652562956784,0.07108183694431264
d_A9P5_A2,singleton_frac,200,-0.12774338590173712,0.07144586021683187
d_A9P5_A2,cluster_sd_mean,200,0.12736545916552053,0.07229497649317969
d_A9P5_A2,rho_cluster,198,-0.11972228233853399,0.09295274595702994
d_A9P5_A2,q_sd_median,200,0.11904629615575146,0.09315357842070297
d_A9P5_A2,largest_frac,200,-0.1183000508734002,0.09523783102668887
d_A9P5_A2,x_spread,198,-0.11666871188663075,0.10165665148480782
d_A9P5_A2,best_cluster_rank,200,0.1166280992152212,0.10004212571518774
d_A9P5_A2,remaining,200,0.1150696740930952,0.10469101337375468
d_A9P5_A2,q_sd_mean,200,0.11412775060827535,0.10758233382058245
d_A9P5_A2,best_p_negative,200,0.11194320222458065,0.11452948926565451
d_A9P5_A2,y_spread,198,-0.09766397628590398,0.1710532448292164
d_A9P5_A2,frac_near_best_050,200,0.0966714923446118,0.17327249016538415
d_A9P5_A2,best_hist_entropy,200,0.09503040325855244,0.18072037622654158
d_A9P5_A2,n_near_best_050,200,0.09191864813253768,0.19548577604637732
d_A9P5_A2,n_types_near_best_050,200,0.08752177874070281,0.21781729810912834
d_A9P5_A2,house_mean_nn_dist,196,-0.08515422589816542,0.2353497535377649
d_A9P5_A2,mean_nn_dist,198,-0.07923136974195023,0.2671841302320326
d_A9P5_A2,best_type_margin,200,-0.07864129693314596,0.26833714936874214
d_A9P5_A2,house_diff,200,0.07343462953889048,0.3014125574186136
d_A9P5_A2,frac_hit,200,-0.06897804794000302,0.3317779064939949
d_A9P5_A2,between_range_q,200,0.06736546132654764,0.34323273533680954
d_A9P5_A2,topk_overlap_l0.5,200,-0.06511840248740766,0.3596072494540601
d_A9P5_A2,q_sd_best,200,0.0650627974915991,0.3600185258477461
d_A9P5_A2,q_min,200,0.06350575871212646,0.37165378953957684
d_A9P5_A2,lookahead_gain_mean,150,0.057844549688174145,0.48198676986239125
