group,level,target,n,mean,se,median,kruskal_p
n_stones_bin,13-16,d_A9P5_A2,25,-0.049680000000000016,0.1545352033248951,0.0,0.9204352826390346
n_stones_bin,2-4,d_A9P5_A2,67,-0.07864179104477612,0.0583878418255076,-0.037,0.9204352826390346
n_stones_bin,5-8,d_A9P5_A2,64,-0.099328125,0.03693876350595616,-0.0484999999999999,0.9204352826390346
n_stones_bin,9-12,d_A9P5_A2,42,-0.15890476190476188,0.09512993626070658,0.0,0.9204352826390346
n_stones_bin,0-1,d_A2_A1,2,0.1145,0.049499999999999995,0.1145,0.5555079679545222
n_stones_bin,13-16,d_A2_A1,25,-0.0014000000000000056,0.16728282438234157,0.0,0.5555079679545222
n_stones_bin,2-4,d_A2_A1,67,0.09297014925373134,0.05574872135058256,0.0069999999999999,0.5555079679545222
n_stones_bin,5-8,d_A2_A1,64,0.09915625000000003,0.05462614287583438,0.007,0.5555079679545222
n_stones_bin,9-12,d_A2_A1,42,0.2021904761904762,0.10657036105827938,0.0080000000000001,0.5555079679545222
n_stones_bin,0-1,d_A9R05_A9P5,2,-0.03499999999999995,0.03499999999999994,-0.03499999999999995,0.8744823504571646
n_stones_bin,13-16,d_A9R05_A9P5,25,0.020360000000000024,0.029078679474831726,0.0,0.8744823504571646
n_stones_bin,2-4,d_A9R05_A9P5,67,0.020179104477611932,0.016360727892567685,0.009,0.8744823504571646
n_stones_bin,5-8,d_A9R05_A9P5,64,0.025828125000000007,0.016774673173067904,0.0,0.8744823504571646
n_stones_bin,9-12,d_A9R05_A9P5,42,0.03385714285714285,0.02476042164771344,0.0,0.8744823504571646
n_stones_bin,0-1,dadj_A9R05_A9P5,2,-0.03941999999999995,0.03941999999999995,-0.03941999999999995,0.8347538854889065
n_stones_bin,13-16,dadj_A9R05_A9P5,25,0.015412975999999991,0.036048190079218626,0.0,0.8347538854889065
