label_a,label_b,method_a,method_b,depth,playouts,rollouts,n_games,a_win,b_win,tie,win_rate,mean_net,binom_p
ScoreScreen-d3-adpt,ScoreScreen-d1,ScoreScreen,ScoreScreen,3,200,3,14,4,5,5,0.444444,-0.285714,0.738883
