game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
5392,3,13,AllGrid,3,200,10,46,86,"Hit(CW,10,MIDDLE)",36485,2571.95,0
4262,4,2,AllGrid,3,200,10,46,2,"Draw(CW,S0)",173808,6239.67,0
6230,1,12,AllGrid,3,200,10,46,39,"Hit(CCW,11,STRONG)",25711,1107.06,0
3543,4,7,AllGrid,3,200,10,46,42,"PostGuard(CW,1,0)",97543,3516.25,0
1784,6,5,AllGrid,3,200,10,46,62,"PostGuard(CW,3,2)",133126,5158.2,0
4905,4,14,AllGrid,3,200,10,46,11,"Draw(CCW,L0)",8047,495.128,0
3837,2,10,AllGrid,3,200,10,46,42,"Hit(CW,9,TOUCH)",61527,2679.66,0
2854,0,15,AllGrid,3,200,10,46,57,"Hit(CCW,12,MIDDLE)",103,6.62533,0
1221,1,10,AllGrid,3,200,10,46,65,"Hit(CCW,7,WEAK)",72655,3728.76,0
7301,6,14,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",17090,1253.37,0
5248,0,3,AllGrid,3,200,10,46,17,"Draw(CCW,L3)",158784,5665.79,0
2545,3,15,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",61,3.33351,0
6335,1,11,AllGrid,3,200,10,46,42,"Hit(CW,10,TOUCH)",36685,1380.07,0
8275,4,5,AllGrid,3,200,10,46,44,"Hit(CW,2,WEAK)",132380,5130.9,0
963,5,13,AllGrid,3,200,10,46,45,"Hit(CCW,10,WEAK)",22126,1371.14,0
176,5,11,AllGrid,3,200,10,46,41,"Freeze(CCW,0)",55103,2803.65,0
2199,1,13,AllGrid,3,200,10,46,75,"Hit(CCW,10,WEAK)",30562,2078.42,0
8298,3,11,AllGrid,3,200,10,46,69,"Hit(CCW,6,STRONG)",60750,3340.41,0
6729,2,14,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",14943,1074.54,0
8119,5,4,AllGrid,3,200,10,46,7,"Draw(CCW,S4)",147009,5571.46,0
8189,0,14,AllGrid,3,200,10,46,34,"Hit(CW,13,WEAK)",3138,182.697,0
9791,0,8,AllGrid,3,200,10,46,3,"Draw(CCW,S0)",87466,3294.13,0
5487,5,5,AllGrid,3,200,10,46,2,"Draw(CW,S0)",132047,5187.4,0
4950,0,15,AllGrid,3,200,10,46,35,"Hit(CCW,12,WEAK)",71,4.09345,0
9143,3,7,AllGrid,3,200,10,46,34,"Hit(CW,0,WEAK)",106790,4320.52,0
4517,4,13,AllGrid,3,200,10,46,65,"Hit(CCW,8,WEAK)",33678,2358.98,0
2994,5,10,AllGrid,3,200,10,46,40,"Freeze(CW,1)",73869,3711.87,0
961,6,13,AllGrid,3,200,10,46,11,"Draw(CCW,L0)",39206,2680.8,0
1566,1,3,AllGrid,3,200,10,46,13,"Draw(CCW,L1)",160047,5989.5,0
1686,6,15,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",49,2.68268,0
1201,0,6,AllGrid,3,200,10,46,3,"Draw(CCW,S0)",115148,4230.77,0
5494,4,5,AllGrid,3,200,10,46,40,"Freeze(CW,0)",135570,5417.25,0
2492,4,15,AllGrid,3,200,10,46,2,"Draw(CW,S0)",75,4.51604,0
8959,1,11,AllGrid,3,200,10,46,48,"Hit(CW,6,STRONG)",52583,2636.51,0
1671,0,15,AllGrid,3,200,10,46,76,"Hit(CW,12,MIDDLE)",117,7.88859,0
1385,7,11,AllGrid,3,200,10,46,79,"PostGuard(CCW,5,0)",53566,2660.4,0
6872,1,14,AllGrid,3,200,10,46,84,"Hit(CW,13,WEAK)",15713,1165.92,0
8785,1,4,AllGrid,3,200,10,46,36,"Hit(CW,1,MIDDLE)",143893,5138.02,0
1835,0,15,AllGrid,3,200,10,46,55,"Hit(CCW,14,WEAK)",69,4.06117,0
6216,7,8,AllGrid,3,200,10,46,11,"Draw(CCW,L0)",86430,3238.52,0
8471,6,5,AllGrid,3,200,10,46,39,"Hit(CCW,0,STRONG)",135054,5324.47,0
256,3,12,AllGrid,3,200,10,46,4,"Draw(CW,S2)",35794,1837.39,0
5778,2,9,AllGrid,3,200,10,46,53,"Hit(CCW,4,TOUCH)",81718,3687.9,0
6320,4,15,AllGrid,3,200,10,46,64,"Hit(CW,12,WEAK)",103,6.34794,0
1638,4,11,AllGrid,3,200,10,46,46,"Hit(CW,4,MIDDLE)",53975,2675.62,0
2310,6,15,AllGrid,3,200,10,46,55,"Hit(CCW,6,WEAK)",135,8.85869,0
7921,5,4,AllGrid,3,200,10,46,16,"Draw(CW,L3)",143500,5186.67,0
1361,1,12,AllGrid,3,200,10,46,48,"Hit(CW,11,STRONG)",28191,1251.54,0
5041,1,8,AllGrid,3,200,10,46,33,"Hit(CCW,7,TOUCH)",86948,3340.67,0
5033,7,5,AllGrid,3,200,10,46,44,"Hit(CW,2,WEAK)",131796,5094.77,0
5022,1,15,AllGrid,3,200,10,46,7,"Draw(CCW,S4)",89,5.77372,0
9907,7,9,AllGrid,3,200,10,46,32,"Hit(CW,4,TOUCH)",70289,2698.22,0
8627,2,12,AllGrid,3,200,10,46,88,"PostGuard(CW,6,2)",40243,2276.96,0
1641,6,10,AllGrid,3,200,10,46,34,"Hit(CW,1,WEAK)",75127,4032.29,0
7249,2,15,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",139,9.5932,0
4837,7,2,AllGrid,3,200,10,46,10,"Draw(CW,L0)",172492,6226.06,0
1039,2,15,AllGrid,3,200,10,46,3,"Draw(CCW,S0)",43,2.35992,0
7846,3,10,AllGrid,3,200,10,46,46,"Hit(CW,9,MIDDLE)",57949,2333.05,0
5246,2,5,AllGrid,3,200,10,46,42,"Hit(CW,2,TOUCH)",135387,5427.14,0
4166,2,12,AllGrid,3,200,10,46,7,"Draw(CCW,S4)",33172,1635.09,0
6533,4,6,AllGrid,3,200,10,46,61,"Freeze(CCW,5)",122352,5111.24,0
5721,0,12,AllGrid,3,200,10,46,54,"Hit(CW,5,WEAK)",48409,2876.16,0
4463,7,9,AllGrid,3,200,10,46,41,"Freeze(CCW,0)",84078,3921.56,0
5606,2,14,AllGrid,3,200,10,46,76,"Hit(CW,9,MIDDLE)",15764,1125.7,0
1123,4,3,AllGrid,3,200,10,46,6,"Draw(CW,S4)",156214,5597.52,0
8113,3,15,AllGrid,3,200,10,46,0,"Draw(CW,TEE)",69,4.125,0
716,6,7,AllGrid,3,200,10,46,40,"Freeze(CW,4)",99087,3622.44,0
459,3,5,AllGrid,3,200,10,46,34,"Hit(CW,0,WEAK)",133072,5082.44,0
