seed,n_cand,cand_rho_median,n_cluster,cluster_rho_median
42,49,0.30537615713703714,49,0.4346869958574035
43,49,0.3348945722325577,49,0.5831450209001027
44,49,0.2956736547334189,49,0.45454545454545453
45,49,0.25982873289495295,49,0.4194548251392446
46,49,0.2600833877963885,49,0.5078816895453011
