game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec
7977,6,14,AllGrid,3,50,10,45,34,"Hit(CW,1,WEAK)",6292,532.882
3926,6,11,AllGrid,3,50,10,45,39,"Hit(CCW,0,STRONG)",18355,1167.4
3883,1,14,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",1014,53.0548
9222,7,5,AllGrid,3,50,10,45,17,"Draw(CCW,L3)",31958,1126.59
7881,2,15,AllGrid,3,50,10,45,37,"Hit(CCW,2,MIDDLE)",129,9.14269
6406,1,10,AllGrid,3,50,10,45,10,"Draw(CW,L0)",16590,735.324
8452,5,15,AllGrid,3,50,10,45,34,"Hit(CW,0,WEAK)",153,13.561
1028,6,15,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",151,13.8289
2596,1,14,AllGrid,3,50,10,45,35,"Hit(CCW,1,WEAK)",6163,512.289
4748,1,3,AllGrid,3,50,10,45,47,"PostGuard(CCW,3,2)",39553,1458.76
9206,3,13,AllGrid,3,50,10,45,1,"Draw(CCW,TEE)",4888,278.884
5859,1,6,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",31187,1311.17
6871,4,5,AllGrid,3,50,10,45,1,"Draw(CCW,TEE)",34813,1413.48
7163,3,13,AllGrid,3,50,10,45,1,"Draw(CCW,TEE)",7851,494.309
5807,0,8,AllGrid,3,50,10,45,33,"Hit(CCW,3,TOUCH)",25844,1179.38
5567,2,15,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",129,10.75
2507,3,11,AllGrid,3,50,10,45,44,"Freeze(CW,4)",16587,927.355
7006,3,15,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",145,12.8033
1984,6,4,AllGrid,3,50,10,45,42,"Hit(CW,3,TOUCH)",38015,1487.82
1845,7,14,AllGrid,3,50,10,45,44,"PostGuard(CW,10,1)",2665,158.237
5780,2,6,AllGrid,3,50,10,45,32,"Hit(CW,5,TOUCH)",29751,1147.8
8645,7,5,AllGrid,3,50,10,45,48,"Hit(CW,2,STRONG)",34787,1455.45
6132,0,13,AllGrid,3,50,10,45,2,"Draw(CW,S0)",7585,516.063
3339,4,10,AllGrid,3,50,10,45,43,"Hit(CCW,9,TOUCH)",17442,801.04
3566,6,14,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",5169,446.918
5523,3,9,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",22403,1224.56
7015,5,14,AllGrid,3,50,10,45,11,"Draw(CCW,L0)",6123,520.065
743,7,3,AllGrid,3,50,10,45,1,"Draw(CCW,TEE)",40910,1562.03
1014,4,15,AllGrid,3,50,10,45,10,"Draw(CW,L0)",61,3.33922
3900,0,10,AllGrid,3,50,10,45,33,"Hit(CCW,9,TOUCH)",16315,737.755
4543,6,5,AllGrid,3,50,10,45,24,"Draw(CW,L7)",34866,1462.09
9231,5,14,AllGrid,3,50,10,45,42,"Hit(CW,5,TOUCH)",4018,277.337
1825,5,7,AllGrid,3,50,10,45,40,"Freeze(CW,2)",27958,1227.18
4062,4,15,AllGrid,3,50,10,45,35,"Hit(CCW,2,WEAK)",117,8.48285
9882,2,11,AllGrid,3,50,10,45,7,"Draw(CCW,S4)",16268,980.482
2998,6,14,AllGrid,3,50,10,45,41,"Freeze(CCW,1)",6155,546.963
1555,2,3,AllGrid,3,50,10,45,14,"Draw(CW,L2)",40669,1534.37
4372,4,14,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",2176,122.664
3732,7,7,AllGrid,3,50,10,45,37,"Hit(CCW,4,MIDDLE)",25493,936.854
3858,5,5,AllGrid,3,50,10,45,40,"Freeze(CW,0)",35178,1531.65
1938,0,14,AllGrid,3,50,10,45,46,"Hit(CW,11,MIDDLE)",4425,314.713
9112,3,9,AllGrid,3,50,10,45,9,"Draw(CCW,S6)",20527,950.411
4157,3,12,AllGrid,3,50,10,45,36,"Hit(CW,3,MIDDLE)",12546,796.971
7373,1,11,AllGrid,3,50,10,45,11,"Draw(CCW,L0)",15769,892.092
7173,4,15,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",151,14.5731
196,4,4,AllGrid,3,50,10,45,37,"Hit(CCW,3,MIDDLE)",37419,1402.52
2630,2,14,AllGrid,3,50,10,45,0,"Draw(CW,TEE)",2781,157.778
5731,2,10,AllGrid,3,50,10,45,8,"Draw(CW,S6)",14251,552.23
9518,4,5,AllGrid,3,50,10,45,38,"Hit(CW,0,STRONG)",35157,1409.61
8211,7,12,AllGrid,3,50,10,45,45,"Hit(CCW,5,WEAK)",10446,570.62
