game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,arm,q_ref_mean,q_ref_sd,q_best,regret,q_adj,q_adj_best,regret_adj
9206,3,13,AllGrid,3,200,10,44,34,"Hit(CW,12,WEAK)",11157,625.933,A1,1.73,1.43774,1.73,0.0,1.01113,1.01113,0.0
5859,1,6,AllGrid,3,200,10,44,3,"Draw(CCW,S0)",118413,4837.07,A1,-0.71,1.93285,-0.015,0.695,-1.676425,-1.006815,0.66961
6871,4,5,AllGrid,3,200,10,44,53,"PostGuard(CCW,1,0)",133007,5276.14,A1,0.905,1.98645,1.32,0.41500000000000004,-0.088225,0.2883,0.376525
7163,3,13,AllGrid,3,200,10,44,63,"Hit(CCW,12,TOUCH)",22700,1415.2,A1,1.84,1.38723,2.465,0.6249999999999998,1.146385,1.7441,0.597715
5807,0,8,AllGrid,3,200,10,44,42,"Hit(CW,5,TOUCH)",94427,4199.65,A1,-0.68,1.87019,0.03,0.7100000000000001,-1.6150950000000002,-1.02227,0.5928250000000002
5567,2,15,AllGrid,3,200,10,44,0,"Draw(CW,TEE)",129,10.3412,A1,1.535,0.999387,1.93,0.395,1.0353065,1.7758085,0.740502
2507,3,11,AllGrid,3,200,10,44,43,"Hit(CCW,4,STRONG)",55904,2967.91,A1,0.45,1.86748,1.715,1.2650000000000001,-0.48374,0.6236950000000001,1.1074350000000002
7006,3,15,AllGrid,3,200,10,44,0,"Draw(CW,TEE)",145,13.0355,A1,-1.0,0.0,-0.97,0.030000000000000027,-1.0,-1.0,0.0
1984,6,4,AllGrid,3,200,10,44,41,"Freeze(CCW,1)",144973,5437.94,A1,-0.535,2.11395,-0.31,0.22500000000000003,-1.5919750000000001,-1.28004,0.3119350000000001
1845,7,14,AllGrid,3,200,10,44,48,"PostGuard(CW,12,0)",2935,174.483,A1,1.005,1.77904,1.44,0.43500000000000005,0.11547999999999992,0.6659849999999999,0.550505
5780,2,6,AllGrid,3,200,10,44,28,"PreGuard(CW,G4)",111696,4076.95,A1,-0.585,2.0598,-0.375,0.20999999999999996,-1.6149,-1.29075,0.32414999999999994
8645,7,5,AllGrid,3,200,10,44,38,"Hit(CW,0,STRONG)",133072,5411.4,A1,0.71,1.81271,0.92,0.21000000000000008,-0.19635500000000006,-0.061529999999999974,0.13482500000000008
6132,0,13,AllGrid,3,200,10,44,2,"Draw(CW,S0)",22968,1550.5,A1,1.915,1.33333,2.62,0.7050000000000001,1.248335,2.035705,0.7873700000000001
3339,4,10,AllGrid,3,200,10,44,43,"Hit(CCW,9,TOUCH)",63116,2770.52,A1,-0.705,1.9514,-0.305,0.39999999999999997,-1.6806999999999999,-1.19128,0.48941999999999997
3566,6,14,AllGrid,3,200,10,44,56,"Hit(CW,7,MIDDLE)",13524,1136.23,A1,0.34,1.21836,1.01,0.6699999999999999,-0.26918000000000003,1.0,1.26918
5523,3,9,AllGrid,3,200,10,44,59,"Hit(CCW,4,STRONG)",83795,4338.17,A1,0.51,1.97987,0.74,0.22999999999999998,-0.479935,-0.24009999999999998,0.23983500000000002
7015,5,14,AllGrid,3,200,10,44,46,"Hit(CW,3,MIDDLE)",17576,1488.9,A1,-3.285,0.820838,-1.135,2.1500000000000004,-3.6954190000000002,-2.098945,1.5964740000000002
743,7,3,AllGrid,3,200,10,44,20,"Draw(CW,L5)",158914,5936.16,A1,0.98,2.15861,0.98,0.0,-0.09930499999999998,-0.07272499999999993,0.026580000000000048
1014,4,15,AllGrid,3,200,10,44,10,"Draw(CW,L0)",61,3.34005,A1,3.325,1.27255,3.325,0.0,2.6887250000000003,2.6887250000000003,0.0
3900,0,10,AllGrid,3,200,10,44,0,"Draw(CW,TEE)",58483,2432.98,A1,0.305,1.74126,0.305,0.0,-0.5656300000000001,-0.5656300000000001,0.0
4543,6,5,AllGrid,3,200,10,44,50,"Freeze(CW,2)",133454,5325.92,A1,0.285,2.17112,1.09,0.8050000000000002,-0.8005600000000002,0.057780000000000165,0.8583400000000003
9231,5,14,AllGrid,3,200,10,44,7,"Draw(CCW,S4)",7737,543.374,A1,1.805,0.887116,2.025,0.21999999999999997,1.3614419999999998,1.620533,0.2590910000000002
1825,5,7,AllGrid,3,200,10,44,68,"PostGuard(CW,5,2)",106162,4479.59,A1,0.38,2.01137,0.865,0.485,-0.6256849999999999,-0.21359499999999998,0.41208999999999996
4062,4,15,AllGrid,3,200,10,44,35,"Hit(CCW,2,WEAK)",117,10.6889,A1,-1.275,0.824242,-0.475,0.7999999999999999,-1.6871209999999999,-1.42096,0.26616099999999987
9882,2,11,AllGrid,3,200,10,44,65,"Hit(CCW,8,WEAK)",58793,3409.45,A1,0.3,1.74069,1.295,0.9949999999999999,-0.5703450000000001,0.2877799999999999,0.858125
2998,6,14,AllGrid,3,200,10,44,57,"Hit(CCW,5,MIDDLE)",17252,1508.33,A1,2.82,0.926067,2.895,0.07500000000000018,2.3569665,2.46373,0.10676350000000001
1555,2,3,AllGrid,3,200,10,44,45,"PostGuard(CCW,1,1)",158574,5856.07,A1,0.735,2.10826,1.1,0.3650000000000001,-0.31913,0.05477500000000002,0.37390500000000004
4372,4,14,AllGrid,3,200,10,44,0,"Draw(CW,TEE)",2176,134.108,A1,0.005,1.13357,0.095,0.09,-0.561785,-0.5266850000000001,0.03509999999999991
3732,7,7,AllGrid,3,200,10,44,9,"Draw(CCW,S6)",94656,3336.49,A1,0.425,1.70129,1.125,0.7,-0.425645,0.254745,0.68039
3858,5,5,AllGrid,3,200,10,44,3,"Draw(CCW,S0)",133949,5516.18,A1,0.795,1.92171,0.885,0.08999999999999997,-0.16585499999999997,-0.11504999999999999,0.05080499999999999
1938,0,14,AllGrid,3,200,10,44,46,"Hit(CW,11,MIDDLE)",7396,561.255,A1,-0.08,1.81207,1.43,1.51,-0.986035,0.9590015000000001,1.9450365
9112,3,9,AllGrid,3,200,10,44,3,"Draw(CCW,S0)",74373,3279.83,A1,-0.08,1.85569,0.76,0.84,-1.007845,-0.13746000000000003,0.8703850000000001
4157,3,12,AllGrid,3,200,10,44,39,"Hit(CCW,3,STRONG)",41862,2581.39,A1,-1.83,1.33458,-0.705,1.125,-2.49729,-1.5046849999999998,0.9926050000000002
7373,1,11,AllGrid,3,200,10,44,41,"Freeze(CCW,2)",53593,2950.61,A1,1.175,1.30934,1.175,0.0,0.5203300000000001,0.5203300000000001,0.0
7173,4,15,AllGrid,3,200,10,44,0,"Draw(CW,TEE)",151,18.3312,A1,1.84,0.366606,2.0,0.15999999999999992,1.656697,2.0,0.3433029999999999
196,4,4,AllGrid,3,200,10,44,29,"PreGuard(CCW,G4)",144591,5202.85,A1,-0.65,2.25111,-0.22,0.43000000000000005,-1.7755550000000002,-1.206355,0.5692000000000002
2630,2,14,AllGrid,3,200,10,44,32,"Hit(CW,11,TOUCH)",3189,180.327,A1,-1.18,1.73712,-1.07,0.10999999999999988,-2.04856,-1.5130295,0.5355305000000001
5731,2,10,AllGrid,3,200,10,44,28,"PreGuard(CW,G4)",51581,1942.49,A1,-1.205,1.92431,-0.555,0.65,-2.167155,-1.26157,0.9055850000000001
9518,4,5,AllGrid,3,200,10,44,44,"Hit(CW,2,WEAK)",134271,5321.44,A1,0.705,2.00449,0.985,0.28,-0.2972450000000001,0.009689999999999976,0.30693500000000007
8211,7,12,AllGrid,3,200,10,44,69,"Hit(CCW,11,STRONG)",34562,1815.95,A1,-1.18,1.57721,-0.815,0.365,-1.968605,-1.69403,0.274575
