game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
7977,6,14,ClusterValue,3,200,10,43,48,"Hit(CW,3,STRONG)",6011,268.153,0
3926,6,11,ClusterValue,3,200,10,43,37,"Hit(CCW,0,MIDDLE)",52082,2055.19,0
3883,1,14,ClusterValue,3,200,10,43,19,"Draw(CCW,L4)",1703,60.0549,0
9222,7,5,ClusterValue,3,200,10,43,4,"Draw(CW,S2)",133217,4331.03,0
7881,2,15,ClusterValue,3,200,10,43,84,"Hit(CW,12,WEAK)",129,8.47624,0
6406,1,10,ClusterValue,3,200,10,43,34,"Hit(CW,7,WEAK)",57965,1990.57,0
8452,5,15,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",153,10.9859,0
1028,6,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",151,11.0074,0
2596,1,14,ClusterValue,3,200,10,43,88,"Hit(CW,11,STRONG)",5983,277.355,0
4748,1,3,ClusterValue,3,200,10,43,36,"Hit(CW,0,MIDDLE)",170415,5647.84,0
9206,3,13,ClusterValue,3,200,10,43,3,"Draw(CCW,S0)",6871,295.692,0
5859,1,6,ClusterValue,3,200,10,43,34,"Hit(CW,1,WEAK)",127381,4350.18,0
6871,4,5,ClusterValue,3,200,10,43,11,"Draw(CCW,L0)",147253,5128.62,0
7163,3,13,ClusterValue,3,200,10,43,67,"Hit(CCW,12,MIDDLE)",10153,452.742,0
5807,0,8,ClusterValue,3,200,10,43,45,"Hit(CCW,5,WEAK)",100043,3672.19,0
5567,2,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",129,8.85164,0
2507,3,11,ClusterValue,3,200,10,43,39,"Hit(CCW,4,WEAK)",49333,1883.5,0
7006,3,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",145,10.8557,0
1984,6,4,ClusterValue,3,200,10,43,45,"Hit(CCW,3,WEAK)",157969,5393.1,0
1845,7,14,ClusterValue,3,200,10,43,49,"PostGuard(CCW,12,0)",2397,85.4255,0
5780,2,6,ClusterValue,3,200,10,43,37,"Hit(CCW,5,MIDDLE)",121296,4042.06,0
8645,7,5,ClusterValue,3,200,10,43,49,"Hit(CCW,2,STRONG)",147388,5098.13,0
6132,0,13,ClusterValue,3,200,10,43,86,"Pass",13765,673.539,0
3339,4,10,ClusterValue,3,200,10,43,50,"Freeze(CW,9)",61495,2170.57,0
3566,6,14,ClusterValue,3,200,10,43,55,"Hit(CCW,7,WEAK)",5342,247.904,0
5523,3,9,ClusterValue,3,200,10,43,55,"Hit(CCW,4,WEAK)",86142,3253.13,0
