game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda
7977,6,14,ClusterValue,3,200,10,43,69,"Hit(CCW,7,STRONG)",6039,264.678,0.5
3926,6,11,ClusterValue,3,200,10,43,37,"Hit(CCW,0,MIDDLE)",51867,2435.77,0.5
3883,1,14,ClusterValue,3,200,10,43,18,"Draw(CW,L4)",1687,56.7679,0.5
9222,7,5,ClusterValue,3,200,10,43,9,"Draw(CCW,S6)",133333,5472.74,0.5
7881,2,15,ClusterValue,3,200,10,43,84,"Hit(CW,12,WEAK)",129,8.27333,0.5
6406,1,10,ClusterValue,3,200,10,43,50,"Freeze(CW,9)",58304,2467.9,0.5
8452,5,15,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",153,10.7915,0.5
1028,6,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",151,10.8593,0.5
2596,1,14,ClusterValue,3,200,10,43,86,"Hit(CW,11,MIDDLE)",5993,268.057,0.5
4748,1,3,ClusterValue,3,200,10,43,41,"Freeze(CCW,0)",170402,7303.9,0.5
9206,3,13,ClusterValue,3,200,10,43,35,"Hit(CCW,12,WEAK)",6805,285.71,0.5
5859,1,6,ClusterValue,3,200,10,43,40,"Freeze(CW,1)",127476,5582.9,0.5
6871,4,5,ClusterValue,3,200,10,43,45,"Hit(CCW,2,WEAK)",146689,6371.55,0.5
7163,3,13,ClusterValue,3,200,10,43,64,"Hit(CW,12,WEAK)",10173,439.477,0.5
5807,0,8,ClusterValue,3,200,10,43,45,"Hit(CCW,5,WEAK)",99563,4505.25,0.5
5567,2,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",129,8.62924,0.5
2507,3,11,ClusterValue,3,200,10,43,39,"Hit(CCW,4,WEAK)",47723,2104.38,0.5
7006,3,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",145,10.1808,0.5
1984,6,4,ClusterValue,3,200,10,43,49,"Hit(CCW,3,STRONG)",157352,6879.75,0.5
1845,7,14,ClusterValue,3,200,10,43,43,"PostGuard(CCW,10,0)",2399,82.3877,0.5
5780,2,6,ClusterValue,3,200,10,43,36,"Hit(CW,5,MIDDLE)",121528,5205.1,0.5
8645,7,5,ClusterValue,3,200,10,43,46,"Hit(CW,2,MIDDLE)",147134,6536.64,0.5
6132,0,13,ClusterValue,3,200,10,43,4,"Draw(CW,S2)",13764,756.625,0.5
3339,4,10,ClusterValue,3,200,10,43,39,"Hit(CCW,7,STRONG)",61372,2906.05,0.5
3566,6,14,ClusterValue,3,200,10,43,55,"Hit(CCW,7,WEAK)",5342,341.128,0.5
5523,3,9,ClusterValue,3,200,10,43,57,"Hit(CCW,4,MIDDLE)",83726,3989.23,0.5
7015,5,14,ClusterValue,3,200,10,43,46,"Hit(CW,3,MIDDLE)",6007,382.174,0.5
743,7,3,ClusterValue,3,200,10,43,10,"Draw(CW,L0)",173158,7683.96,0.5
1014,4,15,ClusterValue,3,200,10,43,10,"Draw(CW,L0)",61,4.72665,0.5
3900,0,10,ClusterValue,3,200,10,43,32,"Hit(CW,9,TOUCH)",57482,2630.9,0.5
4543,6,5,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",147325,6556.54,0.5
9231,5,14,ClusterValue,3,200,10,43,10,"Draw(CW,L0)",4354,219.069,0.5
1825,5,7,ClusterValue,3,200,10,43,37,"Hit(CCW,2,MIDDLE)",114946,5301.08,0.5
4062,4,15,ClusterValue,3,200,10,43,35,"Hit(CCW,2,WEAK)",117,9.69164,0.5
9882,2,11,ClusterValue,3,200,10,43,53,"Hit(CCW,6,TOUCH)",53371,2958.63,0.5
2998,6,14,ClusterValue,3,200,10,43,59,"Hit(CCW,5,STRONG)",5860,336.623,0.5
1555,2,3,ClusterValue,3,200,10,43,35,"Hit(CCW,0,WEAK)",173698,7658.92,0.5
4372,4,14,ClusterValue,3,200,10,43,44,"PostGuard(CW,12,1)",2075,89.9064,0.5
3732,7,7,ClusterValue,3,200,10,43,41,"Freeze(CCW,4)",104605,3745.56,0.5
3858,5,5,ClusterValue,3,200,10,43,35,"Hit(CCW,0,WEAK)",149689,7146.01,0.5
1938,0,14,ClusterValue,3,200,10,43,41,"Freeze(CCW,9)",3818,218.353,0.5
9112,3,9,ClusterValue,3,200,10,43,39,"Hit(CCW,2,STRONG)",78013,3537.36,0.5
4157,3,12,ClusterValue,3,200,10,43,38,"Hit(CW,3,STRONG)",31677,1753.27,0.5
7373,1,11,ClusterValue,3,200,10,43,36,"Hit(CW,2,MIDDLE)",51282,2690.69,0.5
7173,4,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",151,15.258,0.5
196,4,4,ClusterValue,3,200,10,43,36,"Hit(CW,3,MIDDLE)",154503,6770.9,0.5
2630,2,14,ClusterValue,3,200,10,43,32,"Hit(CW,11,TOUCH)",2415,116.956,0.5
5731,2,10,ClusterValue,3,200,10,43,13,"Draw(CCW,L1)",54100,2308.35,0.5
9518,4,5,ClusterValue,3,200,10,43,38,"Hit(CW,0,STRONG)",147184,6663.61,0.5
8211,7,12,ClusterValue,3,200,10,43,55,"Hit(CCW,9,WEAK)",27971,1338.67,0.5
5392,3,13,ClusterValue,3,200,10,43,88,"Hit(CW,10,STRONG)",21891,1158.57,0.5
4262,4,2,ClusterValue,3,200,10,43,3,"Draw(CCW,S0)",185895,8328.97,0.5
6230,1,12,ClusterValue,3,200,10,43,36,"Hit(CW,11,MIDDLE)",23199,1037.25,0.5
3543,4,7,ClusterValue,3,200,10,43,34,"Hit(CW,2,WEAK)",107831,4716.44,0.5
1784,6,5,ClusterValue,3,200,10,43,46,"Hit(CW,2,MIDDLE)",146805,6709.86,0.5
4905,4,14,ClusterValue,3,200,10,43,11,"Draw(CCW,L0)",4184,197.464,0.5
3837,2,10,ClusterValue,3,200,10,43,34,"Hit(CW,7,WEAK)",59859,2813.41,0.5
2854,0,15,ClusterValue,3,200,10,43,57,"Hit(CCW,12,MIDDLE)",103,8.24108,0.5
1221,1,10,ClusterValue,3,200,10,43,77,"Hit(CCW,9,MIDDLE)",71791,3681.4,0.5
7301,6,14,ClusterValue,3,200,10,43,54,"Hit(CW,5,WEAK)",6143,294.04,0.5
5248,0,3,ClusterValue,3,200,10,43,39,"Hit(CCW,2,STRONG)",170680,7555.55,0.5
2545,3,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",61,4.50375,0.5
6335,1,11,ClusterValue,3,200,10,43,35,"Hit(CCW,6,WEAK)",40441,1835.54,0.5
8275,4,5,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",146511,5413.98,0.5
963,5,13,ClusterValue,3,200,10,43,45,"Hit(CCW,10,WEAK)",12411,755.991,0.5
176,5,11,ClusterValue,3,200,10,43,19,"Draw(CCW,L4)",50140,2521.55,0.5
2199,1,13,ClusterValue,3,200,10,43,76,"Hit(CW,10,MIDDLE)",15490,991.004,0.5
8298,3,11,ClusterValue,3,200,10,43,35,"Hit(CCW,0,WEAK)",53870,2795.83,0.5
6729,2,14,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",5581,322.023,0.5
8119,5,4,ClusterValue,3,200,10,43,1,"Draw(CCW,TEE)",162679,7458.79,0.5
8189,0,14,ClusterValue,3,200,10,43,34,"Hit(CW,13,WEAK)",2247,102.154,0.5
9791,0,8,ClusterValue,3,200,10,43,36,"Hit(CW,7,MIDDLE)",90614,4077.49,0.5
5487,5,5,ClusterValue,3,200,10,43,35,"Hit(CCW,0,WEAK)",145805,6708.39,0.5
4950,0,15,ClusterValue,3,200,10,43,35,"Hit(CCW,12,WEAK)",71,5.17262,0.5
9143,3,7,ClusterValue,3,200,10,43,54,"Hit(CW,4,WEAK)",115158,5393.03,0.5
4517,4,13,ClusterValue,3,200,10,43,39,"Hit(CCW,2,STRONG)",18265,1236.47,0.5
2994,5,10,ClusterValue,3,200,10,43,46,"Hit(CW,3,MIDDLE)",71685,3667.1,0.5
961,6,13,ClusterValue,3,200,10,43,89,"Hit(CCW,10,STRONG)",19952,1395.66,0.5
1566,1,3,ClusterValue,3,200,10,43,3,"Draw(CCW,S0)",175663,8029.24,0.5
1686,6,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",49,3.64317,0.5
1201,0,6,ClusterValue,3,200,10,43,50,"Freeze(CW,5)",123413,5570.2,0.5
5494,4,5,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",148872,6912.03,0.5
2492,4,15,ClusterValue,3,200,10,43,2,"Draw(CW,S0)",75,6.14074,0.5
8959,1,11,ClusterValue,3,200,10,43,59,"Hit(CCW,8,STRONG)",49548,2522.6,0.5
1671,0,15,ClusterValue,3,200,10,43,76,"Hit(CW,12,MIDDLE)",117,10.5914,0.5
1385,7,11,ClusterValue,3,200,10,43,55,"Hit(CCW,6,WEAK)",51618,2613.35,0.5
6872,1,14,ClusterValue,3,200,10,43,85,"Hit(CCW,13,WEAK)",5850,361.932,0.5
8785,1,4,ClusterValue,3,200,10,43,3,"Draw(CCW,S0)",153939,7025.08,0.5
1835,0,15,ClusterValue,3,200,10,43,55,"Hit(CCW,14,WEAK)",69,5.22779,0.5
6216,7,8,ClusterValue,3,200,10,43,23,"Draw(CCW,L6)",91462,4104.29,0.5
8471,6,5,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",149138,7000.56,0.5
256,3,12,ClusterValue,3,200,10,43,11,"Draw(CCW,L0)",27090,1343.1,0.5
5778,2,9,ClusterValue,3,200,10,43,39,"Hit(CCW,0,STRONG)",85661,4106.13,0.5
6320,4,15,ClusterValue,3,200,10,43,64,"Hit(CW,12,WEAK)",103,7.86322,0.5
1638,4,11,ClusterValue,3,200,10,43,102,"Pass",52600,2796.94,0.5
2310,6,15,ClusterValue,3,200,10,43,55,"Hit(CCW,6,WEAK)",135,11.071,0.5
7921,5,4,ClusterValue,3,200,10,43,20,"Draw(CW,L5)",155267,7139.94,0.5
1361,1,12,ClusterValue,3,200,10,43,47,"Hit(CCW,11,MIDDLE)",23589,1127.38,0.5
5041,1,8,ClusterValue,3,200,10,43,49,"PostGuard(CCW,6,0)",90114,4128.89,0.5
5033,7,5,ClusterValue,3,200,10,43,34,"Hit(CW,0,WEAK)",147616,6825.74,0.5
5022,1,15,ClusterValue,3,200,10,43,7,"Draw(CCW,S4)",89,7.56463,0.5
9907,7,9,ClusterValue,3,200,10,43,11,"Draw(CCW,L0)",77011,3559.64,0.5
8627,2,12,ClusterValue,3,200,10,43,59,"Hit(CCW,9,STRONG)",35044,2029.58,0.5
1641,6,10,ClusterValue,3,200,10,43,67,"Hit(CCW,7,MIDDLE)",73516,4033.43,0.5
7249,2,15,ClusterValue,3,200,10,43,0,"Draw(CW,TEE)",139,12.6228,0.5
4837,7,2,ClusterValue,3,200,10,43,37,"Hit(CCW,1,MIDDLE)",187250,8446.34,0.5
1039,2,15,ClusterValue,3,200,10,43,3,"Draw(CCW,S0)",43,3.06142,0.5
7846,3,10,ClusterValue,3,200,10,43,45,"Hit(CCW,9,WEAK)",59195,2770.64,0.5
5246,2,5,ClusterValue,3,200,10,43,7,"Draw(CCW,S4)",149328,7082.03,0.5
4166,2,12,ClusterValue,3,200,10,43,49,"Hit(CCW,11,WEAK)",26540,1334.19,0.5
6533,4,6,ClusterValue,3,200,10,43,51,"Freeze(CCW,3)",134375,6492.32,0.5
5721,0,12,ClusterValue,3,200,10,43,80,"Freeze(CW,9)",40111,2445.4,0.5
4463,7,9,ClusterValue,3,200,10,43,35,"Hit(CCW,0,WEAK)",88006,4399.7,0.5
