game_id,end,shot_num,team,remaining,has_hammer,phase_shot,phase_r,n_stones,n_stones_bin,n_my,n_op,n_my_house,n_op_house,n_house,house_diff,n_my_guard,n_op_guard,n_guard,n_center_guard,center_lane_blocked,n_front_house,n_back_house,n_within_0.61,n_within_1.22,d_no1,no1_mine,d_no2,no1_no2_gap,counting_my,counting_op,score_now,min_pair_dist,mean_nn_dist,x_spread,y_spread,house_mean_nn_dist,house_density,n_cand,q_star,q_2nd,q_gap12,q_median,q_mean,q_min,q_range,q_iqr,q_star_minus_median,n_near_best_025,n_near_best_050,frac_near_best_050,q_sd_mean,q_sd_median,q_sd_best,best_type,n_types,frac_hit,frac_draw,frac_guard,best_type_margin,n_types_near_best_050,best_type_is_hit,best_hist_entropy,best_p_negative,best_p_ge2,qadj_star_l0.5,qadj_best_same_as_q_best_l0.5,qadj_best_type_l0.5,lookahead_gain_best,lookahead_gain_mean,n_cand_ct,K_clusters,n_reps,largest_frac,n_singleton,singleton_frac,size_entropy_norm,mean_cluster_size,type_purity,eta2_q,within_sd_q,between_range_q,best_is_rep,best_cluster_selected,best_cluster_size,rep_q_max,screen_loss,true_top_cluster_selected,rho_cand,rho_cluster,rho_gain,cluster_sd_mean,best_cluster_rank,rho_cluster_risk_l0.5,rho_cand_risk_l0.5,topk_overlap_l0.5,n_seeds_ct,rho_gain_sd,regret_A9P5,regret_A9P5_sd,n_seeds_A9P5,regret_adj_A9P5,regret_adj_A9P5_sd,regret_A9R05,regret_A9R05_sd,n_seeds_A9R05,regret_adj_A9R05,regret_adj_A9R05_sd,d_A9R05_A9P5,dadj_A9R05_A9P5
6729,2,14,0,2,0,late,late_r2-4,13,13-16,7,6,7,6,13,1,0,0,0,0,1,7,6,4,12,0.2785736106112692,0,0.4210685209333513,0.1424949103220821,0,1,-1,0.2970931888078205,0.40232781959856845,0.4493066634973121,0.6676819516212122,0.40232781959856845,1.0619380519163715,135,0.665,0.62,0.04500000000000004,-0.67,-0.7257407407407409,-1.73,2.395,0.3374999999999999,1.335,3,3,0.022222222222222223,0.9621481333333335,0.934866,1.04536,Draw,6,0.35555555555555557,0.2814814814814815,0.35555555555555557,0.78,1,0,1.3950645806596687,0.225,0.115,0.14232,1,Draw,0.17500000000000004,0.2846296296296296,135.0,27.0,4.0,0.2074074074074074,8.0,0.2962962962962963,0.8040695620239378,5.0,0.6888888888888889,0.8787415459904994,0.13213612253999996,2.3583333333333334,0.0,1.0,3.0,0.616,0.049000000000000044,1.0,0.45643191675011996,0.5749137339899905,0.11848181723987039,0.6789716323844058,1.0,0.4671023383201954,0.4474902980496348,0.9,5,0.07960316021884739,0.045,0.0,5,0.06213500000000001,0.0,0.049,0.00894427190999916,5,0.07436199999999998,0.02734040316088988,0.0040000000000000036,0.012226999999999974
8119,5,4,0,12,0,early,early_r9+,4,2-4,2,2,2,2,4,0,0,0,0,0,1,2,2,2,4,0.32544571817714857,0,0.4046024460677406,0.07915672789059203,0,2,-2,0.44973703178350927,0.5382196305602692,0.197723921183351,0.5528081781911344,0.5382196305602692,0.32675016982042204,65,-0.18,-0.285,0.10499999999999998,-0.655,-0.6516153846153846,-1.115,0.935,0.255,0.47500000000000003,8,37,0.5692307692307692,2.0222324615384615,2.02672,2.02178,Draw,6,0.24615384615384617,0.46153846153846156,0.27692307692307694,0.195,6,0,2.6219768543804784,0.565,0.165,-1.19089,1,Draw,1.23,1.1205384615384615,65.0,13.0,4.0,0.21538461538461542,3.0,0.23076923076923078,0.8735420857426124,5.0,0.7538461538461538,0.39238396249524243,0.14206898130403178,0.5466666666666666,0.2,0.4,3.0,-0.41899999999999993,0.23900000000000002,0.4,0.01530661402390932,0.01940821594605423,0.00410160192214491,1.925211682486235,5.4,-0.013186813186813182,0.04496632048053382,0.9,5,0.19548602525760778,0.26399999999999996,0.3067857558622955,5,0.2747750000000001,0.31730552662221323,0.262,0.1896905374550876,5,0.276175,0.19469828819226942,-0.0019999999999999463,0.0013999999999999013
8189,0,14,0,2,0,late,late_r2-4,3,2-4,2,1,2,1,3,1,0,0,0,0,1,3,0,1,1,0.2607868748614497,0,1.355400591559559,1.0946137166981094,0,1,-1,0.8679862974148865,0.972139666246019,0.6887411273878999,0.2752102509395731,0.972139666246019,0.2450626273653165,55,0.025,-0.055,0.08,-1.75,-1.4526363636363635,-1.86,1.885,0.7525,1.775,2,3,0.05454545454545454,0.6528961272727273,0.498773,1.36542,Hit,6,0.14545454545454545,0.509090909090909,0.32727272727272727,0.81,1,1,1.509626435877142,0.615,0.205,-0.65771,1,Hit,-2.93,-0.9454545454545454,55.0,11.0,4.0,0.21818181818181817,2.0,0.18181818181818182,0.9199715735432552,5.0,0.7818181818181819,0.7789929505880768,0.19563680975365944,1.4808333333333334,0.0,1.0,6.0,-0.294,0.31900000000000006,1.0,0.6737132605557212,0.8209334279592518,0.14722016740353058,0.6470140686132227,1.0,0.8589171389381465,0.6975608776537154,0.95,5,0.1362830807235323,0.8100000000000002,0.0,5,0.6971100000000001,0.0,0.518,0.39983746697877126,5,0.4295280000000001,0.36640174345586846,-0.29200000000000015,-0.26758200000000004
9791,0,8,0,8,0,mid,mid_r5-8,3,2-4,2,1,2,1,3,1,0,0,0,0,1,3,0,1,2,0.5089075229351626,1,0.7310487994682726,0.22214127653311,1,0,1,0.4488035267062852,0.797371366142583,0.803679303711513,0.16348802878362692,0.797371366142583,0.2450626273653165,55,-0.11,-0.24,0.13,-0.755,-0.7413636363636364,-1.2,1.0899999999999999,0.4574999999999999,0.645,3,21,0.38181818181818183,1.8501927272727274,1.8412,1.88359,PostGuard,6,0.14545454545454545,0.509090909090909,0.32727272727272727,0.13,5,0,2.534202115509512,0.555,0.195,-1.051795,1,PostGuard,-1.11,-1.6593636363636362,55.0,11.0,4.0,0.2545454545454545,2.0,0.18181818181818182,0.8793539588062839,5.0,0.7454545454545455,0.34595198738313254,0.2023930708819134,0.7916666666666665,0.0,0.0,14.0,-0.39099999999999996,0.281,1.0,0.3066555534467272,0.4332994720813511,0.12664391863462393,1.717679747880951,6.0,0.36,0.31343930498748623,0.95,5,0.2776326874347799,0.275,0.2555386467836127,5,0.21132199999999993,0.28494248045877607,0.301,0.10406728592598156,5,0.17252499999999993,0.07442562092451763,0.025999999999999968,-0.038797
5487,5,5,1,11,1,early,early_r9+,5,5-8,3,2,3,2,5,1,0,0,0,0,1,2,3,5,5,0.13143140970102976,0,0.16571963341740767,0.03428822371637791,0,1,-1,0.2966544424005811,0.37797186933108284,0.24690428244127316,0.33194420374514744,0.37797186933108284,0.40843771227552755,71,1.085,1.06,0.02499999999999991,0.525,0.5307746478873239,0.08,1.005,0.26750000000000007,0.5599999999999999,5,29,0.4084507042253521,2.0279259154929576,2.02692,2.11608,Draw,6,0.22535211267605634,0.4225352112676056,0.3380281690140845,0.02499999999999991,6,0,2.812362784162976,0.3,0.44,0.03208999999999995,0,Hit,1.2449999999999999,1.2867605633802817,71.0,15.0,4.0,0.2535211267605634,4.0,0.26666666666666666,0.8618571817757565,4.733333333333333,0.7464788732394366,0.5311636124858525,0.14047870483772204,0.6691666666666665,0.0,0.2,6.0,0.714,0.371,0.4,0.0629520311622483,0.07575470453094574,0.012802673368697438,1.8178290212077877,7.4,0.02071428571428572,0.052641988562488515,0.8,5,0.2965303376273236,0.501,0.24651064885720456,5,0.45076399999999994,0.22621290945699804,0.44399999999999995,0.19181371171008607,5,0.415776,0.16563229725056644,-0.05700000000000005,-0.034987999999999964
4950,0,15,1,1,1,late,r1,5,5-8,3,2,3,2,5,1,0,0,0,0,1,4,1,2,3,0.32351025582661475,0,0.471355112170219,0.14784485634360428,0,1,-1,0.6671148869124756,0.7932543992604949,0.608777579388926,0.593079348485511,0.7932543992604949,0.40843771227552755,71,0.83,0.645,0.18499999999999994,-1.0,-0.9356338028169014,-1.75,2.58,0.0,1.83,2,2,0.028169014084507043,0.2678627943661972,0.0,1.64046,Hit,6,0.22535211267605634,0.4225352112676056,0.3380281690140845,1.1199999999999999,1,1,1.8650211849113498,0.35,0.295,0.009769999999999945,1,Hit,0.0,0.0,71.0,15.0,4.0,0.8028169014084507,14.0,0.9333333333333333,0.3754915568215845,4.733333333333333,0.5633802816901409,0.006784160565196998,0.4307744605799716,0.08017543859649123,0.0,1.0,57.0,-0.6,1.43,1.0,0.30582908905890566,-0.9999999999999998,-1.3058290890589055,0.028696711453532857,15.0,0.9999999999999998,0.30162428948431025,1.0,5,0.0,1.43,0.0,5,1.1245500000000002,0.0,1.43,0.0,5,1.1245500000000002,0.0,0.0,0.0
9143,3,7,1,9,1,mid,early_r9+,6,5-8,3,3,3,3,6,0,0,0,0,0,1,5,1,4,5,0.21966432488415255,1,0.3682152775551281,0.14855095267097557,1,0,1,0.2912736684305707,0.390640979509803,0.2847179087581274,0.5378470313822205,0.390640979509803,0.490125254730633,81,1.135,1.09,0.04499999999999993,0.62,0.632962962962963,0.16,0.975,0.21499999999999997,0.515,8,39,0.48148148148148145,1.9467032098765433,1.95943,1.97908,Draw,6,0.2962962962962963,0.3950617283950617,0.2962962962962963,0.04499999999999993,5,0,2.722008619413706,0.28,0.455,0.14546000000000003,1,Draw,-0.24499999999999988,-0.020123456790123444,81.0,17.0,4.0,0.2962962962962963,6.0,0.35294117647058826,0.7531073246065421,4.764705882352941,0.7160493827160493,0.398103328661902,0.13470211737638393,0.6975,0.0,0.2,2.0,0.861,0.274,0.2,0.041351376817148254,0.1457199379067571,0.10436856108960883,1.799844020604628,6.8,0.12626983483169069,0.024061506897278026,0.85,5,0.15521634502870604,0.497,0.29284381502773804,5,0.5066189999999999,0.2924517818034283,0.37,0.21854633376014343,5,0.34987899999999994,0.2203373503970673,-0.127,-0.15674
4517,4,13,1,3,1,late,late_r2-4,11,9-12,5,6,5,6,11,-1,0,0,0,0,1,7,4,6,10,0.04022114374740002,1,0.33854057407028476,0.29831943032288477,1,0,1,0.3031081650971122,0.4271815395642582,0.378231283716816,0.5421853691731773,0.4271815395642582,0.8985629670061606,123,1.535,1.41,0.125,1.15,1.034878048780488,-0.765,2.3,0.19000000000000017,0.385,13,92,0.7479674796747967,0.8905034552845529,0.779166,1.29181,Hit,6,0.3902439024390244,0.3089430894308943,0.2926829268292683,0.125,6,1,1.5881061223602833,0.04,0.26,0.9989605,0,PostGuard,0.5349999999999999,0.09991869918699187,123.0,25.0,4.0,0.2601626016260163,8.0,0.32,0.7521985246165976,4.92,0.6910569105691057,0.766370938109666,0.13889532170769742,2.0325,0.0,0.4,2.0,1.325,0.2099999999999999,0.4,0.2420983526755664,0.08926247283366474,-0.15283587984190167,1.0035713429471504,8.4,0.12181205193356974,0.3039073134303586,0.8,5,0.06149728505776704,0.15199999999999997,0.14407463343697943,5,0.19539659999999998,0.1605078512754127,0.28299999999999986,0.109235983082499,5,0.2505658,0.20420116933174015,0.1309999999999999,0.05516920000000003
2994,5,10,0,6,0,mid,mid_r5-8,10,9-12,5,5,5,5,10,0,0,0,0,0,1,7,3,4,8,0.2269056840980413,0,0.3669229194817312,0.14001723538368993,0,3,-3,0.3723134684858969,0.5292430576982248,0.4839153013606927,0.6366401778870063,0.5292430576982248,0.8168754245510551,113,0.045,0.035,0.009999999999999995,-0.76,-0.7399557522123893,-1.33,1.375,0.36,0.805,8,17,0.1504424778761062,1.8890269911504427,1.8905,1.90341,Hit,6,0.35398230088495575,0.3185840707964602,0.3185840707964602,0.009999999999999995,3,1,2.5509232497495806,0.485,0.2,-0.823865,0,Draw,1.095,1.870884955752212,113.0,23.0,4.0,0.24778761061946902,10.0,0.43478260869565216,0.7721233292824431,4.913043478260869,0.672566371681416,0.6544894229150386,0.17658587771507644,1.2100000000000002,0.0,0.0,6.0,-0.139,0.184,0.4,0.2577014381366807,0.36957054815450674,0.11186911001782603,1.7319461692192,9.6,0.35761941589122065,0.22696720733827527,0.85,5,0.1482616433704907,0.49700000000000005,0.4142704430682932,5,0.63604,0.4282267267902601,0.709,0.40150342464292876,5,0.860263,0.40765064262490747,0.2119999999999999,0.22422299999999995
961,6,13,1,3,1,late,late_r2-4,13,13-16,6,7,6,7,13,-1,0,0,0,0,1,8,5,4,11,0.16346256707882695,0,0.18678067943178592,0.02331811235295897,0,4,-4,0.3150717826289745,0.4575614537194156,0.5216917942361444,0.6769732495392388,0.4575614537194156,1.0619380519163715,139,-1.735,-1.745,0.010000000000000009,-3.195,-2.9643884892086336,-3.51,1.7749999999999997,0.625,1.4599999999999997,7,19,0.1366906474820144,1.4047782014388488,1.37273,1.69846,Hit,6,0.4028776978417266,0.28776978417266186,0.302158273381295,0.03499999999999992,2,1,2.451874969045009,0.86,0.045,-2.48713,0,Draw,0.5849999999999997,0.6971223021582734,139.0,28.0,4.0,0.381294964028777,7.0,0.25,0.687805300764106,4.964285714285714,0.6690647482014388,0.8750181173784004,0.13717660617583124,1.5674528301886796,0.0,0.0,2.0,-2.006,0.27099999999999985,0.0,0.4192148688756251,0.3660298099957645,-0.05318505887986058,1.2629140790780506,24.6,0.38509400590347054,0.4564358642849444,0.85,5,0.11199570277018317,0.4159999999999998,0.21941399226120464,5,0.47176799999999985,0.2684163662484089,0.5599999999999998,0.1454303957224899,5,0.7010239999999998,0.14737367477775673,0.14400000000000002,0.2292559999999999
1566,1,3,1,13,1,early,early_r9+,3,2-4,1,2,1,2,3,-1,0,0,0,0,1,1,2,3,3,0.20012488444978305,0,0.286714031091958,0.08658914664217493,0,1,-1,0.33576071728991735,0.37196381377362725,0.1974709947100755,0.19212531211570066,0.37196381377362725,0.2450626273653165,59,0.975,0.91,0.06499999999999995,0.665,0.6552542372881356,0.26,0.715,0.20750000000000002,0.30999999999999994,19,52,0.8813559322033898,2.0570179661016947,2.04518,1.99609,Draw,6,0.2711864406779661,0.5084745762711864,0.2033898305084746,0.06499999999999995,6,0,2.69163460499961,0.325,0.385,-0.023044999999999982,1,Draw,1.25,1.3393220338983052,59.0,12.0,4.0,0.20338983050847456,4.0,0.3333333333333333,0.8715010455513118,4.916666666666667,0.7457627118644068,0.32914459834545323,0.12101825002709277,0.33291666666666664,0.0,0.4,6.0,0.8560000000000001,0.11899999999999995,0.6,0.07628073809429964,0.050548224933749164,-0.025732513160550474,1.9415241206980796,6.4,0.06013986013986013,0.09756491807747551,0.75,5,0.31014579427633854,0.1749999999999999,0.13481468762712762,5,0.232366,0.1543628208718019,0.2049999999999999,0.1730967937311376,5,0.22358499999999992,0.19369022887719453,0.03,-0.008781000000000067
1686,6,15,1,1,1,late,r1,2,2-4,1,1,1,1,2,0,0,0,0,0,0,0,2,1,1,0.2751286952461314,1,1.573680380382242,1.2985516851361105,1,0,1,1.503377843036088,1.503377843036088,0.7513536,0.022449999999999193,1.503377843036088,0.16337508491021102,49,1.0,1.0,0.0,0.2,0.15540816326530615,-1.0,2.0,1.34,0.8,15,17,0.3469387755102041,0.458341612244898,0.375633,0.0,Draw,6,0.16326530612244897,0.5714285714285714,0.24489795918367346,0.0,3,0,-0.0,0.0,0.0,1.0,1,Draw,0.0,0.0,49.0,10.0,4.0,0.8163265306122449,9.0,0.9,0.3823920054750749,4.9,0.7142857142857143,0.26418756987589803,0.6750279508101868,2.0,1.0,1.0,40.0,1.0,0.0,1.0,0.771734724997983,0.9185586535436918,0.1468239285457088,0.08,5.0,0.8845379626717029,0.7716746030981816,1.0,5,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
1201,0,6,0,10,0,mid,early_r9+,2,2-4,0,2,0,2,2,-2,0,0,0,0,1,2,0,1,2,0.4721983710076192,0,0.6233173866851461,0.15111901567752695,0,2,-2,0.6972533090278243,0.6972533090278243,0.26722525,0.22390000000000043,0.6972533090278243,0.16337508491021102,53,-0.385,-0.59,0.20499999999999996,-1.14,-1.110754716981132,-1.545,1.16,0.33999999999999997,0.7549999999999999,2,10,0.18867924528301888,2.0512392452830186,2.05255,1.91749,Draw,5,0.3018867924528302,0.5660377358490566,0.11320754716981132,0.31999999999999995,3,0,2.5535355411274985,0.55,0.15,-1.343745,1,Draw,1.44,0.4935849056603774,53.0,11.0,4.0,0.20754716981132076,3.0,0.2727272727272727,0.9093654852559407,4.818181818181818,0.8113207547169811,0.6330292608903794,0.14504873444001623,0.7075000000000001,0.0,0.4,4.0,-0.729,0.344,0.4,0.0815622447047638,0.1262191898170145,0.0446569451122507,2.0216748228332504,4.4,0.20000000000000004,0.11856097333912774,0.95,5,0.23148090277056954,0.45599999999999985,0.2678245694479877,5,0.507531,0.2967821181523577,0.4619999999999999,0.22788703341787578,5,0.501628,0.2381619602969794,0.006000000000000061,-0.005902999999999992
5494,4,5,1,11,1,early,early_r9+,5,5-8,2,3,2,3,5,-1,0,0,0,0,1,4,1,3,5,0.1605349949419175,1,0.21701687174964038,0.056481876807722875,1,0,1,0.36566529936678827,0.392349753245382,0.23085780333304742,0.30371138536446074,0.392349753245382,0.40843771227552755,75,1.21,1.0,0.20999999999999996,0.555,0.5644666666666667,0.21,1.0,0.22000000000000003,0.6549999999999999,2,14,0.18666666666666668,1.9894389333333333,1.98907,2.17391,Hit,6,0.32,0.4266666666666667,0.24,0.20999999999999996,3,1,2.8447421218169904,0.26,0.435,0.12304500000000007,1,Hit,0.20999999999999996,-0.19673333333333334,75.0,15.0,4.0,0.18666666666666668,5.0,0.3333333333333333,0.8757178993805821,5.0,0.6933333333333334,0.2520118749979105,0.15456671485803766,0.5,0.0,0.2,6.0,0.733,0.477,0.2,0.0604019088896179,0.14524527831244582,0.0848433694228279,1.8361475173767716,9.2,-0.006327670967775989,0.016860879807133078,0.75,5,0.2361287767232625,0.6119999999999999,0.35250177304518626,5,0.5464640000000001,0.31890016540055294,0.675,0.13833835332256927,5,0.6014229999999999,0.17507964189905117,0.06300000000000017,0.05495899999999987
2492,4,15,1,1,1,late,r1,5,5-8,2,3,2,3,5,-1,0,0,0,0,1,2,3,4,4,0.07692507439222894,0,0.27978261925287534,0.2028575448606464,0,1,-1,0.3024149362254617,0.5199441956746944,0.393948461861176,0.61340282686013,0.5199441956746944,0.40843771227552755,75,1.65,1.175,0.47499999999999987,-1.0,-0.8219333333333333,-2.11,3.76,0.03750000000000009,2.65,1,2,0.02666666666666667,0.3864280093333333,0.0,0.638357,Hit,6,0.32,0.4266666666666667,0.24,0.47499999999999987,2,1,1.0078725331880818,0.03,0.71,1.3308214999999999,1,Hit,0.0,0.0,75.0,15.0,4.0,0.8133333333333332,14.0,0.9333333333333333,0.3596600130525386,5.0,0.5333333333333333,0.01778189257604115,0.7002515096978973,0.21877049180327868,0.0,1.0,61.0,1.175,0.4749999999999998,1.0,0.08035108644150102,0.7319250547113998,0.6515739682698988,0.06642435584272237,1.0,-0.6273643326097713,0.08262380622339843,1.0,5,0.0,0.4749999999999998,0.0,5,0.7791964999999998,0.0,0.4749999999999998,0.0,5,0.7791964999999998,0.0,0.0,0.0
8959,1,11,1,5,1,mid,mid_r5-8,8,5-8,4,4,4,4,8,0,0,0,0,0,1,6,2,5,7,0.1293541483061138,1,0.257187509854194,0.12783336154808017,1,0,1,0.290518905699785,0.4947929856051303,0.7051171399342838,0.3310081107389968,0.4947929856051303,0.6535003396408441,97,1.26,1.21,0.050000000000000044,0.31,0.42139175257731964,-0.145,1.405,0.445,0.95,4,21,0.21649484536082475,1.8436662886597937,1.84662,1.75283,Freeze,6,0.32989690721649484,0.35051546391752575,0.30927835051546393,0.050000000000000044,3,0,2.502271315133667,0.255,0.455,0.38358499999999995,1,Freeze,0.485,-0.46067010309278345,97.0,20.0,4.0,0.21649484536082478,6.0,0.3,0.7948828842296127,4.85,0.6701030927835051,0.2682491116944381,0.26895956150628314,0.8299999999999998,0.0,0.0,21.0,0.679,0.5810000000000001,0.0,0.2581729532585729,0.02664809185110213,-0.2315248614074708,1.7465748764335036,12.8,-0.00992481203007518,0.25278213992546206,0.85,5,0.23197377375604783,1.053,0.10022474744293441,5,1.128791,0.11067638035055175,1.085,0.0685565460040104,5,1.1695550000000001,0.09218230470106506,0.03200000000000003,0.04076400000000002
1671,0,15,1,1,1,late,r1,10,9-12,4,6,4,6,10,-2,0,0,0,0,1,7,3,5,8,0.18854737751822412,0,0.4027541826424649,0.21420680512424076,0,2,-2,0.32340198209813165,0.47565175658987185,0.5385554945118619,0.5275006586725746,0.47565175658987185,0.8168754245510551,117,2.74,2.485,0.25500000000000034,-1.985,-1.1558547008547009,-2.0,4.74,1.6400000000000001,4.7250000000000005,1,2,0.017094017094017096,0.6336486393162394,0.121552,1.75568,Hit,6,0.41025641025641024,0.3247863247863248,0.2564102564102564,2.43,1,1,2.0631179685687893,0.085,0.88,1.8621600000000003,1,Hit,0.0,0.0,117.0,24.0,4.0,0.8034188034188035,23.0,0.9583333333333334,0.3499013977135025,4.875,0.6068376068376068,0.11888520892114925,1.2679056348793492,1.0506382978723408,0.0,1.0,94.0,-0.015,2.7550000000000003,1.0,0.7914532990292152,0.7223151185146153,-0.06913818051459997,0.08664051132586131,1.0,0.7223151185146153,0.7962019199410141,1.0,5,0.0,2.7550000000000003,0.0,5,2.7861100000000003,0.0,2.7550000000000003,0.0,5,2.7861100000000003,0.0,0.0,0.0
1385,7,11,1,5,1,mid,mid_r5-8,9,9-12,5,4,5,4,9,1,0,0,0,0,1,5,4,4,7,0.15705547846541268,1,0.39677587993727537,0.2397204014718627,2,0,2,0.31894264054215615,0.6507854938653578,0.8442040747867625,0.6013454786488033,0.6507854938653578,0.7351878820959495,103,1.18,1.16,0.020000000000000018,0.68,0.6867961165048543,0.075,1.105,0.29499999999999993,0.4999999999999999,16,53,0.5145631067961165,1.7500159223300973,1.74338,1.52892,Draw,6,0.3106796116504854,0.3300970873786408,0.34951456310679613,0.020000000000000018,6,0,2.280075684219501,0.205,0.475,0.4155399999999999,1,Draw,-0.8200000000000001,-1.0781553398058252,103.0,21.0,4.0,0.3106796116504854,8.0,0.38095238095238093,0.7369138696634067,4.904761904761905,0.6893203883495146,0.36257523342340653,0.18696343629043366,0.8433333333333334,0.0,0.6,24.0,0.985,0.19499999999999998,0.2,0.16052557327700806,0.12191293916781813,-0.03861263410918993,1.5059751411621272,10.6,0.044935064935064925,0.15327178743507436,1.0,5,0.14143376413398578,0.45999999999999985,0.27690250992000776,5,0.5880809999999999,0.25834260419547533,0.3719999999999999,0.14087228258248677,5,0.5535709999999999,0.16147541292716985,-0.08799999999999997,-0.03450999999999993
6872,1,14,0,2,0,late,late_r2-4,13,13-16,7,6,7,6,13,1,0,0,0,0,1,10,3,6,12,0.247354973469304,1,0.4019253031148946,0.15457032964559062,1,0,1,0.29018351505383105,0.38538904660142465,0.36261030221273677,0.5373196024229239,0.38538904660142465,1.0619380519163715,135,1.02,1.015,0.0050000000000001155,0.74,0.3803703703703703,-1.585,2.605,1.0,0.28,62,81,0.6,0.8568994962962965,0.872224,0.647765,Hit,6,0.35555555555555557,0.2814814814814815,0.35555555555555557,0.0050000000000001155,6,1,0.9033420090600253,0.055,0.14,1.0,0,PostGuard,0.020000000000000018,-0.344962962962963,135.0,27.0,4.0,0.26666666666666666,11.0,0.40740740740740733,0.7367943226045147,5.0,0.7111111111111111,0.9029530267126706,0.18854414306593667,2.2162499999999996,0.0,0.4,33.0,0.9650000000000001,0.05500000000000005,0.0,0.6988364176474626,0.7810180627004509,0.0821816450529883,0.667047888357959,10.8,0.7713539400673015,0.7123518465703624,0.65,5,0.0349894145799078,0.6300000000000001,0.5082691216275096,5,1.2245566,0.6201901896130735,0.905,0.44899888641287294,5,1.5684770000000001,0.4797875930633263,0.2749999999999999,0.3439204
8785,1,4,0,12,0,early,early_r9+,2,2-4,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,0.1571274230966708,0,0.7699684517589056,0.6128410286622348,0,1,-1,0.8577789198628097,0.8577789198628097,0.008759500000000003,0.4288000000000025,0.8577789198628097,0.16337508491021102,49,-0.32,-0.335,0.015000000000000013,-0.615,-0.6094897959183673,-0.88,0.56,0.18499999999999994,0.295,19,45,0.9183673469387755,1.9744842857142857,1.96794,1.79933,Freeze,6,0.16326530612244897,0.5714285714285714,0.24489795918367346,0.015000000000000013,5,0,2.497831453048018,0.58,0.16,-1.219665,1,Freeze,0.12,0.08244897959183674,49.0,10.0,4.0,0.20408163265306123,1.0,0.1,0.9276124801637853,4.9,0.7959183673469388,0.49628629722325635,0.09471385400270844,0.373,0.0,0.2,5.0,-0.5029999999999999,0.183,0.2,0.08423973826161808,-0.09449010641687079,-0.17872984467848888,1.9362057124452718,5.6,-0.14666666666666664,0.07952581839888032,0.95,5,0.07873207681418119,0.33599999999999997,0.1270039369468521,5,0.391574,0.13413467031308493,0.31099999999999994,0.20197153264754908,5,0.373294,0.22122830694217235,-0.025000000000000022,-0.018279999999999963
1835,0,15,1,1,1,late,r1,4,2-4,1,3,1,3,4,-2,0,0,0,0,1,3,1,1,2,0.4603072314233622,0,0.6975201703893577,0.23721293896599543,0,1,-1,1.149499828036803,1.2733031394263306,0.7852166785132672,0.7767407369901486,1.2733031394263306,0.32675016982042204,69,1.235,1.215,0.020000000000000018,-1.0,-0.7899275362318839,-1.45,2.685,0.06000000000000005,2.2350000000000003,3,4,0.057971014492753624,0.3283091115942029,0.0,1.19573,Hit,6,0.34782608695652173,0.463768115942029,0.17391304347826086,1.0450000000000002,1,1,1.5283534284789368,0.135,0.57,0.884263,0,Hit,0.0,0.0,69.0,14.0,4.0,0.8115942028985508,13.0,0.9285714285714286,0.3664772253771886,4.928571428571429,0.5652173913043478,0.4295731015910471,0.4557498918999726,2.3449999999999998,1.0,1.0,56.0,1.235,0.0,1.0,0.4504963327445739,0.40822312955721285,-0.04227320318736105,0.03976647262275484,6.0,-0.10990622718848038,0.3268056417061043,1.0,5,0.0,0.0,0.0,5,0.24712799999999993,0.0,0.0,0.0,5,0.24712799999999993,0.0,0.0,0.0
6216,7,8,0,8,0,mid,mid_r5-8,3,2-4,2,1,2,1,3,1,0,0,0,0,0,2,1,1,1,0.14859698696824317,1,1.2256058848177913,1.0770088978495482,2,0,2,1.2830203261866282,1.4575075224099592,1.1605497832067964,0.3476020937157254,1.4575075224099592,0.2450626273653165,55,0.075,-0.04,0.11499999999999999,-0.555,-0.5126363636363637,-0.85,0.9249999999999999,0.2025,0.63,6,12,0.21818181818181817,1.7844223636363639,1.75413,1.99984,PostGuard,6,0.14545454545454545,0.509090909090909,0.32727272727272727,0.11499999999999999,4,0,2.5287325097290196,0.565,0.23,-0.9249200000000001,1,PostGuard,-2.355,-3.0407272727272723,55.0,11.0,4.0,0.2909090909090909,3.0,0.2727272727272727,0.8500395499285572,5.0,0.7636363636363637,0.2623213753525282,0.15756382842534034,0.37199999999999994,0.0,0.4,16.0,-0.259,0.334,0.8,0.12296787368021497,0.24036902711965924,0.11740115343944431,1.6381823981252885,6.0,0.24363636363636365,0.14107670357036434,0.8,5,0.2056289745361476,0.28099999999999997,0.2024660465362032,5,0.23320999999999997,0.17018702972759123,0.44799999999999995,0.24063977227382843,5,0.37777599999999995,0.1618108678133209,0.16699999999999998,0.14456599999999997
