game_id,end,shot_num,team,remaining,has_hammer,phase_shot,phase_r,n_stones,n_stones_bin,n_my,n_op,n_my_house,n_op_house,n_house,house_diff,n_my_guard,n_op_guard,n_guard,n_center_guard,center_lane_blocked,n_front_house,n_back_house,n_within_0.61,n_within_1.22,d_no1,no1_mine,d_no2,no1_no2_gap,counting_my,counting_op,score_now,min_pair_dist,mean_nn_dist,x_spread,y_spread,house_mean_nn_dist,house_density,n_cand,q_star,q_2nd,q_gap12,q_median,q_mean,q_min,q_range,q_iqr,q_star_minus_median,n_near_best_025,n_near_best_050,frac_near_best_050,q_sd_mean,q_sd_median,q_sd_best,best_type,n_types,frac_hit,frac_draw,frac_guard,best_type_margin,n_types_near_best_050,best_type_is_hit,best_hist_entropy,best_p_negative,best_p_ge2,qadj_star_l0.5,qadj_best_same_as_q_best_l0.5,qadj_best_type_l0.5,lookahead_gain_best,lookahead_gain_mean,n_cand_ct,K_clusters,n_reps,largest_frac,n_singleton,singleton_frac,size_entropy_norm,mean_cluster_size,type_purity,eta2_q,within_sd_q,between_range_q,best_is_rep,best_cluster_selected,best_cluster_size,rep_q_max,screen_loss,true_top_cluster_selected,rho_cand,rho_cluster,rho_gain,cluster_sd_mean,best_cluster_rank,rho_cluster_risk_l0.5,rho_cand_risk_l0.5,topk_overlap_l0.5,n_seeds_ct,rho_gain_sd,regret_A9P5,regret_A9P5_sd,n_seeds_A9P5,regret_adj_A9P5,regret_adj_A9P5_sd,regret_A9R05,regret_A9R05_sd,n_seeds_A9R05,regret_adj_A9R05,regret_adj_A9R05_sd,d_A9R05_A9P5,dadj_A9R05_A9P5
7977,6,14,0,2,0,late,late_r2-4,14,13-16,7,7,7,7,14,0,0,0,0,0,1,7,7,6,12,0.01418547287785671,0,0.29505560837916645,0.28087013550130974,0,4,-4,0.3036838640352964,0.44159459370705456,0.43508556669292114,0.7336336828849028,0.44159459370705456,1.143625594371477,145,-1.635,-1.79,0.15500000000000003,-3.26,-3.15203448275862,-3.92,2.285,0.625,1.6249999999999998,2,6,0.041379310344827586,1.278533144827586,1.27858,1.47369,Hit,6,0.38620689655172413,0.27586206896551724,0.3310344827586207,0.615,1,1,2.2468739688063124,0.855,0.005,-2.371845,1,Hit,,,145.0,29.0,4.0,0.3724137931034483,12.0,0.4137931034482759,0.6514810822890371,5.0,0.6344827586206897,0.7527032998271416,0.22978535432956898,2.2075,0.0,0.0,2.0,-2.331,0.6959999999999997,0.0,0.5372339151156125,0.5013178081753445,-0.03591610694026801,0.9743148026725862,12.6,0.4470024405975826,0.4852079012037807,0.85,5,0.025326183051802148,1.495,0.44770246816384657,5,1.4620999999999997,0.43519496205723684,1.2280000000000002,0.509823498869952,5,1.214158,0.4924831921700475,-0.2669999999999999,-0.24794199999999966
3926,6,11,1,5,1,mid,mid_r5-8,11,9-12,5,6,5,6,11,-1,0,0,0,0,1,7,4,4,11,0.009360052610127588,0,0.301312957505979,0.2919529048958514,0,1,-1,0.3062448411572414,0.4286427965624183,0.4315171582871523,0.5183962706158578,0.4286427965624183,0.8985629670061606,123,0.425,0.38,0.044999999999999984,-0.955,-0.8897560975609756,-1.81,2.235,0.25250000000000006,1.38,6,8,0.06504065040650407,1.647981300813008,1.60487,2.03823,Hit,6,0.3902439024390244,0.3089430894308943,0.2926829268292683,1.1,1,1,2.6481851518305324,0.465,0.3,-0.594115,1,Hit,,,123.0,25.0,4.0,0.2601626016260163,9.0,0.36,0.7230757566067733,4.92,0.6666666666666666,0.8572865123976193,0.13826217107010844,2.2125,0.0,0.0,2.0,0.23000000000000004,0.19499999999999998,0.0,0.13707087904077975,0.23686927626202095,0.0997983972212412,1.5839002947202203,15.6,0.2576512085590132,0.14198967338739146,0.8,5,0.063206502299338,1.875,0.18664806454930094,5,1.848444,0.22487795624515985,1.966,0.10132867313845577,5,1.9585549999999998,0.09333192379888024,0.09099999999999997,0.11011099999999985
3883,1,14,0,2,0,late,late_r2-4,1,0-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,-1,,,0,0,0,,,,,,0.0,37,-0.075,-0.29,0.21499999999999997,-0.74,-0.6963513513513513,-0.965,0.89,0.16000000000000003,0.665,2,6,0.16216216216216217,0.6193887837837838,0.626418,0.953612,Draw,4,0.10810810810810811,0.7027027027027027,0.16216216216216217,0.645,1,0,1.3301170037619596,0.495,0.0,-0.551806,1,Draw,,,37.0,8.0,4.0,0.21621621621621623,1.0,0.125,0.9389229686062194,4.625,1.0,0.637192193412843,0.0886536661096447,0.61,0.2,1.0,8.0,-0.273,0.198,1.0,0.4164912544612848,0.880387546716444,0.46389629225515916,0.5605072693147918,2.0,0.6247533332392168,0.3887795475912229,0.65,5,0.10911499432957929,0.26799999999999996,0.010954451150103258,5,0.23707849999999997,0.01190611909376854,0.26799999999999996,0.010954451150103265,5,0.23707849999999997,0.011906119093768541,0.0,0.0
9222,7,5,1,11,1,early,early_r9+,1,0-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,,,0,0,0,,,,,,0.0,37,1.315,1.29,0.02499999999999991,0.85,0.8502702702702702,0.485,0.83,0.4,0.46499999999999997,8,21,0.5675675675675675,1.9320159459459463,1.94673,2.00394,Draw,4,0.10810810810810811,0.7027027027027027,0.16216216216216217,0.31000000000000005,2,0,2.7324933184373914,0.28,0.475,0.33006500000000005,0,Draw,,,37.0,8.0,4.0,0.3783783783783784,1.0,0.125,0.8418631136888711,4.625,1.0,0.4550572198803226,0.1610423608293979,0.5325,0.2,0.6,14.0,1.1480000000000001,0.16699999999999998,0.8,0.09222517442098764,0.279243535286513,0.18701836086552542,1.7370337767350126,4.0,0.12857142857142861,0.043859712234635015,0.85,5,0.13127055774589194,0.23699999999999993,0.17824140933015536,5,0.242557,0.19807962867241044,0.16699999999999995,0.16388257991623148,5,0.16371700000000003,0.15076618609621986,-0.06999999999999998,-0.07883999999999997
7881,2,15,1,1,1,late,r1,12,9-12,6,6,6,6,12,0,0,0,0,0,1,8,4,2,10,0.014822125959525131,0,0.4882572316156722,0.47343510565614705,0,1,-1,0.37762290525867287,0.5234538528574366,0.5080996970342488,0.7532608307201571,0.5234538528574366,0.980250509461266,129,1.72,1.48,0.24,-1.0,-0.8709689922480619,-1.755,3.4749999999999996,0.0,2.7199999999999998,2,2,0.015503875968992248,0.2855194891472868,0.0,2.06678,Hit,6,0.37209302325581395,0.29457364341085274,0.32558139534883723,2.7199999999999998,1,1,2.108873391677536,0.325,0.62,0.6866099999999999,1,Hit,,,129.0,26.0,4.0,0.8062015503875969,25.0,0.9615384615384615,0.3423769823423499,4.961538461538462,0.5658914728682171,0.01511942008393787,0.5686562666599977,0.160048076923077,0.0,1.0,104.0,0.285,1.435,1.0,0.5667678395997436,1.0,0.43323216040025636,0.0314131494461271,1.0,1.0,0.40123504281621336,0.75,5,0.0,1.435,0.0,5,1.116415,0.0,1.435,0.0,5,1.116415,0.0,0.0,0.0
6406,1,10,0,6,0,mid,mid_r5-8,3,2-4,1,2,1,2,3,-1,0,0,0,0,0,1,2,2,2,0.0022233709268578363,0,0.4384417636357202,0.43621839270886237,0,2,-2,0.4365568471719112,0.6001684149769125,0.5203338332536309,0.14628069668354318,0.6001684149769125,0.2450626273653165,59,-0.385,-0.435,0.04999999999999999,-1.17,-1.073813559322034,-1.655,1.27,0.4724999999999999,0.7849999999999999,5,19,0.3220338983050847,1.7285954237288137,1.7085,1.70786,Draw,6,0.2711864406779661,0.5084745762711864,0.2033898305084746,0.15500000000000003,3,0,2.380744465258137,0.575,0.125,-1.2389299999999999,1,Draw,,,59.0,12.0,4.0,0.13559322033898305,3.0,0.25,0.9304178119030612,4.916666666666667,0.7966101694915254,0.7852713003680415,0.13800716777469144,0.6591666666666668,0.0,0.4,5.0,-0.707,0.322,0.4,0.3959092647940443,0.6150107569014869,0.21910149210744262,1.66881358263915,4.0,0.5622377622377622,0.3904521211371722,0.85,5,0.18001937858506253,0.316,0.22333830840229804,5,0.3178010000000001,0.20868859657992822,0.363,0.16192590898309012,5,0.3835400000000001,0.14697503937743986,0.046999999999999986,0.06573899999999999
8452,5,15,1,1,1,late,r1,15,13-16,8,7,8,6,14,2,0,1,1,1,1,11,3,6,13,0.15058174883099099,1,0.3529086573038427,0.2023269084728517,1,0,1,0.29942263131566765,0.36087435508020693,0.4365047461459077,0.6140298865690494,0.33942703497560994,1.143625594371477,153,1.935,1.93,0.0050000000000001155,1.0,0.866732026143791,-1.51,3.4450000000000003,0.0,0.935,2,7,0.0457516339869281,0.26027919215686274,0.0,0.246526,Hit,8,0.35294117647058826,0.2875816993464052,0.35294117647058826,0.49,2,1,0.34698128810061335,0.0,0.935,1.8117370000000002,1,Hit,,,153.0,31.0,4.0,0.803921568627451,30.0,0.967741935483871,0.3383294860212367,4.935483870967742,0.5359477124183006,0.020344098803349194,0.6481282328570886,0.5308536585365855,0.0,1.0,123.0,1.32,0.615,0.0,0.5709861418675929,0.5966984201371583,0.02571227826956546,0.023271849516369278,31.0,0.5966984201371583,0.5161190316579237,1.0,5,0.0,0.615,0.0,5,0.7948870000000001,0.0,0.615,0.0,5,0.7948870000000001,0.0,0.0,0.0
1028,6,15,1,1,1,late,r1,15,13-16,8,7,8,7,15,1,0,0,0,0,1,11,4,4,12,0.2320554152977253,1,0.23580853301778537,0.0037531177200600674,1,0,1,0.30138272144235656,0.4219444519719928,0.45618251718167874,0.6454421614159812,0.4219444519719928,1.2253131368265826,151,1.0,1.0,0.0,1.0,-0.1473841059602649,-4.71,5.71,2.2125,0.0,94,100,0.6622516556291391,0.5775171390728477,0.0,0.0,Draw,6,0.3708609271523179,0.26490066225165565,0.3576158940397351,0.0,6,0,-0.0,0.0,0.0,1.0,1,Draw,,,151.0,31.0,4.0,0.8013245033112583,30.0,0.967741935483871,0.3419626486511174,4.870967741935484,0.5695364238410596,0.1074060435462103,1.83986166972737,1.4318595041322313,0.0,1.0,121.0,1.0,0.0,0.0,0.8022782419823502,1.0,0.1977217580176498,0.06525222821159131,31.0,1.0,0.7968310701941422,1.0,5,0.0,0.2299999999999999,0.0,5,0.5643275,0.0,0.2299999999999999,0.0,5,0.5643275,0.0,0.0,0.0
2596,1,14,0,2,0,late,late_r2-4,14,13-16,7,7,7,7,14,0,0,0,0,0,1,9,5,6,12,0.2050375341272904,1,0.3137797109836782,0.10874217685638779,2,0,2,0.2949209172486073,0.4086926556264054,0.511515288034565,0.6949194110154953,0.4086926556264054,1.143625594371477,145,1.97,1.965,0.004999999999999893,1.51,1.464551724137931,0.65,1.3199999999999998,0.20500000000000007,0.45999999999999996,22,87,0.6,0.9029097379310345,0.779679,0.457275,PostGuard,6,0.38620689655172413,0.27586206896551724,0.3310344827586207,0.07000000000000006,6,0,0.7846218756660164,0.005,0.915,1.7626545,0,PostGuard,,,145.0,29.0,4.0,0.2482758620689655,10.0,0.3448275862068966,0.7718287674208493,5.0,0.6827586206896552,0.6227440306606409,0.15550286473115024,1.1925000000000001,0.0,0.0,36.0,1.582,0.38799999999999996,0.0,0.39960664175225397,0.231165763039405,-0.1684408787128489,0.8547505334522306,8.6,0.10728681691820732,0.3936516150728265,0.85,5,0.08917106827848689,1.178,0.17286555469497092,5,1.7962825000000002,0.19708427596462366,1.2249999999999999,0.15341935992566255,5,1.8368085,0.17774711085556327,0.04699999999999993,0.04052599999999984
4748,1,3,1,13,1,early,early_r9+,2,2-4,1,1,1,1,2,0,0,0,0,0,0,2,0,1,2,0.34483096172037614,0,0.6299526034901355,0.28512164176975935,0,1,-1,0.9473629474288089,0.9473629474288089,0.4706845,0.05320000000000036,0.9473629474288089,0.16337508491021102,49,0.985,0.935,0.04999999999999993,0.655,0.6210204081632654,0.21,0.775,0.335,0.32999999999999996,17,34,0.6938775510204082,2.0008346938775508,1.99974,1.8721,Hit,6,0.16326530612244897,0.5714285714285714,0.24489795918367346,0.07499999999999996,5,1,2.5908791844822927,0.315,0.4,0.04894999999999994,1,Hit,,,49.0,10.0,4.0,0.24489795918367346,2.0,0.2,0.9172644747925618,4.9,0.7959183673469388,0.5016459200167448,0.13649265337866348,0.39583333333333337,0.0,0.4,6.0,0.8480000000000001,0.137,1.0,0.13204282995062158,0.5058901438571233,0.3738473139065016,1.9895978405763877,4.6,0.36,0.09952678074699384,0.85,5,0.117383258274817,0.3169999999999999,0.2574538793648292,5,0.39087199999999983,0.2888063787730458,0.22999999999999998,0.08681877677092661,5,0.25356299999999987,0.09953679574659814,-0.08699999999999991,-0.13730899999999996
9206,3,13,1,3,1,late,late_r2-4,2,2-4,1,1,1,1,2,0,0,0,0,0,1,2,0,1,2,0.28898727765076676,0,1.0431921163505806,0.7542048386998139,0,1,-1,0.7719536419785841,0.7719536419785841,0.347279,0.16845,0.7719536419785841,0.16337508491021102,49,1.73,1.66,0.07000000000000006,-0.315,-0.016734693877551027,-0.855,2.585,0.71,2.045,3,7,0.14285714285714285,1.4927455102040816,1.50652,1.43774,Hit,6,0.16326530612244897,0.5714285714285714,0.24489795918367346,0.07000000000000006,2,1,1.8896205850892915,0.175,0.67,1.01113,1,Hit,,,49.0,10.0,4.0,0.22448979591836732,3.0,0.3,0.8966247171057129,4.9,0.7551020408163265,0.9076958550348696,0.1944804596004394,2.36625,0.2,1.0,6.0,1.674,0.05600000000000005,1.0,0.5419313262624919,0.8538868146191708,0.31195548835667897,1.3737607291137408,1.4,0.7544116979699753,0.5042434417009136,0.95,5,0.031288717954966114,0.42400000000000004,0.323156308928048,5,0.4257020000000001,0.29867037199477947,0.20299999999999993,0.25570001955416427,5,0.21625400000000009,0.23909854522769478,-0.2210000000000001,-0.209448
